source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
MERCK,3M,0.002469,0.003292,1,0,1,2,1
3M,METLIFE,0.010814,0.016221,1,0,2,3,1
METLIFE,3M,0.005407,0.016221,0,1,2,3,-1
3M,MICROSOFT,0.042349,0.084698,0,0,1,1,0
MICROSOFT,3M,0.042349,0.084698,0,0,1,1,0
3M,MOTOROLA SOLUTIONS,0.002033,0.00813,0,1,1,2,-1
MOTOROLA SOLUTIONS,3M,0.006098,0.00813,1,0,1,2,1
3M,NEW YORK LIFE INSURANCE,0.002275,0.003412,1,0,2,3,1
NEW YORK LIFE INSURANCE,3M,0.001137,0.003412,0,1,2,3,-1
3M,NEWS CORP.,0.008141,0.016281,0,0,1,1,0
NEWS CORP.,3M,0.008141,0.016281,0,0,1,1,0
3M,NEXTERA ENERGY,0.008871,0.017742,1,1,2,4,0
NEXTERA ENERGY,3M,0.008871,0.017742,1,1,2,4,0
3M,NIKE,0.00345,0.00345,1,0,0,1,1
NIKE,3M,0.0,0.00345,0,1,0,1,-1
3M,NORFOLK SOUTHERN,0.009711,0.029133,0,1,2,3,-1
NORFOLK SOUTHERN,3M,0.019422,0.029133,1,0,2,3,1
3M,NORTHWESTERN MUTUAL,0.0,0.000617,0,1,0,1,-1
NORTHWESTERN MUTUAL,3M,0.000617,0.000617,1,0,0,1,1
3M,OCCIDENTAL PETROLEUM,0.039298,0.052398,1,0,1,2,1
OCCIDENTAL PETROLEUM,3M,0.013099,0.052398,0,1,1,2,-1
3M,OWENS & MINOR,0.0,0.014093,0,1,0,1,-1
OWENS & MINOR,3M,0.014093,0.014093,1,0,0,1,1
3M,PEABODY ENERGY,0.022889,0.022889,2,0,0,2,2
PEABODY ENERGY,3M,0.0,0.022889,0,2,0,2,-2
3M,PEPSICO,0.013353,0.040059,1,2,0,3,-1
PEPSICO,3M,0.026706,0.040059,2,1,0,3,1
3M,PFIZER,0.008754,0.035015,0,1,1,2,-1
PFIZER,3M,0.026261,0.035015,1,0,1,2,1
3M,PG&E,0.000173,0.000347,0,0,1,1,0
PG&E,3M,0.000173,0.000347,0,0,1,1,0
3M,PPG INDUSTRIES,0.000512,0.001024,0,0,1,1,0
PPG INDUSTRIES,3M,0.000512,0.001024,0,0,1,1,0
3M,PPL,0.0,0.012807,0,1,0,1,-1
PPL,3M,0.012807,0.012807,1,0,0,1,1
3M,PRINCIPAL FINANCIAL,0.000158,0.000634,0,1,1,2,-1
PRINCIPAL FINANCIAL,3M,0.000475,0.000634,1,0,1,2,1
3M,PROCTER & GAMBLE,0.0,0.019991,0,3,0,3,-3
PROCTER & GAMBLE,3M,0.019991,0.019991,3,0,0,3,3
3M,PRUDENTIAL FINANCIAL,0.000247,0.000247,1,0,0,1,1
PRUDENTIAL FINANCIAL,3M,0.0,0.000247,0,1,0,1,-1
3M,PUBLIC SERVICE ENTERPRISE GROUP,0.000617,0.000617,1,0,0,1,1
PUBLIC SERVICE ENTERPRISE GROUP,3M,0.0,0.000617,0,1,0,1,-1
3M,RAYTHEON,0.009183,0.02755,0,1,2,3,-1
RAYTHEON,3M,0.018367,0.02755,1,0,2,3,1
3M,SEMPRA ENERGY,0.026834,0.026834,1,0,0,1,1
SEMPRA ENERGY,3M,0.0,0.026834,0,1,0,1,-1
3M,SOUTHERN,0.003195,0.006389,0,0,1,1,0
SOUTHERN,3M,0.003195,0.006389,0,0,1,1,0
3M,STATE FARM INSURANCE,0.0001,0.0001,1,0,0,1,1
STATE FARM INSURANCE,3M,0.0,0.0001,0,1,0,1,-1
3M,SUPERVALU,0.015948,0.047844,1,2,0,3,-1
SUPERVALU,3M,0.031896,0.047844,2,1,0,3,1
3M,TARGET,0.0,0.0001,0,1,0,1,-1
TARGET,3M,0.0001,0.0001,1,0,0,1,1
3M,THERMO FISHER SCIENTIFIC,0.0,0.008082,0,3,0,3,-3
THERMO FISHER SCIENTIFIC,3M,0.008082,0.008082,3,0,0,3,3
3M,TIAA,0.0,0.012807,0,1,0,1,-1
TIAA,3M,0.012807,0.012807,1,0,0,1,1
3M,TRAVELERS,0.04554,0.04554,1,0,0,1,1
TRAVELERS,3M,0.0,0.04554,0,1,0,1,-1
3M,U.S. BANCORP,0.0,0.012461,0,1,0,1,-1
U.S. BANCORP,3M,0.012461,0.012461,1,0,0,1,1
3M,UNION PACIFIC,0.008256,0.016512,0,0,2,2,0
UNION PACIFIC,3M,0.008256,0.016512,0,0,2,2,0
3M,UNITED AIRLINES HOLDINGS,0.0,0.000513,0,2,0,2,-2
UNITED AIRLINES HOLDINGS,3M,0.000513,0.000513,2,0,0,2,2
3M,UNITED TECHNOLOGIES,5e-05,0.0001,0,0,1,1,0
UNITED TECHNOLOGIES,3M,5e-05,0.0001,0,0,1,1,0
3M,WELLS FARGO,0.0,0.01256,0,1,0,1,-1
WELLS FARGO,3M,0.01256,0.01256,1,0,0,1,1
3M,WILLIAMS,0.040845,0.040845,1,0,0,1,1
WILLIAMS,3M,0.0,0.040845,0,1,0,1,-1
3M,XCEL ENERGY,0.0,0.010123,0,1,0,1,-1
XCEL ENERGY,3M,0.010123,0.010123,1,0,0,1,1
3M,YUM BRANDS,0.014837,0.019783,2,0,2,4,2
YUM BRANDS,3M,0.004946,0.019783,0,2,2,4,-2
ABBOTT LABORATORIES,AFLAC,0.0,0.000302,0,1,0,1,-1
AFLAC,ABBOTT LABORATORIES,0.000302,0.000302,1,0,0,1,1
ABBOTT LABORATORIES,ALTRIA GROUP,0.000347,0.000347,1,0,0,1,1
ALTRIA GROUP,ABBOTT LABORATORIES,0.0,0.000347,0,1,0,1,-1
ABBOTT LABORATORIES,AMGEN,0.030603,0.061205,0,0,5,5,0
AMGEN,ABBOTT LABORATORIES,0.030603,0.061205,0,0,5,5,0
ABBOTT LABORATORIES,AT&T,0.001296,0.002592,0,0,1,1,0
AT&T,ABBOTT LABORATORIES,0.001296,0.002592,0,0,1,1,0
ABBOTT LABORATORIES,BAXTER INTERNATIONAL,0.041256,0.047149,3,0,1,4,3
BAXTER INTERNATIONAL,ABBOTT LABORATORIES,0.005894,0.047149,0,3,1,4,-3
ABBOTT LABORATORIES,BECTON DICKINSON,0.017134,0.034268,0,0,3,3,0
BECTON DICKINSON,ABBOTT LABORATORIES,0.017134,0.034268,0,0,3,3,0
ABBOTT LABORATORIES,BIOGEN,0.017417,0.034835,0,0,4,4,0
BIOGEN,ABBOTT LABORATORIES,0.017417,0.034835,0,0,4,4,0
ABBOTT LABORATORIES,BLACKSTONE GROUP,0.010837,0.01445,1,0,1,2,1
BLACKSTONE GROUP,ABBOTT LABORATORIES,0.003612,0.01445,0,1,1,2,-1
ABBOTT LABORATORIES,BOSTON SCIENTIFIC,0.064475,0.085967,2,0,2,4,2
BOSTON SCIENTIFIC,ABBOTT LABORATORIES,0.021492,0.085967,0,2,2,4,-2
ABBOTT LABORATORIES,BRISTOL-MYERS SQUIBB,0.083844,0.209611,1,3,6,10,-2
BRISTOL-MYERS SQUIBB,ABBOTT LABORATORIES,0.125767,0.209611,3,1,6,10,2
ABBOTT LABORATORIES,C.H. ROBINSON WORLDWIDE,0.03869,0.03869,2,0,0,2,2
C.H. ROBINSON WORLDWIDE,ABBOTT LABORATORIES,0.0,0.03869,0,2,0,2,-2
ABBOTT LABORATORIES,CAMPBELL SOUP,0.083664,0.20916,0,1,4,5,-1
CAMPBELL SOUP,ABBOTT LABORATORIES,0.125496,0.20916,1,0,4,5,1
ABBOTT LABORATORIES,COCA-COLA,0.008709,0.034835,0,1,1,2,-1
COCA-COLA,ABBOTT LABORATORIES,0.026126,0.034835,1,0,1,2,1
ABBOTT LABORATORIES,CVS HEALTH,0.011,0.022,0,0,5,5,0
CVS HEALTH,ABBOTT LABORATORIES,0.011,0.022,0,0,5,5,0
ABBOTT LABORATORIES,DARDEN RESTAURANTS,0.024844,0.074532,0,1,2,3,-1
DARDEN RESTAURANTS,ABBOTT LABORATORIES,0.049688,0.074532,1,0,2,3,1
ABBOTT LABORATORIES,DEAN FOODS,0.155776,0.311551,0,0,4,4,0
DEAN FOODS,ABBOTT LABORATORIES,0.155776,0.311551,0,0,4,4,0
ABBOTT LABORATORIES,ELI LILLY,0.133847,0.234233,1,0,6,7,1
ELI LILLY,ABBOTT LABORATORIES,0.100386,0.234233,0,1,6,7,-1
ABBOTT LABORATORIES,EMERSON ELECTRIC,0.000766,0.000766,1,0,0,1,1
EMERSON ELECTRIC,ABBOTT LABORATORIES,0.0,0.000766,0,1,0,1,-1
ABBOTT LABORATORIES,FEDEX,0.002066,0.002066,1,0,0,1,1
FEDEX,ABBOTT LABORATORIES,0.0,0.002066,0,1,0,1,-1
ABBOTT LABORATORIES,GENERAL ELECTRIC,0.008363,0.020906,0,1,4,5,-1
GENERAL ELECTRIC,ABBOTT LABORATORIES,0.012544,0.020906,1,0,4,5,1
ABBOTT LABORATORIES,GENERAL MILLS,0.110695,0.221389,1,1,3,5,0
GENERAL MILLS,ABBOTT LABORATORIES,0.110695,0.221389,1,1,3,5,0
ABBOTT LABORATORIES,GENERAL MOTORS,0.008437,0.016874,0,0,2,2,0
GENERAL MOTORS,ABBOTT LABORATORIES,0.008437,0.016874,0,0,2,2,0
ABBOTT LABORATORIES,GENWORTH FINANCIAL,0.001024,0.001024,1,0,0,1,1
GENWORTH FINANCIAL,ABBOTT LABORATORIES,0.0,0.001024,0,1,0,1,-1
ABBOTT LABORATORIES,HERSHEY,0.116571,0.291426,0,1,4,5,-1
HERSHEY,ABBOTT LABORATORIES,0.174856,0.291426,1,0,4,5,1
ABBOTT LABORATORIES,HONEYWELL INTERNATIONAL,0.000308,0.000617,0,0,1,1,0
HONEYWELL INTERNATIONAL,ABBOTT LABORATORIES,0.000308,0.000617,0,0,1,1,0
ABBOTT LABORATORIES,HORMEL FOODS,0.093897,0.140846,1,0,2,3,1
HORMEL FOODS,ABBOTT LABORATORIES,0.046949,0.140846,0,1,2,3,-1
ABBOTT LABORATORIES,HUMANA,0.007923,0.012324,3,1,3,7,2
HUMANA,ABBOTT LABORATORIES,0.004402,0.012324,1,3,3,7,-2
ABBOTT LABORATORIES,INTEL,0.000308,0.000617,0,0,1,1,0
INTEL,ABBOTT LABORATORIES,0.000308,0.000617,0,0,1,1,0
ABBOTT LABORATORIES,INTERPUBLIC GROUP,0.162246,0.162246,2,0,0,2,2
INTERPUBLIC GROUP,ABBOTT LABORATORIES,0.0,0.162246,0,2,0,2,-2
ABBOTT LABORATORIES,JOHNSON & JOHNSON,0.072192,0.131258,1,0,9,10,1
JOHNSON & JOHNSON,ABBOTT LABORATORIES,0.059066,0.131258,0,1,9,10,-1
ABBOTT LABORATORIES,KROGER,0.069962,0.139923,1,1,2,4,0
KROGER,ABBOTT LABORATORIES,0.069962,0.139923,1,1,2,4,0
ABBOTT LABORATORIES,L3HARRIS TECHNOLOGIES,0.000423,0.000423,1,0,0,1,1
L3HARRIS TECHNOLOGIES,ABBOTT LABORATORIES,0.0,0.000423,0,1,0,1,-1
ABBOTT LABORATORIES,LAND O'LAKES,0.066989,0.200967,0,1,2,3,-1
LAND O'LAKES,ABBOTT LABORATORIES,0.133978,0.200967,1,0,2,3,1
ABBOTT LABORATORIES,LOEWS,0.000617,0.000617,1,0,0,1,1
LOEWS,ABBOTT LABORATORIES,0.0,0.000617,0,1,0,1,-1
ABBOTT LABORATORIES,MASTERCARD,0.016691,0.066762,0,1,1,2,-1
MASTERCARD,ABBOTT LABORATORIES,0.050072,0.066762,1,0,1,2,1
ABBOTT LABORATORIES,MCDONALD'S,0.087267,0.104721,2,0,1,3,2
MCDONALD'S,ABBOTT LABORATORIES,0.017453,0.104721,0,2,1,3,-2
ABBOTT LABORATORIES,MCKESSON,0.012886,0.051546,0,1,1,2,-1
MCKESSON,ABBOTT LABORATORIES,0.038659,0.051546,1,0,1,2,1
ABBOTT LABORATORIES,MERCK,0.034101,0.090935,1,3,4,8,-2
MERCK,ABBOTT LABORATORIES,0.056834,0.090935,3,1,4,8,2
ABBOTT LABORATORIES,MOTOROLA SOLUTIONS,0.004015,0.008031,0,0,1,1,0
MOTOROLA SOLUTIONS,ABBOTT LABORATORIES,0.004015,0.008031,0,0,1,1,0
ABBOTT LABORATORIES,NEW YORK LIFE INSURANCE,4.5e-05,4.5e-05,1,0,0,1,1
NEW YORK LIFE INSURANCE,ABBOTT LABORATORIES,0.0,4.5e-05,0,1,0,1,-1
ABBOTT LABORATORIES,NIKE,0.003611,0.007222,0,0,2,2,0
NIKE,ABBOTT LABORATORIES,0.003611,0.007222,0,0,2,2,0
ABBOTT LABORATORIES,OWENS-ILLINOIS,0.022693,0.045387,0,0,1,1,0
OWENS-ILLINOIS,ABBOTT LABORATORIES,0.022693,0.045387,0,0,1,1,0
ABBOTT LABORATORIES,PEPSICO,0.093645,0.187291,1,1,3,5,0
PEPSICO,ABBOTT LABORATORIES,0.093645,0.187291,1,1,3,5,0
ABBOTT LABORATORIES,PFIZER,0.088738,0.212972,0,1,5,6,-1
PFIZER,ABBOTT LABORATORIES,0.124234,0.212972,1,0,5,6,1
ABBOTT LABORATORIES,PROCTER & GAMBLE,0.029469,0.088407,0,1,2,3,-1
PROCTER & GAMBLE,ABBOTT LABORATORIES,0.058938,0.088407,1,0,2,3,1
ABBOTT LABORATORIES,PUBLIX SUPER MARKETS,0.06375,0.06375,1,0,0,1,1
PUBLIX SUPER MARKETS,ABBOTT LABORATORIES,0.0,0.06375,0,1,0,1,-1
ABBOTT LABORATORIES,STARBUCKS,0.122905,0.122905,1,0,0,1,1
STARBUCKS,ABBOTT LABORATORIES,0.0,0.122905,0,1,0,1,-1
ABBOTT LABORATORIES,SUPERVALU,0.095671,0.191343,1,1,1,3,0
SUPERVALU,ABBOTT LABORATORIES,0.095671,0.191343,1,1,1,3,0
ABBOTT LABORATORIES,TARGET,0.000142,0.000567,0,1,1,2,-1
TARGET,ABBOTT LABORATORIES,0.000426,0.000567,1,0,1,2,1
ABBOTT LABORATORIES,THERMO FISHER SCIENTIFIC,0.08391,0.251729,0,1,2,3,-1
THERMO FISHER SCIENTIFIC,ABBOTT LABORATORIES,0.167819,0.251729,1,0,2,3,1
ABBOTT LABORATORIES,UNITED HEALTH GROUP,0.001056,0.002111,1,1,0,2,0
UNITED HEALTH GROUP,ABBOTT LABORATORIES,0.001056,0.002111,1,1,0,2,0
ABBOTT LABORATORIES,VISA,0.00156,0.002081,1,0,1,2,1
VISA,ABBOTT LABORATORIES,0.00052,0.002081,0,1,1,2,-1
ABBOTT LABORATORIES,WALT DISNEY,2.2e-05,4.5e-05,0,0,1,1,0
WALT DISNEY,ABBOTT LABORATORIES,2.2e-05,4.5e-05,0,0,1,1,0
ABBOTT LABORATORIES,WEYERHAEUSER,0.0,0.000468,0,1,0,1,-1
WEYERHAEUSER,ABBOTT LABORATORIES,0.000468,0.000468,1,0,0,1,1
ABBOTT LABORATORIES,YUM BRANDS,0.100336,0.100336,2,0,0,2,2
YUM BRANDS,ABBOTT LABORATORIES,0.0,0.100336,0,2,0,2,-2
ABBOTT LABORATORIES,ZIMMER BIOMET HOLDINGS,0.027054,0.027054,3,0,0,3,3
ZIMMER BIOMET HOLDINGS,ABBOTT LABORATORIES,0.0,0.027054,0,3,0,3,-3
ADOBE,CISCO SYSTEMS,0.0,0.02303,0,1,0,1,-1
CISCO SYSTEMS,ADOBE,0.02303,0.02303,1,0,0,1,1
ADOBE,ZIMMER BIOMET HOLDINGS,0.011515,0.02303,0,0,1,1,0
ZIMMER BIOMET HOLDINGS,ADOBE,0.011515,0.02303,0,0,1,1,0
ADVANCED MICRO DEVICES,ALPHABET,0.002516,0.015094,0,2,1,3,-2
ALPHABET,ADVANCED MICRO DEVICES,0.012578,0.015094,2,0,1,3,2
ADVANCED MICRO DEVICES,AMERICAN ELECTRIC POWER,0.0,0.004542,0,2,0,2,-2
AMERICAN ELECTRIC POWER,ADVANCED MICRO DEVICES,0.004542,0.004542,2,0,0,2,2
ADVANCED MICRO DEVICES,APPLIED MATERIALS,0.002271,0.004542,0,0,1,1,0
APPLIED MATERIALS,ADVANCED MICRO DEVICES,0.002271,0.004542,0,0,1,1,0
ADVANCED MICRO DEVICES,CALPINE,0.0,0.004542,0,1,0,1,-1
CALPINE,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,CHARLES SCHWAB,0.0,0.009083,0,2,0,2,-2
CHARLES SCHWAB,ADVANCED MICRO DEVICES,0.009083,0.009083,2,0,0,2,2
ADVANCED MICRO DEVICES,CHARTER COMMUNICATIONS,0.0,0.004542,0,1,0,1,-1
CHARTER COMMUNICATIONS,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,CISCO SYSTEMS,0.009138,0.073104,0,3,1,4,-3
CISCO SYSTEMS,ADVANCED MICRO DEVICES,0.063966,0.073104,3,0,1,4,3
ADVANCED MICRO DEVICES,CMS ENERGY,0.0,0.004542,0,1,0,1,-1
CMS ENERGY,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,COGNIZANT TECHNOLOGY SOLUTIONS,0.042954,0.085908,0,0,1,1,0
COGNIZANT TECHNOLOGY SOLUTIONS,ADVANCED MICRO DEVICES,0.042954,0.085908,0,0,1,1,0
ADVANCED MICRO DEVICES,COMCAST,0.0,0.004542,0,1,0,1,-1
COMCAST,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,DUKE ENERGY,0.0,0.004542,0,1,0,1,-1
DUKE ENERGY,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,DXC TECHNOLOGY,0.0,0.023176,0,2,0,2,-2
DXC TECHNOLOGY,ADVANCED MICRO DEVICES,0.023176,0.023176,2,0,0,2,2
ADVANCED MICRO DEVICES,EDISON INTERNATIONAL,0.0,0.004542,0,1,0,1,-1
EDISON INTERNATIONAL,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,FIRSTENERGY,0.0,0.004542,0,1,0,1,-1
FIRSTENERGY,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,FISERV,0.0,0.023176,0,2,0,2,-2
FISERV,ADVANCED MICRO DEVICES,0.023176,0.023176,2,0,0,2,2
ADVANCED MICRO DEVICES,HONEYWELL INTERNATIONAL,0.0,0.004542,0,1,0,1,-1
HONEYWELL INTERNATIONAL,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,IBM,0.0,0.004542,0,1,0,1,-1
IBM,ADVANCED MICRO DEVICES,0.004542,0.004542,1,0,0,1,1
ADVANCED MICRO DEVICES,INTEL,0.001703,0.004542,1,2,1,4,-1
