source,target,n_sessions,n_leads,n_follows,consistency
ALLSTATE,BANK OF AMERICA,4,3,1,0.75
JPMORGAN CHASE & CO.,PRUDENTIAL FINANCIAL,4,1,3,0.75
DEERE,DELTA AIR LINES,4,1,3,0.75
BAXTER INTERNATIONAL,JOHNSON & JOHNSON,4,1,3,0.75
CUMMINS,UNITED PARCEL SERVICE,4,3,1,0.75
CHARLES SCHWAB,PRINCIPAL FINANCIAL,4,1,3,0.75
JPMORGAN CHASE & CO.,NORTHWESTERN MUTUAL,4,1,3,0.75
FIRSTENERGY,LOCKHEED MARTIN,4,1,3,0.75
ENTERGY,NORTHWESTERN MUTUAL,4,1,3,0.75
CUMMINS,FACEBOOK,4,3,1,0.75
CUMMINS,ENTERGY,4,3,1,0.75
RAYTHEON,UNITED TECHNOLOGIES,4,1,3,0.75
CUMMINS,DUPONT DE NEMOURS,4,1,3,0.75
BERKSHIRE HATHAWAY,UNITED PARCEL SERVICE,4,3,1,0.75
CAPITAL ONE FINANCIAL,TARGET,4,3,1,0.75
CISCO SYSTEMS,QUALCOMM,4,1,3,0.75
CSX,SOUTHERN,4,3,1,0.75
MICROSOFT,WELLS FARGO,4,3,1,0.75
HUMANA,LOCKHEED MARTIN,4,1,3,0.75
HUMANA,MCKESSON,4,3,1,0.75
BOSTON SCIENTIFIC,HCA HEALTHCARE,4,3,1,0.75
CBS,IBM,4,3,1,0.75
FORD,SEMPRA ENERGY,4,3,1,0.75
EXELON,SEMPRA ENERGY,4,1,3,0.75
SOUTHERN,UNION PACIFIC,4,1,3,0.75
BERKSHIRE HATHAWAY,HONEYWELL INTERNATIONAL,4,3,1,0.75
CENTERPOINT ENERGY,PEABODY ENERGY,4,1,3,0.75
AMEREN,UNITED TECHNOLOGIES,4,1,3,0.75
LOWE'S,TARGET,4,1,3,0.75
BEST BUY,TARGET,4,3,1,0.75
BALL,GENERAL DYNAMICS,4,1,3,0.75
AMERICAN ELECTRIC POWER,CENTERPOINT ENERGY,4,3,1,0.75
AMERICAN AIRLINES GROUP,SOUTHWEST AIRLINES,4,3,1,0.75
GENERAL ELECTRIC,HCA HEALTHCARE,4,3,1,0.75
LOCKHEED MARTIN,VERIZON,4,3,1,0.75
CAMPBELL SOUP,PEPSICO,4,3,1,0.75
CUMMINS,RAYTHEON,4,1,3,0.75
CUMMINS,PRINCIPAL FINANCIAL,4,3,1,0.75
CUMMINS,PPG INDUSTRIES,4,3,1,0.75
JPMORGAN CHASE & CO.,NATIONWIDE,4,1,3,0.75
AMERICAN ELECTRIC POWER,BANK OF AMERICA,4,3,1,0.75
CISCO SYSTEMS,NORTHROP GRUMMAN,4,1,3,0.75
CHARLES SCHWAB,JPMORGAN CHASE & CO.,4,3,1,0.75
AMGEN,JOHNSON & JOHNSON,4,1,3,0.75
GENERAL DYNAMICS,ROCKWELL COLLINS,4,3,1,0.75
CUMMINS,JOHNSON & JOHNSON,4,1,3,0.75
HONEYWELL INTERNATIONAL,UNITED PARCEL SERVICE,4,3,1,0.75
LOCKHEED MARTIN,WELLS FARGO,4,3,1,0.75
ALLSTATE,CBS,4,1,3,0.75
CUMMINS,HEWLETT PACKARD ENTERPRISE,4,3,1,0.75
