source,target,n_sessions,n_leads,n_follows,consistency
CELANESE,PPG INDUSTRIES,3,1,2,0.6666666666666666
AMERICAN EXPRESS,IBM,3,2,1,0.6666666666666666
LIBERTY MUTUAL INSURANCE GROUP,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,2,1,0.6666666666666666
OCCIDENTAL PETROLEUM,WEC ENERGY GROUP,3,2,1,0.6666666666666666
MASSACHUSETTS MUTUAL LIFE INSURANCE,VISA,3,2,1,0.6666666666666666
AMERICAN EXPRESS,PG&E,3,2,1,0.6666666666666666
CHEVRON,CITIGROUP,3,2,1,0.6666666666666666
CATERPILLAR,GENERAL DYNAMICS,3,1,2,0.6666666666666666
DUPONT DE NEMOURS,EASTMAN CHEMICAL,3,2,1,0.6666666666666666
ABBOTT LABORATORIES,RITE AID,3,2,1,0.6666666666666666
ALTRIA GROUP,CUMMINS,3,2,1,0.6666666666666666
DUPONT DE NEMOURS,EXELON,3,1,2,0.6666666666666666
FIRSTENERGY,HONEYWELL INTERNATIONAL,3,1,2,0.6666666666666666
OCCIDENTAL PETROLEUM,SOUTHERN,3,2,1,0.6666666666666666
OCCIDENTAL PETROLEUM,SEMPRA ENERGY,3,1,2,0.6666666666666666
ALTRIA GROUP,DELTA AIR LINES,3,1,2,0.6666666666666666
ABBOTT LABORATORIES,SOUTHWEST AIRLINES,3,2,1,0.6666666666666666
GOODYEAR TIRE & RUBBER,RAYTHEON,3,1,2,0.6666666666666666
ALTRIA GROUP,DUPONT DE NEMOURS,3,1,2,0.6666666666666666
ABBOTT LABORATORIES,UNITED PARCEL SERVICE,3,1,2,0.6666666666666666
AMEREN,DOMINION ENERGY,3,1,2,0.6666666666666666
CHESAPEAKE ENERGY,PG&E,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
DUPONT DE NEMOURS,INTEL,3,1,2,0.6666666666666666
DUPONT DE NEMOURS,PPG INDUSTRIES,3,2,1,0.6666666666666666
NORTHWESTERN MUTUAL,TARGET,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,PPL,3,2,1,0.6666666666666666
FIRSTENERGY,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
FIRSTENERGY,SEMPRA ENERGY,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
BERKSHIRE HATHAWAY,PPG INDUSTRIES,3,2,1,0.6666666666666666
CENTENE,HUMANA,3,1,2,0.6666666666666666
FIFTH THIRD BANCORP,GUARDIAN LIFE INS. CO. OF AMERICA,3,1,2,0.6666666666666666
BANK OF AMERICA,CITIGROUP,6,2,4,0.6666666666666666
BANK OF AMERICA,SOUTHERN,3,2,1,0.6666666666666666
MCKESSON,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
AMERICAN EXPRESS,CHARTER COMMUNICATIONS,3,2,1,0.6666666666666666
CENTENE,MCKESSON,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,NATIONWIDE,3,1,2,0.6666666666666666
ALTRIA GROUP,WELLS FARGO,3,2,1,0.6666666666666666
MERCK,MOLINA HEALTHCARE,3,2,1,0.6666666666666666
AMERICAN EXPRESS,BOSTON SCIENTIFIC,3,2,1,0.6666666666666666
CHARTER COMMUNICATIONS,ORACLE,3,2,1,0.6666666666666666
NORTHROP GRUMMAN,PHILLIPS 66,3,2,1,0.6666666666666666
BERKSHIRE HATHAWAY,NORFOLK SOUTHERN,6,2,4,0.6666666666666666
NORTHROP GRUMMAN,PG&E,3,2,1,0.6666666666666666
GENERAL MOTORS,SEMPRA ENERGY,3,1,2,0.6666666666666666
CALPINE,NORFOLK SOUTHERN,3,2,1,0.6666666666666666
CHARTER COMMUNICATIONS,NEWS CORP.,3,1,2,0.6666666666666666
DXC TECHNOLOGY,L3HARRIS TECHNOLOGIES,3,1,2,0.6666666666666666
AMERICAN EXPRESS,DEERE,3,2,1,0.6666666666666666
FIFTH THIRD BANCORP,PRINCIPAL FINANCIAL,3,1,2,0.6666666666666666
NORTHROP GRUMMAN,SOUTHWEST AIRLINES,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
CATERPILLAR,INTEL,3,1,2,0.6666666666666666
GILEAD SCIENCES,HUMANA,3,1,2,0.6666666666666666
AMERICAN EXPRESS,HARTFORD FINANCIAL SERVICES,3,1,2,0.6666666666666666
GENWORTH FINANCIAL,U.S. BANCORP,3,1,2,0.6666666666666666
CATERPILLAR,MICROSOFT,3,1,2,0.6666666666666666
DUPONT DE NEMOURS,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
CENTENE,ELI LILLY,3,1,2,0.6666666666666666
CATERPILLAR,MOTOROLA SOLUTIONS,3,2,1,0.6666666666666666
ALTRIA GROUP,PPG INDUSTRIES,3,1,2,0.6666666666666666
BOSTON SCIENTIFIC,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
BANK OF AMERICA,CHARLES SCHWAB,6,4,2,0.6666666666666666
ALTRIA GROUP,RAYTHEON,3,1,2,0.6666666666666666
NORTHROP GRUMMAN,USAA,3,2,1,0.6666666666666666
BANK OF AMERICA,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
ALTRIA GROUP,STATE FARM INSURANCE,3,2,1,0.6666666666666666
CALPINE,PEABODY ENERGY,3,1,2,0.6666666666666666
AMEREN,EVERSOURCE ENERGY,3,1,2,0.6666666666666666
FIFTH THIRD BANCORP,METLIFE,3,1,2,0.6666666666666666
ABBVIE,BRISTOL-MYERS SQUIBB,3,1,2,0.6666666666666666
AIG,WELLS FARGO,3,2,1,0.6666666666666666
AMAZON,CAPITAL ONE FINANCIAL,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,HONEYWELL INTERNATIONAL,3,1,2,0.6666666666666666
AMEREN,CALPINE,3,2,1,0.6666666666666666
BANK OF AMERICA,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
CHARLES SCHWAB,EBAY,3,2,1,0.6666666666666666
GENERAL DYNAMICS,ORACLE,3,1,2,0.6666666666666666
MUTUAL OF OMAHA INSURANCE,NATIONWIDE,3,1,2,0.6666666666666666
MOTOROLA SOLUTIONS,VERIZON,3,1,2,0.6666666666666666
AMEREN,RAYTHEON,3,1,2,0.6666666666666666
AECOM,CONSOLIDATED EDISON,3,1,2,0.6666666666666666
CHARLES SCHWAB,DOMINION ENERGY,3,2,1,0.6666666666666666
FLUOR,PPL,3,2,1,0.6666666666666666
AMEREN,ROCKWELL COLLINS,3,2,1,0.6666666666666666
AMAZON,LOWE'S,3,2,1,0.6666666666666666
LOCKHEED MARTIN,XEROX,3,2,1,0.6666666666666666
MICRON TECHNOLOGY,QUALCOMM,3,2,1,0.6666666666666666
CHARLES SCHWAB,CITIGROUP,6,4,2,0.6666666666666666
EXXONMOBIL,PEABODY ENERGY,3,2,1,0.6666666666666666
MOTOROLA SOLUTIONS,QUALCOMM,3,1,2,0.6666666666666666
CHARLES SCHWAB,CISCO SYSTEMS,3,2,1,0.6666666666666666
LOEWS,MARATHON OIL,3,1,2,0.6666666666666666
LOEWS,MARATHON PETROLEUM,3,1,2,0.6666666666666666
EVERSOURCE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,3,1,2,0.6666666666666666
MOTOROLA SOLUTIONS,NORTHROP GRUMMAN,3,1,2,0.6666666666666666
EXXONMOBIL,ORACLE,3,1,2,0.6666666666666666
LOEWS,MARRIOTT INTERNATIONAL,3,1,2,0.6666666666666666
BOSTON SCIENTIFIC,GENERAL MOTORS,3,2,1,0.6666666666666666
EVERSOURCE ENERGY,EXELON,3,1,2,0.6666666666666666
FLUOR,PUBLIC SERVICE ENTERPRISE GROUP,3,2,1,0.6666666666666666
AMAZON,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
BERKSHIRE HATHAWAY,GENERAL DYNAMICS,3,1,2,0.6666666666666666
AMEREN,PHILLIPS 66,3,1,2,0.6666666666666666
GENERAL DYNAMICS,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,BERKSHIRE HATHAWAY,3,1,2,0.6666666666666666
AMAZON,JOHNSON & JOHNSON,3,2,1,0.6666666666666666
ENTERGY,SEMPRA ENERGY,3,1,2,0.6666666666666666
BRISTOL-MYERS SQUIBB,RITE AID,3,1,2,0.6666666666666666
FLUOR,ORACLE,3,1,2,0.6666666666666666
GENERAL DYNAMICS,SOUTHERN,3,1,2,0.6666666666666666
BANK OF AMERICA,INTERNATIONAL PAPER,3,2,1,0.6666666666666666
ENTERGY,U.S. BANCORP,3,1,2,0.6666666666666666
CBS,MICROSOFT,3,1,2,0.6666666666666666
ENTERGY,UNION PACIFIC,3,1,2,0.6666666666666666
BERKSHIRE HATHAWAY,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
MUTUAL OF OMAHA INSURANCE,STATE FARM INSURANCE,3,1,2,0.6666666666666666
ENTERGY,VISA,3,2,1,0.6666666666666666
MUTUAL OF OMAHA INSURANCE,RITE AID,3,2,1,0.6666666666666666
FLUOR,PG&E,3,2,1,0.6666666666666666
BANK OF AMERICA,OCCIDENTAL PETROLEUM,3,1,2,0.6666666666666666
BOSTON SCIENTIFIC,GENERAL ELECTRIC,3,2,1,0.6666666666666666
BRISTOL-MYERS SQUIBB,QUALCOMM,3,2,1,0.6666666666666666
AECOM,BERKSHIRE HATHAWAY,3,2,1,0.6666666666666666
GENERAL DYNAMICS,L3HARRIS TECHNOLOGIES,3,2,1,0.6666666666666666
GENERAL DYNAMICS,JETBLUE AIRWAYS,3,1,2,0.6666666666666666
EDISON INTERNATIONAL,NEXTERA ENERGY,3,1,2,0.6666666666666666
EXELON,VERIZON,3,1,2,0.6666666666666666
FLUOR,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
BANK OF AMERICA,MUTUAL OF OMAHA INSURANCE,3,2,1,0.6666666666666666
EXELON,PRINCIPAL FINANCIAL,3,1,2,0.6666666666666666
FORD,PUBLIC SERVICE ENTERPRISE GROUP,3,1,2,0.6666666666666666
BOSTON SCIENTIFIC,IBM,3,1,2,0.6666666666666666
AMAZON,TARGET,3,2,1,0.6666666666666666
EXXONMOBIL,MARATHON OIL,3,2,1,0.6666666666666666
EXXONMOBIL,LOEWS,3,2,1,0.6666666666666666
FLUOR,USAA,3,2,1,0.6666666666666666
AMAZON,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
EXXONMOBIL,INTERNATIONAL PAPER,3,2,1,0.6666666666666666
BRISTOL-MYERS SQUIBB,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
AMEREN,USAA,3,1,2,0.6666666666666666
AMAZON,UNITED PARCEL SERVICE,3,2,1,0.6666666666666666
AMAZON,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
AECOM,LEIDOS HOLDINGS,3,1,2,0.6666666666666666
CENTERPOINT ENERGY,NEXTERA ENERGY,3,1,2,0.6666666666666666
MICROSOFT,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
FORD,JPMORGAN CHASE & CO.,3,1,2,0.6666666666666666
BERKSHIRE HATHAWAY,INTERNATIONAL PAPER,3,2,1,0.6666666666666666
AMEREN,UNION PACIFIC,3,1,2,0.6666666666666666
MICROSOFT,ORACLE,6,4,2,0.6666666666666666
CBS,IHEARTMEDIA,3,2,1,0.6666666666666666
AMEREN,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
GENERAL DYNAMICS,INTEL,3,2,1,0.6666666666666666
AFLAC,TRAVELERS,3,1,2,0.6666666666666666
BANK OF AMERICA,LIBERTY MUTUAL INSURANCE GROUP,3,2,1,0.6666666666666666
EXELON,EXXONMOBIL,3,2,1,0.6666666666666666
LOEWS,NEXTERA ENERGY,3,2,1,0.6666666666666666
EXELON,FORD,3,1,2,0.6666666666666666
MICROSOFT,WALT DISNEY,3,1,2,0.6666666666666666
EXELON,GENERAL MOTORS,3,1,2,0.6666666666666666
GENERAL DYNAMICS,HUMANA,3,2,1,0.6666666666666666
GENERAL DYNAMICS,HONEYWELL INTERNATIONAL,3,2,1,0.6666666666666666
GENERAL DYNAMICS,HOLLYFRONTIER,3,2,1,0.6666666666666666
AMAZON,WINDSTREAM HOLDINGS,3,2,1,0.6666666666666666
AMERICAN AIRLINES GROUP,BERKSHIRE HATHAWAY,3,1,2,0.6666666666666666
FLUOR,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
BANK OF AMERICA,MARRIOTT INTERNATIONAL,3,1,2,0.6666666666666666
AECOM,RAYTHEON,3,1,2,0.6666666666666666
GENERAL DYNAMICS,GENERAL ELECTRIC,3,2,1,0.6666666666666666
EXELON,LINCOLN NATIONAL,3,1,2,0.6666666666666666
LOEWS,SEMPRA ENERGY,3,1,2,0.6666666666666666
AMAZON,VISA,3,1,2,0.6666666666666666
FORD,USAA,3,2,1,0.6666666666666666
EXELON,NEXTERA ENERGY,3,2,1,0.6666666666666666
AECOM,FLUOR,3,1,2,0.6666666666666666
EXELON,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
GENERAL DYNAMICS,UNION PACIFIC,3,1,2,0.6666666666666666
CHARLES SCHWAB,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,CATERPILLAR,3,1,2,0.6666666666666666
FACEBOOK,VISA,3,1,2,0.6666666666666666
NEW YORK LIFE INSURANCE,USAA,3,2,1,0.6666666666666666
CHARLES SCHWAB,WELLS FARGO,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,INTEL,3,2,1,0.6666666666666666
FLUOR,GENERAL ELECTRIC,3,1,2,0.6666666666666666
CHARLES SCHWAB,USAA,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,GENERAL MOTORS,3,2,1,0.6666666666666666
CATERPILLAR,SEMPRA ENERGY,3,2,1,0.6666666666666666
ELI LILLY,MOLINA HEALTHCARE,3,2,1,0.6666666666666666
ELI LILLY,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
NEW YORK LIFE INSURANCE,STATE FARM INSURANCE,6,2,4,0.6666666666666666
AMERICAN ELECTRIC POWER,FIRSTENERGY,6,2,4,0.6666666666666666
ELI LILLY,GUARDIAN LIFE INS. CO. OF AMERICA,3,1,2,0.6666666666666666
FACEBOOK,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
AMAZON,FIFTH THIRD BANCORP,3,2,1,0.6666666666666666
AMERICAN ELECTRIC POWER,EVERSOURCE ENERGY,3,1,2,0.6666666666666666
CENTERPOINT ENERGY,DTE ENERGY,3,1,2,0.6666666666666666
FACEBOOK,TARGET,3,1,2,0.6666666666666666
ELI LILLY,THERMO FISHER SCIENTIFIC,3,1,2,0.6666666666666666
NEW YORK LIFE INSURANCE,NORTHWESTERN MUTUAL,6,2,4,0.6666666666666666
CATERPILLAR,SOUTHERN,3,2,1,0.6666666666666666
GENERAL ELECTRIC,THERMO FISHER SCIENTIFIC,3,1,2,0.6666666666666666
GENERAL ELECTRIC,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
AIG,LIBERTY MUTUAL INSURANCE GROUP,3,1,2,0.6666666666666666
AMEREN,MICROSOFT,3,1,2,0.6666666666666666
EXXONMOBIL,VISA,3,1,2,0.6666666666666666
BRISTOL-MYERS SQUIBB,GENERAL MOTORS,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,CUMMINS,3,1,2,0.6666666666666666
BRISTOL-MYERS SQUIBB,GENERAL DYNAMICS,3,1,2,0.6666666666666666
MARRIOTT INTERNATIONAL,WALT DISNEY,3,2,1,0.6666666666666666
AMAZON,CHARTER COMMUNICATIONS,3,2,1,0.6666666666666666
LOCKHEED MARTIN,MERCK,3,2,1,0.6666666666666666
NEXTERA ENERGY,PPL,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,ORACLE,3,2,1,0.6666666666666666
NEXTERA ENERGY,PG&E,3,1,2,0.6666666666666666
NEXTERA ENERGY,PEABODY ENERGY,3,2,1,0.6666666666666666
GENERAL MILLS,PEPSICO,3,1,2,0.6666666666666666
EDISON INTERNATIONAL,PPL,6,4,2,0.6666666666666666
AMERICAN ELECTRIC POWER,INTEL,3,1,2,0.6666666666666666
GENERAL MILLS,KROGER,3,2,1,0.6666666666666666
AES,AMEREN,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,ENTERGY,3,2,1,0.6666666666666666
AMAZON,DELL TECHNOLOGIES,3,1,2,0.6666666666666666
EDISON INTERNATIONAL,SOUTHERN,6,4,2,0.6666666666666666
EDISON INTERNATIONAL,UNITED AIRLINES HOLDINGS,3,2,1,0.6666666666666666
CALPINE,EXXONMOBIL,3,1,2,0.6666666666666666
FORD,IBM,3,2,1,0.6666666666666666
BANK OF AMERICA,ENTERGY,3,1,2,0.6666666666666666
BANK OF NEW YORK MELLON,FIFTH THIRD BANCORP,3,2,1,0.6666666666666666
BANK OF AMERICA,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
AMAZON,GENERAL MOTORS,3,1,2,0.6666666666666666
FACEBOOK,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,COMCAST,3,2,1,0.6666666666666666
BANK OF AMERICA,PNC FINANCIAL SERVICES,3,2,1,0.6666666666666666
AMEREN,ORACLE,3,1,2,0.6666666666666666
FACEBOOK,IHEARTMEDIA,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,CSX,3,2,1,0.6666666666666666
ENTERGY,HOME DEPOT,3,1,2,0.6666666666666666
ENTERGY,IBM,3,1,2,0.6666666666666666
GENERAL ELECTRIC,LOCKHEED MARTIN,3,1,2,0.6666666666666666
NATIONWIDE,STATE FARM INSURANCE,3,2,1,0.6666666666666666
MARATHON PETROLEUM,SEMPRA ENERGY,3,2,1,0.6666666666666666
BOSTON SCIENTIFIC,FACEBOOK,3,2,1,0.6666666666666666
CALPINE,CHEVRON,3,2,1,0.6666666666666666
GENERAL ELECTRIC,RAYTHEON,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,QUALCOMM,3,2,1,0.6666666666666666
ENTERGY,MICROSOFT,3,1,2,0.6666666666666666
AMERICAN ELECTRIC POWER,CISCO SYSTEMS,3,2,1,0.6666666666666666
AMERICAN ELECTRIC POWER,CHEVRON,3,2,1,0.6666666666666666
AIG,BANK OF AMERICA,3,1,2,0.6666666666666666
CALPINE,SEMPRA ENERGY,3,1,2,0.6666666666666666
ENTERGY,NORFOLK SOUTHERN,3,2,1,0.6666666666666666
ADVANCED MICRO DEVICES,TEXAS INSTRUMENTS,3,1,2,0.6666666666666666
EXXONMOBIL,WALT DISNEY,3,2,1,0.6666666666666666
CATERPILLAR,VERIZON,3,2,1,0.6666666666666666
CBS,PEPSICO,3,2,1,0.6666666666666666
GENERAL ELECTRIC,LOEWS,3,2,1,0.6666666666666666
AMERICAN ELECTRIC POWER,CUMMINS,3,2,1,0.6666666666666666
ENTERGY,GENERAL MOTORS,3,2,1,0.6666666666666666
METLIFE,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,MICROSOFT,3,1,2,0.6666666666666666
CENTERPOINT ENERGY,DUPONT DE NEMOURS,3,2,1,0.6666666666666666
AMEREN,NEXTERA ENERGY,3,1,2,0.6666666666666666
BRISTOL-MYERS SQUIBB,HUMANA,6,4,2,0.6666666666666666
EMERSON ELECTRIC,LINCOLN NATIONAL,3,2,1,0.6666666666666666
AMAZON,HEWLETT PACKARD ENTERPRISE,3,1,2,0.6666666666666666
EMERSON ELECTRIC,MICROSOFT,3,1,2,0.6666666666666666
AIG,GUARDIAN LIFE INS. CO. OF AMERICA,3,1,2,0.6666666666666666
BANK OF AMERICA,GUARDIAN LIFE INS. CO. OF AMERICA,3,1,2,0.6666666666666666
BOSTON SCIENTIFIC,ELI LILLY,3,2,1,0.6666666666666666
AMERICAN ELECTRIC POWER,DOMINION ENERGY,3,1,2,0.6666666666666666
AMAZON,HOME DEPOT,3,1,2,0.6666666666666666
ADVANCED MICRO DEVICES,PPL,3,1,2,0.6666666666666666
ENTERGY,EXELON,6,2,4,0.6666666666666666
FACEBOOK,JPMORGAN CHASE & CO.,3,1,2,0.6666666666666666
GENERAL ELECTRIC,NORTHROP GRUMMAN,3,2,1,0.6666666666666666
BANK OF AMERICA,HARTFORD FINANCIAL SERVICES,3,1,2,0.6666666666666666
ENTERGY,FLUOR,3,2,1,0.6666666666666666
AMAZON,HP,3,2,1,0.6666666666666666
ENTERGY,GENERAL DYNAMICS,3,1,2,0.6666666666666666
DUKE ENERGY,VERIZON,3,1,2,0.6666666666666666
NATIONWIDE,TRAVELERS,3,2,1,0.6666666666666666
AMERICAN EXPRESS,PRUDENTIAL FINANCIAL,3,2,1,0.6666666666666666
HUMANA,MUTUAL OF OMAHA INSURANCE,3,2,1,0.6666666666666666
CORNING,HEWLETT PACKARD ENTERPRISE,3,1,2,0.6666666666666666
BALL,FEDEX,3,2,1,0.6666666666666666
CORNING,HONEYWELL INTERNATIONAL,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,NORTHERN TRUST,3,2,1,0.6666666666666666
HUMANA,UNITED PARCEL SERVICE,3,1,2,0.6666666666666666
HUMANA,UNITED HEALTH GROUP,3,2,1,0.6666666666666666
CORNING,MICRON TECHNOLOGY,3,2,1,0.6666666666666666
APPLE,BEST BUY,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,NORTHWESTERN MUTUAL,3,1,2,0.6666666666666666
APPLE,AT&T,3,1,2,0.6666666666666666
CORNING,ORACLE,3,1,2,0.6666666666666666
BEST BUY,VERIZON,3,1,2,0.6666666666666666
3M,HOME DEPOT,3,2,1,0.6666666666666666
3M,HUMANA,3,2,1,0.6666666666666666
CONSOLIDATED EDISON,METLIFE,3,1,2,0.6666666666666666
CORNING,RAYTHEON,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,PRUDENTIAL FINANCIAL,3,1,2,0.6666666666666666
3M,IBM,3,1,2,0.6666666666666666
SEMPRA ENERGY,SOUTHERN,3,2,1,0.6666666666666666
CORNING,THERMO FISHER SCIENTIFIC,3,1,2,0.6666666666666666
CORNING,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
CISCO SYSTEMS,VERIZON,3,1,2,0.6666666666666666
3M,INTEL,3,2,1,0.6666666666666666
BLACKSTONE GROUP,ELI LILLY,3,1,2,0.6666666666666666
CSX,EDISON INTERNATIONAL,3,1,2,0.6666666666666666
CSX,ENTERGY,3,1,2,0.6666666666666666
CSX,FEDEX,3,2,1,0.6666666666666666
CSX,FIRSTENERGY,3,1,2,0.6666666666666666
SOUTHERN,USAA,3,1,2,0.6666666666666666
APPLE,CISCO SYSTEMS,3,2,1,0.6666666666666666
BEST BUY,WELLS FARGO,3,1,2,0.6666666666666666
JETBLUE AIRWAYS,UNITED AIRLINES HOLDINGS,3,1,2,0.6666666666666666
INTUIT,QUALCOMM,3,1,2,0.6666666666666666
IBM,MASSACHUSETTS MUTUAL LIFE INSURANCE,3,2,1,0.6666666666666666
ALLSTATE,FACEBOOK,3,2,1,0.6666666666666666
CAPITAL ONE FINANCIAL,MASTERCARD,3,1,2,0.6666666666666666
APPLE,IBM,3,2,1,0.6666666666666666
BALL,ELI LILLY,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,QUALCOMM,3,1,2,0.6666666666666666
ALLSTATE,ENTERGY,3,2,1,0.6666666666666666
IBM,JPMORGAN CHASE & CO.,3,2,1,0.6666666666666666
APPLE,HEWLETT PACKARD ENTERPRISE,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,CVS HEALTH,3,2,1,0.6666666666666666
SOUTHERN,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,USAA,3,1,2,0.6666666666666666
APPLE,FACEBOOK,3,2,1,0.6666666666666666
CONSOLIDATED EDISON,VISA,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,WELLS FARGO,3,1,2,0.6666666666666666
CITIGROUP,ENTERGY,3,1,2,0.6666666666666666
CONSOLIDATED EDISON,WINDSTREAM HOLDINGS,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
CITIGROUP,EBAY,3,1,2,0.6666666666666666
CORNING,DEERE,3,2,1,0.6666666666666666
CITIGROUP,DUKE ENERGY,3,1,2,0.6666666666666666
3M,FLUOR,3,1,2,0.6666666666666666
SOUTHERN,WELLS FARGO,3,2,1,0.6666666666666666
BAXTER INTERNATIONAL,PFIZER,3,2,1,0.6666666666666666
JETBLUE AIRWAYS,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
CSX,GENERAL DYNAMICS,3,1,2,0.6666666666666666
CISCO SYSTEMS,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
ROCKWELL COLLINS,UNITED AIRLINES HOLDINGS,3,1,2,0.6666666666666666
HP,IBM,3,1,2,0.6666666666666666
CUMMINS,HUMANA,3,2,1,0.6666666666666666
HONEYWELL INTERNATIONAL,UNITED TECHNOLOGIES,3,1,2,0.6666666666666666
AMGEN,MICROSOFT,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,LOCKHEED MARTIN,3,1,2,0.6666666666666666
AMGEN,MERCK,6,4,2,0.6666666666666666
3M,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
HONEYWELL INTERNATIONAL,TEXTRON,3,1,2,0.6666666666666666
HONEYWELL INTERNATIONAL,TEXAS INSTRUMENTS,3,2,1,0.6666666666666666
HONEYWELL INTERNATIONAL,SOUTHWEST AIRLINES,3,1,2,0.6666666666666666
BOEING,BOSTON SCIENTIFIC,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,MICROSOFT,3,1,2,0.6666666666666666
CUMMINS,MICRON TECHNOLOGY,3,2,1,0.6666666666666666
JPMORGAN CHASE & CO.,MUTUAL OF OMAHA INSURANCE,3,2,1,0.6666666666666666
BOEING,CATERPILLAR,3,2,1,0.6666666666666666
CUMMINS,PG&E,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,NEW YORK LIFE INSURANCE,3,1,2,0.6666666666666666
3M,OWENS & MINOR,3,1,2,0.6666666666666666
CISCO SYSTEMS,MUTUAL OF OMAHA INSURANCE,3,1,2,0.6666666666666666
CUMMINS,SEMPRA ENERGY,3,1,2,0.6666666666666666
QUALCOMM,SOUTHERN,3,2,1,0.6666666666666666
LEIDOS HOLDINGS,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
QUALCOMM,SEMPRA ENERGY,3,1,2,0.6666666666666666
AMGEN,HCA HEALTHCARE,3,1,2,0.6666666666666666
JPMORGAN CHASE & CO.,NEXTERA ENERGY,3,2,1,0.6666666666666666
AMGEN,GENERAL MOTORS,3,1,2,0.6666666666666666
CUMMINS,UNITED TECHNOLOGIES,3,2,1,0.6666666666666666
HONEYWELL INTERNATIONAL,PG&E,3,2,1,0.6666666666666666
CUMMINS,HOME DEPOT,3,1,2,0.6666666666666666
ALLSTATE,CITIGROUP,3,2,1,0.6666666666666666
ANADARKO PETROLEUM,EXXONMOBIL,3,1,2,0.6666666666666666
HP,MICRON TECHNOLOGY,3,2,1,0.6666666666666666
CSX,IBM,3,1,2,0.6666666666666666
CAPITAL ONE FINANCIAL,ROCKWELL COLLINS,3,1,2,0.6666666666666666
BAXTER INTERNATIONAL,MICROSOFT,3,1,2,0.6666666666666666
CISCO SYSTEMS,STATE FARM INSURANCE,3,1,2,0.6666666666666666
