company_clean,subsidiary_name,company_clean_client
IQVIA,"IQVIA Medical Development (Dalian) Co., Ltd.",
IQVIA,"IQVIA (Thailand) Co., Ltd.",
IQVIA,IQVIA Adriatic d.o.o. za Konzalting,
IQVIA,IQVIA Afrique de l’Ouest Francophone,
IQVIA,IQVIA AG,
IQVIA,IQVIA Analytics Services Private Limited,
IQVIA,IQVIA Asia Pacific Commercial Holdings LLC,
IQVIA,IQVIA Beteiligungsgesellschaft mbH,
IQVIA,"IQVIA BioSciences Holdings, LLC",
IQVIA,IQVIA Biotech LLC,
IQVIA,IQVIA Biotech Ltd.,
IQVIA,IQVIA Cancer Research,
IQVIA,IQVIA Chinametrik LLC,
IQVIA,IQVIA Clinical AB,
IQVIA,IQVIA Commercial Deutschland Gmbh,
IQVIA,IQVIA Commercial Finance Inc.,
IQVIA,IQVIA Commercial GmbH & Co. OHG,
IQVIA,IQVIA Commercial I LLC,
IQVIA,IQVIA Commercial Rus LLC,
IQVIA,IQVIA Commercial Trading LLC,
IQVIA,IQVIA Consulting and Information Services India Private Limited,
IQVIA,IQVIA CSMS GmbH,
IQVIA,IQVIA CSMS US Inc.,
IQVIA,IQVIA Digital Inc.,
IQVIA,IQVIA Finance Ltd.,
IQVIA,IQVIA Finland Oy,
IQVIA,IQVIA FZ-LLC,
IQVIA,IQVIA Government Solutions Inc.,
IQVIA,IQVIA Health Transformation Private Limited,
IQVIA,IQVIA Healthcare - Sole Proprietorship L.L.C.,
IQVIA,IQVIA Healthcare Consulting LLC,
IQVIA,IQVIA Healthcare for Health Consulting LLC,
IQVIA,IQVIA Hellas Technology Solutions Single Member S.A.,
IQVIA,IQVIA Holdings (UK) Ltd.,
IQVIA,IQVIA Holdings Asia Pte. Ltd.,
IQVIA,IQVIA Holdings France SAS,
IQVIA,IQVIA Holdings Inc.,
IQVIA,IQVIA IES Brasil Ltda.,
IQVIA,IQVIA IES Denmark ApS,
IQVIA,IQVIA IES Europe Limited,
IQVIA,IQVIA IES European Holdings,
IQVIA,IQVIA IES Overseas Holdings Limited,
IQVIA,IQVIA IES Puerto Rico Inc.,
IQVIA,IQVIA IES South Africa (Pty) Limited,
IQVIA,IQVIA IES UK Limited,
IQVIA,IQVIA Inc.,
IQVIA,IQVIA Information Medical Statistics (Israel) Ltd.,
IQVIA,IQVIA Information Solutions GmbH,
IQVIA,"IQVIA Information, S.A.",
IQVIA,IQVIA Integrated Services NL,
IQVIA,IQVIA Investment Holdings Limited,
IQVIA,IQVIA Korea Co. Ltd.,
IQVIA,IQVIA Laboratories (Beijing) Co. Ltd.,
IQVIA,IQVIA Laboratories Asia Pte. Ltd.,
IQVIA,IQVIA Laboratories Canada Inc.,
IQVIA,IQVIA Laboratories Holdings LLC,
IQVIA,IQVIA Laboratories Japan K.K.,
IQVIA,IQVIA Laboratories LLC,
IQVIA,IQVIA Laboratories Ltd,
IQVIA,IQVIA Lebanon S.a.r.l.,
IQVIA,"IQVIA Life Sciences Solutions (Shanghai) Co., Ltd",
IQVIA,IQVIA Ltd.,
IQVIA,IQVIA Maroc S.à r.l.,
IQVIA,"IQVIA Medical Development (Hefei) Co., Ltd.",
IQVIA,IQVIA MedTech Inc.,
IQVIA,IQVIA MedTech NV,
IQVIA,IQVIA Operations France SAS,
IQVIA,IQVIA Pharma Inc.,
IQVIA,IQVIA Pharma Services Corp.,
IQVIA,IQVIA Pharmaceutical Marketing Services Ltd.,
IQVIA,IQVIA Phase One Services LLC,
IQVIA,IQVIA Quality Metric Inc.,
IQVIA,IQVIA RDS (India) Private Ltd.,
IQVIA,"IQVIA RDS (Shanghai) Co., Ltd.",
IQVIA,IQVIA RDS and Integrated Services Belgium NV,
IQVIA,IQVIA RDS Argentina S.R.L.,
IQVIA,IQVIA RDS Asia Inc.,
IQVIA,IQVIA RDS Austria GmbH,
IQVIA,IQVIA RDS Brasil Ltda.,
IQVIA,IQVIA RDS Bulgaria EOOD,
IQVIA,IQVIA RDS Canada ULC,
IQVIA,IQVIA RDS Canada West ULC,
IQVIA,IQVIA RDS Chile,
IQVIA,IQVIA RDS Clindata (Pty.) Ltd.,
IQVIA,IQVIA RDS Clindepharm (Pty.) Ltd.,
IQVIA,IQVIA RDS Colombia S.A.S.,
IQVIA,IQVIA RDS Costa Rica S.A.,
IQVIA,IQVIA RDS Czech Republic s.r.o.,
IQVIA,IQVIA RDS d.o.o. Beograd,
IQVIA,IQVIA RDS Denmark A/S,
IQVIA,IQVIA RDS East Africa Limited,
IQVIA,IQVIA RDS East Asia Pte. Ltd.,
IQVIA,IQVIA RDS Eastern Holdings GmbH,
IQVIA,IQVIA RDS Egypt LLC,
IQVIA,IQVIA RDS Estonia OU,
IQVIA,IQVIA RDS Finland Oy,
IQVIA,IQVIA RDS France SAS,
IQVIA,IQVIA RDS Funding LLC,
IQVIA,IQVIA RDS GesmbH,
IQVIA,IQVIA RDS GmbH,
IQVIA,"IQVIA RDS Guatemala, S.A.",
IQVIA,IQVIA RDS Hellas Single Member S.A.,
IQVIA,IQVIA RDS Holdings,
IQVIA,IQVIA RDS Hong Kong Limited,
IQVIA,IQVIA RDS Hungary Pharmaceutical Development and Consulting Limited Liability Company,
IQVIA,IQVIA RDS Inc.,
IQVIA,IQVIA RDS Ireland Ltd.,
IQVIA,IQVIA RDS Israel Ltd.,
IQVIA,IQVIA RDS Italy SRL,
IQVIA,IQVIA RDS Latin America LLC,
IQVIA,IQVIA RDS Latvia SIA,
IQVIA,IQVIA RDS Malaysia Sdn. Bhd.,
IQVIA,IQVIA RDS Netherlands B.V.,
IQVIA,IQVIA RDS Nigeria Limited,
IQVIA,IQVIA RDS Norway,
IQVIA,IQVIA RDS Panama Inc.,
IQVIA,IQVIA RDS Peru S.r.l.,
IQVIA,IQVIA RDS Philippines Inc.,
IQVIA,IQVIA RDS Poland Sp. Zoo,
IQVIA,IQVIA RDS Pty. Limited,
IQVIA,IQVIA RDS Pty. Ltd.,
IQVIA,"IQVIA RDS Slovakia, s.r.o.",
IQVIA,IQVIA RDS Software Services LLC,
IQVIA,IQVIA RDS South Africa (Pty.) Ltd.,
IQVIA,IQVIA RDS Spain S.L.,
IQVIA,IQVIA RDS Taiwan Ltd.,
IQVIA,IQVIA RDS UAB,
IQVIA,IQVIA RDS UK Holdings Ltd.,
IQVIA,IQVIA RDS Ukraine,
IQVIA,IQVIA RDS Vietnam LLC,
IQVIA,IQVIA Regional Headquarter,
IQVIA,IQVIA Research and Development Solutions Saudi Arabia Limited,
IQVIA,IQVIA Romania S.R.L.,
IQVIA,IQVIA Services Japan LLC/IQVIA Services Japan G.K.,
IQVIA,IQVIA Site Solutions Japan GK,
IQVIA,IQVIA Soluções de Tecnologia do Brasil Ltda,
IQVIA,IQVIA Solutions (NZ) Limited,
IQVIA,IQVIA Solutions (Pty.) Ltd.,
IQVIA,IQVIA Solutions a.s.,
IQVIA,IQVIA Solutions Argentina S.A.,
IQVIA,IQVIA Solutions Asia Pte. Ltd,
IQVIA,IQVIA Solutions Australia Holdings Pty. Ltd.,
IQVIA,IQVIA Solutions Australia Pty. Ltd.,
IQVIA,IQVIA Solutions B.V.,
IQVIA,IQVIA Solutions Bangladesh Limited,
IQVIA,IQVIA Solutions Belgium BV,
IQVIA,IQVIA Solutions Bolivia S.R.L.,
IQVIA,IQVIA Solutions Bulgaria Eood,
IQVIA,IQVIA Solutions Canada Inc.,
IQVIA,IQVIA Solutions Colombia S.A.,
IQVIA,IQVIA Solutions Consulting Myanmar Company Limited,
IQVIA,IQVIA Solutions del Peru S.A.,
IQVIA,IQVIA Solutions Denmark AS,
IQVIA,IQVIA Solutions do Brasil Ltda.,
IQVIA,IQVIA Solutions Egypt Ltd.,
IQVIA,"IQVIA Solutions Enterprise Management Consulting (Hainan) Co., Ltd.",
IQVIA,"IQVIA Solutions Enterprise Management Consulting (Shanghai) Co., Ltd.",
IQVIA,IQVIA Solutions Finance B.V.,
IQVIA,IQVIA Solutions Finance UK I Ltd.,
IQVIA,IQVIA Solutions Finance UK II Ltd.,
IQVIA,IQVIA Solutions Finance UK III Ltd.,
IQVIA,IQVIA Solutions Finance UK V Ltd.,
IQVIA,IQVIA Solutions Global Holdings UK Ltd.,
IQVIA,IQVIA Solutions Hong Kong Limited,
IQVIA,IQVIA Solutions HQ Ltd.,
IQVIA,IQVIA Solutions Ireland Limited,
IQVIA,IQVIA Solutions Italy S.r.l.,
IQVIA,IQVIA Solutions Japan LLC/IQVIA Solutions Japan G.K.,
IQVIA,IQVIA Solutions Kazakhstan LLC,
IQVIA,IQVIA Solutions Korea Ltd.,
IQVIA,IQVIA Solutions Kuwait for Technical Consultations,
IQVIA,IQVIA Solutions Lanka (Private) Limited,
IQVIA,IQVIA Solutions LLC,
IQVIA,IQVIA Solutions Luxembourg S.à r.l.,
IQVIA,IQVIA Solutions Malaysia Sdn. Bhd.,
IQVIA,IQVIA Solutions Norway AS,
IQVIA,IQVIA Solutions Operations Center Philippines Inc.,
IQVIA,IQVIA Solutions Pakistan (Private) Limited,
IQVIA,IQVIA Solutions Philippines Inc.,
IQVIA,IQVIA Solutions Poland Sp. z o.o,
IQVIA,"IQVIA Solutions Portugal, Unipessoal Lda",
IQVIA,IQVIA Solutions Puerto Rico Inc.,
IQVIA,IQVIA Solutions Regional Pte. Ltd.,
IQVIA,"IQVIA Solutions Republica Dominicana, S.R.L.",
IQVIA,IQVIA Solutions s.r.o.,
IQVIA,IQVIA Solutions Saudi Arabia Limited,
IQVIA,IQVIA Solutions Services Ltd.,
IQVIA,IQVIA Solutions Taiwan Ltd.,
IQVIA,IQVIA Solutions Tunisia S.à r.l.,
IQVIA,IQVIA Solutions UK Investments Ltd.,
IQVIA,IQVIA Solutions UK Limited,
IQVIA,IQVIA Sweden AB,
IQVIA,IQVIA Technology Services Ltd.,
IQVIA,IQVIA Technology Solutions Colombia Ltda.,
IQVIA,IQVIA Technology Solutions Egypt LLC,
IQVIA,IQVIA Technology Solutions Romania Srl,
IQVIA,IQVIA Technology Solutions s.r.o.,
IQVIA,IQVIA Technology Solutions Ukraine LLC,
IQVIA,IQVIA Technology Tunisia S.à r.l.,
IQVIA,IQVIA Tibbi Istatistik Ticaret ve Musavirlik Ltd. Sirketi,
IQVIA,IQVIA Trading Management Inc.,
IQVIA,IQVIA West Africa,
IQVIA,IQVIA World Publications Ltd.,
IQVIA,IQVIA Zagreb d.o.o.,
IQVIA,IVM Plus GmbH,
IQVIA,Kun Tai Medical Development Hong Kong Limited,
IQVIA,Kun Tuo Medical Research & Development (Beijing) Co. Ltd.,
IQVIA,Laboratorio Commuq Pharma SLU,
IQVIA,LH Perspectives Limited,
IQVIA,Linguamatics Limited,
IQVIA,Linguamatics Solutions Limited,
IQVIA,"LINICA, Inc.",
IQVIA,M&H Informatics (BD) Ltd.,
IQVIA,MCRA (U.K.) Ltd.,
IQVIA,MCRA Germany GmbH,
IQVIA,MCRA Switzerland GmbH,
IQVIA,"MCRA, LLC",
IQVIA,"MedForce Medical Education, LLC",
IQVIA,Medicines Evaluation Unit Limited,
IQVIA,Medpages International Proprietary Limited,
IQVIA,"Med-Vantage, Inc.",
IQVIA,"Mercados Y Analisis, S.A.",
IQVIA,Mercurial Insights Holding Pty. Ltd.,
IQVIA,Mercurial Insights Pty. Ltd.,
IQVIA,Meridian Research Vietnam Ltd.,
IQVIA,"Metrika Business Intelligence Consulting, Inc.",
IQVIA,"Mighty myT, Inc",
IQVIA,"MZI Healthcare, LLC",
IQVIA,"New Experimental Therapeutics Of San Antonio, LLC",
IQVIA,Nexelis Europe,
IQVIA,Nexelis Group LLC,
IQVIA,Nexelis Marburg GmbH,
IQVIA,NEXT BRASIL LTDA.,
IQVIA,"Next Texas, LLC",
IQVIA,"NEXT Virginia, LLC",
IQVIA,Novasyte Services Corp.,
IQVIA,"Novasyte, LLC",
IQVIA,Novex Pharma Laboratorio S.L.,
IQVIA,Nuevo Health Pty Limited,
IQVIA,Omni Care Consult,
IQVIA,Open Applications Consulting Limited,
IQVIA,Operaciones Centralizadas Latinoamericana Limitada,
IQVIA,Optimum Contact Limited,
IQVIA,"Orange Health Solutions, Inc.",
IQVIA,"Outcome Sciences, LLC",
IQVIA,Penderwood Limited,
IQVIA,Pharma Deals Limited,
IQVIA,Pharma Strategy Group Limited,
IQVIA,"Pharmaforce, S.A. de C.V.",
IQVIA,PharmaReview Limited,
IQVIA,Pharmaspectra Group Ltd.,
IQVIA,Pharmaspectra Informatics Private Limited,
IQVIA,"Phoenix Group Holdings, LLC",
IQVIA,PJ Monoceros-O K.K.,
IQVIA,PJ Monoceros-OO K.K.,
IQVIA,"Polaris Management Partners, LLC",
IQVIA,Polaris Solutions Ltd.,
IQVIA,"Polaris Solutions, LLC",
IQVIA,PR Editions S.A.S.,
IQVIA,Prioritis Limited,
IQVIA,Privacy Analytics Inc.,
IQVIA,"Prometheus Research, LLC",
IQVIA,PT IQVIA RDS Indonesia,
IQVIA,PT IQVIA Solutions Indonesia,
IQVIA,Purple Moon Agency LLC,
IQVIA,Q Squared Solutions (Pty) Ltd,
IQVIA,Q Squared Solutions (Quest) LLC,
IQVIA,Q Squared Solutions B.V.,
IQVIA,Q Squared Solutions BioSciences LLC,
IQVIA,Q Squared Solutions China (Quest) Limited,
IQVIA,Q Squared Solutions China Limited,
IQVIA,Q Squared Solutions Expression Analysis LLC,
IQVIA,Q Squared Solutions Group Inc.,
IQVIA,Q Squared Solutions Holdings B.V.,
IQVIA,Q Squared Solutions Holdings Limited,
IQVIA,Q Squared Solutions Holdings LLC,
IQVIA,Q Squared Solutions S.A.,
IQVIA,"QCare Site Services, Inc.",
IQVIA,Q-Consult Zorg Groep B.V.,
IQVIA,QH Research Limited,
IQVIA,Q-Talent B.V.,
IQVIA,Quality Health Limited,
IQVIA,Quintiles Benin S.A.R.L.U.,
IQVIA,Quintiles Commercial Laboratorio S.L.U.,
IQVIA,Quintiles Finance Uruguay S.r.L.,
IQVIA,Quintiles Mauritius Holdings,
IQVIA,"Quintiles Medical Development (Shanghai) Co., Ltd.",
IQVIA,"Quintiles Mexico, S. de R.L. de C.V.",
IQVIA,Quintiles West Africa Limited,
IQVIA,RCA Factory SAS,
IQVIA,RedPharma SA,
IQVIA,REPSCO Promotion SAS,
IQVIA,REPSCO RECRUTEMENT FORMATION SAS,
IQVIA,Rules-Based Medicine Inc.,
IQVIA,RxJet Transportation Services Corp.,
IQVIA,Sales & Marketing Outsource Solutions Ltd,
IQVIA,Salesway SAS,
IQVIA,"Shanghai Illuminera Digital Technology Co., Ltd.",
IQVIA,"Simpson Healthcare Executives, LLC",
IQVIA,Source Informatics Limited,
IQVIA,StatFin Estonia OÜ,
IQVIA,STI Technologies Limited,
IQVIA,"Summit Global Health, LLC",
IQVIA,Throtle Holdings Inc.,
IQVIA,UAB IQVIA Commercial,
IQVIA,Value Outcomes s.r.o.,
IQVIA,Valuecentric Privacy Solutions LLC,
IQVIA,Vivacity Health Pty. Ltd.,
IQVIA,Vorpal Technologies KK,
IQVIA,WHIZDOTAI INDIA PRIVATE LIMITED,
LEIDOS,Name,
LEIDOS,"Leidos, Inc.",
LEIDOS,"Leidos Biomedical Research, Inc.",
LEIDOS,"Leidos Consulting Engineers, Inc.",
LEIDOS,"Leidos Engineering, LLC",
LEIDOS,Leidos Global Technology Corporation,
LEIDOS,"Leidos Services, Inc.",
LEIDOS,"Leidos Intermediate Holdings, Inc.",
LEIDOS,"Leidos Government Services, Inc.",
LEIDOS,"Leidos Integrated Technology, LLC",
LEIDOS,"Hanford Mission Integration Solutions, LLC",
LEIDOS,"QTC Holdings, Inc.",
LEIDOS,"QTC Management, Inc.",
LEIDOS,"QTC Medical Services, Inc.",
LEIDOS,"Leidos Digital Solutions, Inc.",
LEIDOS,Leidos New Zealand Limited,
LEIDOS,"Dynetics, Inc.",
LEIDOS,"Dynetics Technical Solutions, Inc.",
LEIDOS,"SPIRE Manufacturing Solutions, LLC",
LEIDOS,"Leidos Security Detection & Automation, Inc.",
LEIDOS,"1901 Group, LLC",
LEIDOS,"Gibbs & Cox, Inc.",
LEIDOS,"Savanna Industries, Inc.",
LEIDOS,Kudu Dynamics LLC,
REPUBLIC SERVICES,Subsidiaries and Affiliates,
REPUBLIC SERVICES,11456091 Canada Inc.,
REPUBLIC SERVICES,"12963 Main Solar 1, LLC",
REPUBLIC SERVICES,"130 Environmental Park, LLC",
REPUBLIC SERVICES,15974356 Canada Inc.,
REPUBLIC SERVICES,16037721 Canada Inc.,
REPUBLIC SERVICES,"241 Knapp Road Solar, LLC",
REPUBLIC SERVICES,"241 Knapp Solar 2, LLC",
REPUBLIC SERVICES,"25 Ashdown Road Solar, LLC",
REPUBLIC SERVICES,3G&L,
REPUBLIC SERVICES,"623 Landfill, Inc.",
REPUBLIC SERVICES,"8 M Properties, LLC",
REPUBLIC SERVICES,8439117 Canada Inc.,
REPUBLIC SERVICES,A D A J Corporation,
REPUBLIC SERVICES,"A-Best Disposal, Inc.",
REPUBLIC SERVICES,"Abilene Landfill TX, LP",
REPUBLIC SERVICES,"Ace Disposal Services, Inc.",
REPUBLIC SERVICES,"ACT Property Acquisition Partners III, LLC",
REPUBLIC SERVICES,"ACT Property Acquisition Partners IV, LLC",
REPUBLIC SERVICES,"ACT Property Acquisition Partners V, LLC",
REPUBLIC SERVICES,"ACT Property Acquisition Partners VI, LLC",
REPUBLIC SERVICES,"ACT Property Acquisition Partners, LLC",
REPUBLIC SERVICES,"Action Disposal, Inc.",
REPUBLIC SERVICES,ACV Enviro 1045 RE LLC,
REPUBLIC SERVICES,ACV Enviro CC Holding Corporation,
REPUBLIC SERVICES,ACV Enviro Corporation,
REPUBLIC SERVICES,ACV Enviro Holding Corporation,
REPUBLIC SERVICES,ACV Enviro MA RE LLC,
REPUBLIC SERVICES,ACV Enviro MD RE LLC,
REPUBLIC SERVICES,ACV Enviro MI Corporation,
REPUBLIC SERVICES,"ACV Environmental Services, Inc.",
REPUBLIC SERVICES,"Adrian Landfill, Inc.",
REPUBLIC SERVICES,"ADS of Illinois, Inc.",
REPUBLIC SERVICES,"ADS, Inc.",
REPUBLIC SERVICES,Advanced Chemical Transport LLC,
REPUBLIC SERVICES,Advanced Chemical Treatment LLC,
REPUBLIC SERVICES,"AES Accabonac Solar, LLC",
REPUBLIC SERVICES,"AES Belleville Solar, LLC",
REPUBLIC SERVICES,"AES Broadalbin Solar, LLC",
REPUBLIC SERVICES,"AES CE RS XVI, LLC",
REPUBLIC SERVICES,"AES CE RS XXII, LLC",
REPUBLIC SERVICES,"AES CE RS XXIII, LLC",
REPUBLIC SERVICES,"AES DE RS I, LLC",
REPUBLIC SERVICES,"AES DE RS II, LLC",
REPUBLIC SERVICES,"AES DE RS III, LLC",
REPUBLIC SERVICES,"AES DE RS IV, LLC",
REPUBLIC SERVICES,"AES DE RS IX, LLC",
REPUBLIC SERVICES,"AES DE RS V, LLC",
REPUBLIC SERVICES,"AES DE RS VI, LLC",
REPUBLIC SERVICES,"AES DE RS VII, LLC",
REPUBLIC SERVICES,"AES DE RS VIII, LLC",
REPUBLIC SERVICES,"AES DE RS X, LLC",
REPUBLIC SERVICES,"AES DE RS XI, LLC",
REPUBLIC SERVICES,"AES DE RS XII, LLC",
REPUBLIC SERVICES,"AES DE RS XIV, LLC",
REPUBLIC SERVICES,"AES DE RS XV, LLC",
REPUBLIC SERVICES,"AES ES Westwing, LLC",
REPUBLIC SERVICES,"AES Gabreski Solar, LLC",
REPUBLIC SERVICES,"AES Greece Solar, LLC",
REPUBLIC SERVICES,"AES Holland Solar, LLC",
REPUBLIC SERVICES,"AES Johnsville Solar, LLC",
REPUBLIC SERVICES,"AES Kekaha Solar, LLC",
REPUBLIC SERVICES,"AES Kuihelani Solar, LLC",
REPUBLIC SERVICES,"AES Lawa'i Solar, LLC",
REPUBLIC SERVICES,"AES Monroe Solar A, LLC",
REPUBLIC SERVICES,"AES Monroe Solar B, LLC",
REPUBLIC SERVICES,"AES Monroe Solar C, LLC",
REPUBLIC SERVICES,"AES Monroe Solar D, LLC",
REPUBLIC SERVICES,"AES Monroe Solar E, LLC",
REPUBLIC SERVICES,"AES Orphan Farm Solar, LLC",
REPUBLIC SERVICES,"AES RH RS XIX, LLC",
REPUBLIC SERVICES,"AES RH RS XVII, LLC",
REPUBLIC SERVICES,"AES RH RS XVIII, LLC",
REPUBLIC SERVICES,"AES RH RS XXI, LLC",
REPUBLIC SERVICES,"AES Rochester Solar, LLC",
REPUBLIC SERVICES,"AES Tonawanda Solar, LLC",
REPUBLIC SERVICES,"AES Waikoloa Solar, LLC",
REPUBLIC SERVICES,"AES Wawarsing Solar, LLC",
REPUBLIC SERVICES,"AES West Oahu Solar, LLC",
REPUBLIC SERVICES,"Agricultural Acquisitions, LLC",
REPUBLIC SERVICES,"Agri-Tech, Inc. of Oregon",
REPUBLIC SERVICES,"Agromin OC, LLC",
REPUBLIC SERVICES,"Alabama Recycling Services, Inc.",
REPUBLIC SERVICES,"Albany-Lebanon Sanitation, Inc.",
REPUBLIC SERVICES,"Allied Gas Recovery Systems, L.L.C.",
REPUBLIC SERVICES,"Allied Green Power, LLC",
REPUBLIC SERVICES,"Allied Nova Scotia, Inc.",
REPUBLIC SERVICES,"Allied Remediation Services, Inc.",
REPUBLIC SERVICES,"Allied Research Affiliates, LLC",
REPUBLIC SERVICES,"Allied Services, LLC",
REPUBLIC SERVICES,"Allied Waste Environmental Management Group, LLC",
REPUBLIC SERVICES,Allied Waste Holdings (Canada) Ltd.,
REPUBLIC SERVICES,"Allied Waste Industries (Arizona), Inc.",
REPUBLIC SERVICES,"Allied Waste Industries of Illinois, Inc.",
REPUBLIC SERVICES,"Allied Waste Industries of Tennessee, Inc.",
REPUBLIC SERVICES,"Allied Waste Industries, LLC",
REPUBLIC SERVICES,"Allied Waste Landfill Holdings, Inc.",
REPUBLIC SERVICES,"Allied Waste Niagara Falls Landfill, LLC",
REPUBLIC SERVICES,"Allied Waste North America, LLC",
REPUBLIC SERVICES,"Allied Waste of California, Inc.",
REPUBLIC SERVICES,"Allied Waste Recycling Services of New Hampshire, LLC",
REPUBLIC SERVICES,"Allied Waste Rural Sanitation, Inc.",
REPUBLIC SERVICES,"Allied Waste Services of Colorado, Inc.",
REPUBLIC SERVICES,"Allied Waste Services of Fort Worth, LLC",
REPUBLIC SERVICES,"Allied Waste Services of Massachusetts, LLC",
REPUBLIC SERVICES,"Allied Waste Services of North America, LLC",
REPUBLIC SERVICES,"Allied Waste Services of Page, Inc.",
REPUBLIC SERVICES,"Allied Waste Services of Stillwater, Inc.",
REPUBLIC SERVICES,"Allied Waste Sycamore Landfill, LLC",
REPUBLIC SERVICES,"Allied Waste Systems Holdings, Inc.",
REPUBLIC SERVICES,"Allied Waste Systems of Arizona, LLC",
REPUBLIC SERVICES,"Allied Waste Systems of Colorado, LLC",
REPUBLIC SERVICES,"Allied Waste Systems of Michigan, LLC",
REPUBLIC SERVICES,"Allied Waste Systems of Montana, LLC",
REPUBLIC SERVICES,"Allied Waste Systems of Pennsylvania, LLC",
REPUBLIC SERVICES,"Allied Waste Systems, Inc.",
REPUBLIC SERVICES,"Allied Waste Transfer Services of Arizona, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of California, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of Florida, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of New York, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of North Carolina, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of Oregon, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of Rhode Island, LLC",
REPUBLIC SERVICES,"Allied Waste Transfer Services of Utah, Inc.",
REPUBLIC SERVICES,"Allied Waste Transportation, Inc.",
REPUBLIC SERVICES,"Allis Medina Solar, LLC",
REPUBLIC SERVICES,"Alpine Disposal, Inc.",
REPUBLIC SERVICES,Amaterasu LLC,
REPUBLIC SERVICES,Ameresco Roxana RNG LLC,
REPUBLIC SERVICES,"American Disposal Services of Illinois, Inc.",
REPUBLIC SERVICES,"American Disposal Services of Kansas, Inc.",
REPUBLIC SERVICES,"American Disposal Services of Missouri, Inc.",
REPUBLIC SERVICES,"American Disposal Services of New Jersey, Inc.",
REPUBLIC SERVICES,"American Disposal Services of West Virginia, Inc.",
REPUBLIC SERVICES,"American Disposal Services, Inc.",
REPUBLIC SERVICES,"American Disposal Transfer Services of Illinois, Inc.",
REPUBLIC SERVICES,American Ecology Environmental Services Corporation,
REPUBLIC SERVICES,American Materials Recycling Corp.,
REPUBLIC SERVICES,"American Sanitation, Inc.",
REPUBLIC SERVICES,"American Transfer Company, Inc.",
REPUBLIC SERVICES,"Anderson Solid Waste, Inc.",
REPUBLIC SERVICES,"Anson County Landfill NC, LLC",
REPUBLIC SERVICES,Apache Junction Landfill Corporation,
REPUBLIC SERVICES,"APR Walden Solar 1, LLC",
REPUBLIC SERVICES,"Aqua Clean Environmental Company, LLC",
REPUBLIC SERVICES,"Aqua Clean Environmental of Virginia, LLC",
REPUBLIC SERVICES,Arbor Hills Holdings L.L.C.,
REPUBLIC SERVICES,Area Disposal Inc.,
REPUBLIC SERVICES,"Ariana, LLC",
REPUBLIC SERVICES,Aries Venture Investments Company,
REPUBLIC SERVICES,"Assonet Solar 1, LLC",
REPUBLIC SERVICES,"Astro Waste Services, Inc.",
REPUBLIC SERVICES,"Atlantic Waste Holding Company, Inc.",
REPUBLIC SERVICES,"Atlas Transport, Inc.",
REPUBLIC SERVICES,"Attwoods of North America, Inc.",
REPUBLIC SERVICES,"Autauga County Landfill, LLC",
REPUBLIC SERVICES,"Automated Modular Systems, Inc.",
REPUBLIC SERVICES,"Autoshred, Inc.",
REPUBLIC SERVICES,"AWIN Leasing Company, Inc.",
REPUBLIC SERVICES,"AWIN Management, Inc.",
REPUBLIC SERVICES,"Bakersfield Industrial PV 1, LLC",
REPUBLIC SERVICES,"Bakersfield PV 1, LLC",
REPUBLIC SERVICES,"Barker Brothers Waste, Incorporated",
REPUBLIC SERVICES,"Barker Brothers, Inc.",
REPUBLIC SERVICES,"Bay Collection Services, Inc.",
REPUBLIC SERVICES,"Bay Environmental Management, Inc.",
REPUBLIC SERVICES,"Bay Landfills, Inc.",
REPUBLIC SERVICES,"Bay Leasing Company, Inc.",
REPUBLIC SERVICES,"Bayside Disposal, Inc.",
REPUBLIC SERVICES,"BBCO, Inc.",
REPUBLIC SERVICES,"Bealine Service Company, Inc.",
REPUBLIC SERVICES,"Beals Medina Solar, LLC",
REPUBLIC SERVICES,"Belleville Landfill, Inc.",
REPUBLIC SERVICES,"Benfield Holdings of Mooresville, LLC",
REPUBLIC SERVICES,"Benfield Sanitation Services, Inc.",
REPUBLIC SERVICES,Benson Valley Landfill General Partnership,
REPUBLIC SERVICES,"Berkeley Sanitary Service, Inc.",
REPUBLIC SERVICES,"Berrien County Landfill, Inc.",
REPUBLIC SERVICES,"Bestway Recycling, Inc.",
REPUBLIC SERVICES,BFGSI Series 1997-A Trust,
REPUBLIC SERVICES,"BFGSI, L.L.C.",
REPUBLIC SERVICES,"BFI Atlantic, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Albany, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Delaware County, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Essex County, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Hempstead, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Niagara II, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Niagara, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of SEMASS, Inc.",
REPUBLIC SERVICES,"BFI Energy Systems of Southeastern Connecticut, Inc.",
