rbo_source,rbo_target,rbo_balanced,bill,leader,follower,q_leader,q_follower,lag_quarters,is_bill_directed,shared_lobbyist_count,shared_firm_count,shared_lobbyists,shared_firms,is_lobbyist_mediated,is_firm_mediated,is_any_mediated,net_lob_connected,net_firm_connected,net_any_connected
BIOGEN,HILTON WORLDWIDE HOLDINGS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,HUMANA,0,S.2543,HUMANA,BIOGEN,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,HUMANA,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,HUMANA,0,S.1895,BIOGEN,HUMANA,7,8,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,HUMANA,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,HUMANA,0,S.3129,BIOGEN,HUMANA,6,8,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,IBM,0,S.1895,IBM,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BIOGEN,JOHNSON & JOHNSON,0,H.R.19,JOHNSON & JOHNSON,BIOGEN,4,5,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,JOHNSON & JOHNSON,0,S.2543,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,JOHNSON & JOHNSON,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,JOHNSON & JOHNSON,0,H.R.1520,JOHNSON & JOHNSON,BIOGEN,1,7,6,True,0,0,,,False,False,False,False,False,False
BIOGEN,JOHNSON & JOHNSON,0,H.R.3,BIOGEN,JOHNSON & JOHNSON,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,LABORATORY CORP. OF AMERICA,0,S.1895,LABORATORY CORP. OF AMERICA,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BIOGEN,LEIDOS HOLDINGS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,MAGELLAN HEALTH,0,S.1895,MAGELLAN HEALTH,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BIOGEN,MAGELLAN HEALTH,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,MAGELLAN HEALTH,0,S.2543,MAGELLAN HEALTH,BIOGEN,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,MAGELLAN HEALTH,0,S.1227,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,MCKESSON,0,H.R.3,BIOGEN,MCKESSON,3,7,4,True,0,0,,,False,False,False,False,False,False
BIOGEN,MERCK,0,H.R.19,BIOGEN,MERCK,5,8,3,True,0,0,,,False,False,False,False,False,False
BIOGEN,MERCK,0,S.2543,MERCK,BIOGEN,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,MERCK,0,S.1895,MERCK,BIOGEN,5,7,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,MERCK,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,MERCK,0,H.R.4597,MERCK,BIOGEN,3,6,3,True,0,0,,,False,False,False,False,False,False
BIOGEN,MOLINA HEALTHCARE,0,S.1895,MOLINA HEALTHCARE,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BIOGEN,MOLINA HEALTHCARE,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,MUTUAL OF OMAHA INSURANCE,1,S.1895,MUTUAL OF OMAHA INSURANCE,BIOGEN,5,7,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,MUTUAL OF OMAHA INSURANCE,1,H.R.3,BIOGEN,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,MUTUAL OF OMAHA INSURANCE,1,H.R.19,MUTUAL OF OMAHA INSURANCE,BIOGEN,4,5,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,MUTUAL OF OMAHA INSURANCE,1,S.2543,BIOGEN,MUTUAL OF OMAHA INSURANCE,4,5,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,NAVISTAR INTERNATIONAL,0,S.1895,NAVISTAR INTERNATIONAL,BIOGEN,3,7,4,True,0,0,,,False,False,False,False,False,False
BIOGEN,NAVISTAR INTERNATIONAL,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,PPG INDUSTRIES,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,RAYTHEON,0,S.1895,RAYTHEON,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BIOGEN,REGENERON PHARMACEUTICALS,0,H.R.3,BIOGEN,REGENERON PHARMACEUTICALS,3,5,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,REGENERON PHARMACEUTICALS,0,S.2543,BIOGEN,REGENERON PHARMACEUTICALS,4,5,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,RITE AID,0,H.R.3,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BIOGEN,RITE AID,0,S.2543,RITE AID,BIOGEN,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,WALGREENS BOOTS ALLIANCE,0,H.R.3,BIOGEN,WALGREENS BOOTS ALLIANCE,3,4,1,True,0,0,,,False,False,False,False,False,False
BIOGEN,WALGREENS BOOTS ALLIANCE,0,S.2543,BIOGEN,WALGREENS BOOTS ALLIANCE,4,6,2,True,0,0,,,False,False,False,False,False,False
BIOGEN,WALMART,0,S.1895,WALMART,BIOGEN,2,7,5,True,0,0,,,False,False,False,False,False,False
BLACKROCK,CHARLES SCHWAB,1,H.R.4492,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,CHARLES SCHWAB,1,S.733,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,CORNING,0,H.R.3301,CORNING,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,DEAN FOODS,0,H.R.397,DEAN FOODS,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,ECOLAB,1,H.R.3301,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,FORD,0,S.972,FORD,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,FORD,0,H.R.1007,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,FORD,0,H.R.1994,FORD,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,HEWLETT PACKARD ENTERPRISE,0,H.R.3301,HEWLETT PACKARD ENTERPRISE,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,JONES FINANCIAL (EDWARD JONES),0,S.972,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,JONES FINANCIAL (EDWARD JONES),0,H.R.1007,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,JONES FINANCIAL (EDWARD JONES),0,S.1431,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,JONES FINANCIAL (EDWARD JONES),0,H.R.1994,JONES FINANCIAL (EDWARD JONES),BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,JPMORGAN CHASE & CO.,1,S.1431,BLACKROCK,JPMORGAN CHASE & CO.,2,6,4,True,0,0,,,False,False,False,False,False,False
BLACKROCK,JPMORGAN CHASE & CO.,1,S.733,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,JPMORGAN CHASE & CO.,1,H.R.1994,JPMORGAN CHASE & CO.,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,KELLOGG,0,H.R.397,KELLOGG,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,KROGER,0,H.R.3301,KROGER,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,NATIONWIDE,0,S.972,NATIONWIDE,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,NEW YORK LIFE INSURANCE,0,S.972,NEW YORK LIFE INSURANCE,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,NEW YORK LIFE INSURANCE,0,S.1431,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,NEW YORK LIFE INSURANCE,0,H.R.1994,NEW YORK LIFE INSURANCE,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,NORTHERN TRUST,0,S.1431,BLACKROCK,NORTHERN TRUST,2,8,6,True,0,0,,,False,False,False,False,False,False
BLACKROCK,NORTHERN TRUST,0,H.R.1994,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,NORTHWESTERN MUTUAL,0,S.1431,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,NORTHWESTERN MUTUAL,0,H.R.3301,NORTHWESTERN MUTUAL,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,PHILLIPS 66,1,H.R.3301,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,PRUDENTIAL FINANCIAL,0,S.972,PRUDENTIAL FINANCIAL,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,PRUDENTIAL FINANCIAL,0,H.R.1007,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,PRUDENTIAL FINANCIAL,0,H.R.1994,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,TESLA,0,H.R.3301,TESLA,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,H.R.1007,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,H.R.1994,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,S.1431,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,S.972,TIAA,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,S.1574,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,TIAA,0,H.R.4492,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,UNITED TECHNOLOGIES,0,H.R.1994,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKROCK,UNITED TECHNOLOGIES,0,H.R.3301,UNITED TECHNOLOGIES,BLACKROCK,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKROCK,USAA,0,H.R.1994,USAA,BLACKROCK,1,2,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,BOEING,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CAPITAL ONE FINANCIAL,0,H.R.266,,,6,6,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CAPITAL ONE FINANCIAL,0,H.R.6074,BLACKSTONE GROUP,CAPITAL ONE FINANCIAL,5,8,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CATERPILLAR,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,H.R.1839,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,H.R.2328,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,H.R.3630,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTENE,0,H.R.3107,CENTENE,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CENTERPOINT ENERGY,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CHEVRON,0,H.R.266,CHEVRON,BLACKSTONE GROUP,3,6,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,H.R.3502,BLACKSTONE GROUP,CIGNA,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,H.R.2328,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,H.R.3630,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,H.R.861,CIGNA,BLACKSTONE GROUP,1,3,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CIGNA,1,H.R.5800,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CONOCOPHILLIPS,1,H.R.3630,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CONOCOPHILLIPS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CSX,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CVS HEALTH,0,S.1531,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CVS HEALTH,0,H.R.3107,CVS HEALTH,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CVS HEALTH,0,H.R.3630,CVS HEALTH,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,CVS HEALTH,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,DELL TECHNOLOGIES,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,ELI LILLY,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,GENERAL DYNAMICS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,GILEAD SCIENCES,0,S.1895,BLACKSTONE GROUP,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,GILEAD SCIENCES,0,H.R.6074,BLACKSTONE GROUP,GILEAD SCIENCES,5,7,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,H.R.3502,BLACKSTONE GROUP,HCA HEALTHCARE,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,S.1266,HCA HEALTHCARE,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,S.1531,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,H.R.3630,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,H.R.5826,BLACKSTONE GROUP,HCA HEALTHCARE,5,8,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HCA HEALTHCARE,1,H.R.861,HCA HEALTHCARE,BLACKSTONE GROUP,1,3,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HILTON WORLDWIDE HOLDINGS,1,H.R.266,,,6,6,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HILTON WORLDWIDE HOLDINGS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HUMANA,1,S.1895,BLACKSTONE GROUP,HUMANA,2,8,6,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HUMANA,1,H.R.3630,HUMANA,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HUMANA,1,H.R.266,,,6,6,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,HUMANA,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,IBM,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,JOHNSON & JOHNSON,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,H.R.3502,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,H.R.266,,,6,6,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,H.R.2328,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,S.1531,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LABORATORY CORP. OF AMERICA,0,H.R.3630,LABORATORY CORP. OF AMERICA,BLACKSTONE GROUP,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LEIDOS HOLDINGS,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,LOCKHEED MARTIN,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MAGELLAN HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MERCK,0,S.1895,BLACKSTONE GROUP,MERCK,2,5,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MOLINA HEALTHCARE,1,H.R.1839,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MOLINA HEALTHCARE,1,H.R.3630,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MOLINA HEALTHCARE,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MOLINA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,H.R.3502,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,S.1266,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,H.R.4223,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,S.1531,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,S.1895,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,H.R.3630,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0,H.R.861,BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,3,5,2,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,0,S.1531,BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,0,H.R.3502,BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,0,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,0,S.1895,BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,PPG INDUSTRIES,1,H.R.6074,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,RAYTHEON,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,WALMART,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,WALMART,1,H.R.5826,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BLACKSTONE GROUP,WALMART,1,H.R.5800,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BOEING,CATERPILLAR,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,CATERPILLAR,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,CATERPILLAR,1,H.R.4035,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BOEING,CENTENE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,CHEVRON,0,S.482,BOEING,CHEVRON,1,2,1,True,0,0,,,False,False,False,False,False,False
BOEING,CIGNA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,CISCO SYSTEMS,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,CONOCOPHILLIPS,0,S.482,BOEING,CONOCOPHILLIPS,1,5,4,True,0,0,,,False,False,False,False,False,False
BOEING,CORNING,0,H.R.5430,BOEING,CORNING,4,6,2,True,0,0,,,False,False,False,False,False,False
BOEING,CUMMINS,0,S.482,BOEING,CUMMINS,1,3,2,True,0,0,,,False,False,False,False,False,False
BOEING,CVS HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,DELL TECHNOLOGIES,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,DUPONT DE NEMOURS,0,S.2754,BOEING,DUPONT DE NEMOURS,5,6,1,True,0,0,,,False,False,False,False,False,False
BOEING,DUPONT DE NEMOURS,0,H.R.5544,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BOEING,ECOLAB,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,ELI LILLY,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,ENTERGY,0,S.1895,BOEING,ENTERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
BOEING,ENTERGY,0,S.482,BOEING,ENTERGY,1,4,3,True,0,0,,,False,False,False,False,False,False
BOEING,EXXONMOBIL,1,S.482,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,FACEBOOK,0,H.R.5430,BOEING,FACEBOOK,4,6,2,True,0,0,,,False,False,False,False,False,False
BOEING,FEDEX,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,GENERAL ELECTRIC,0,S.482,BOEING,GENERAL ELECTRIC,1,4,3,True,0,0,,,False,False,False,False,False,False
BOEING,GENERAL ELECTRIC,0,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,GENERAL MOTORS,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,GILEAD SCIENCES,0,S.1895,BOEING,GILEAD SCIENCES,2,3,1,True,0,0,,,False,False,False,False,False,False
BOEING,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,HCA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,HONEYWELL INTERNATIONAL,0,S.482,BOEING,HONEYWELL INTERNATIONAL,1,4,3,True,0,0,,,False,False,False,False,False,False
BOEING,HONEYWELL INTERNATIONAL,0,S.2098,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,HONEYWELL INTERNATIONAL,0,H.R.1625,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,HP,1,H.R.5841,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,HP,1,S.2098,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,HUMANA,0,S.1895,BOEING,HUMANA,2,8,6,True,0,0,,,False,False,False,False,False,False
BOEING,IBM,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,IBM,1,H.R.2353,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,IHEARTMEDIA,1,H.R.1625,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,ILLINOIS TOOL WORKS,0,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,ILLINOIS TOOL WORKS,0,S.2754,ILLINOIS TOOL WORKS,BOEING,4,5,1,True,0,0,,,False,False,False,False,False,False
BOEING,ILLINOIS TOOL WORKS,0,H.R.5544,ILLINOIS TOOL WORKS,BOEING,4,5,1,True,0,0,,,False,False,False,False,False,False
BOEING,INTERNATIONAL PAPER,1,S.2313,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,INTERNATIONAL PAPER,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,INTERNATIONAL PAPER,1,S.3336,,,1,1,0,False,0,0,,,False,False,False,False,False,False
BOEING,LABORATORY CORP. OF AMERICA,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,LIBERTY MUTUAL INSURANCE GROUP,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,LOCKHEED MARTIN,0,S.919,LOCKHEED MARTIN,BOEING,1,4,3,True,0,0,,,False,False,False,False,False,False
BOEING,LOCKHEED MARTIN,0,H.R.4035,,,3,3,0,False,0,0,,,False,False,False,False,False,False
BOEING,LOCKHEED MARTIN,0,H.R.5666,,,5,5,0,False,0,0,,,False,False,False,False,False,False
BOEING,MAGELLAN HEALTH,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,MERCK,0,S.1895,BOEING,MERCK,2,5,3,True,0,0,,,False,False,False,False,False,False
BOEING,MOLINA HEALTHCARE,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
BOEING,MUTUAL OF OMAHA INSURANCE,0,S.1895,BOEING,MUTUAL OF OMAHA INSURANCE,2,5,3,True,0,0,,,False,False,False,False,False,False
BOEING,NAVISTAR INTERNATIONAL,0,S.1895,BOEING,NAVISTAR INTERNATIONAL,2,3,1,True,0,0,,,False,False,False,False,False,False
BOEING,ORACLE,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,PHILLIPS 66,1,H.R.5430,,,4,4,0,False,0,0,,,False,False,False,False,False,False
BOEING,PNC FINANCIAL SERVICES,0,S.3108,BOEING,PNC FINANCIAL SERVICES,1,4,3,True,0,0,,,False,False,False,False,False,False
BOEING,RAYTHEON,1,S.1895,,,2,2,0,False,0,0,,,False,False,False,False,False,False
