rbo_source,rbo_target,rbo_balanced,bill,leader,follower,q_leader,q_follower,lag_quarters,is_bill_directed,shared_lobbyist_count,shared_firm_count,shared_lobbyists,shared_firms,is_lobbyist_mediated,is_firm_mediated,is_any_mediated,net_lob_connected,net_firm_connected,net_any_connected
DELTA AIR LINES,PPG INDUSTRIES,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,PPG INDUSTRIES,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.8408,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,S.3969,RAYTHEON,DELTA AIR LINES,6,7,1,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.2839,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.7617,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,RAYTHEON,0,H.R.7669,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.8408,DELTA AIR LINES,SOUTHWEST AIRLINES,7,8,1,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,S.4634,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.7867,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.8406,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,S.3969,DELTA AIR LINES,SOUTHWEST AIRLINES,7,8,1,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.7616,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,SOUTHWEST AIRLINES,0,H.R.7669,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,TEXTRON,1,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,TEXTRON,1,S.3969,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,TEXTRON,1,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,TEXTRON,1,H.R.8337,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,TEXTRON,1,H.R.2839,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,THERMO FISHER SCIENTIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,THERMO FISHER SCIENTIFIC,1,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNION PACIFIC,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNION PACIFIC,1,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,S.4634,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,H.R.8406,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,H.R.7651,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,H.R.3163,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED AIRLINES HOLDINGS,1,H.R.3401,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED TECHNOLOGIES,0,H.R.2960,DELTA AIR LINES,UNITED TECHNOLOGIES,2,3,1,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED TECHNOLOGIES,0,H.R.2968,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED TECHNOLOGIES,0,H.R.3163,DELTA AIR LINES,UNITED TECHNOLOGIES,2,4,2,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,UNITED TECHNOLOGIES,0,H.R.3055,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,WESTROCK,1,H.R.2960,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,WESTROCK,1,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,WEYERHAEUSER,0,H.R.3052,DELTA AIR LINES,WEYERHAEUSER,2,3,1,True,0,0,,,False,False,False,False,False,False
DELTA AIR LINES,WEYERHAEUSER,0,H.J.RES.31,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,GUARDIAN LIFE INS. CO. OF AMERICA,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,KEYCORP,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,NAVIENT,1,H.R.811,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,NAVIENT,1,H.R.1707,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,NORTHERN TRUST,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,NORTHWESTERN MUTUAL,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,OWENS CORNING,1,H.R.1766,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,PEABODY ENERGY,1,H.R.1731,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,PNC FINANCIAL SERVICES,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISCOVER FINANCIAL SERVICES,SYNCHRONY FINANCIAL,1,S.2155,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,IHEARTMEDIA,0,S.3246,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,IHEARTMEDIA,0,S.2921,IHEARTMEDIA,DISH NETWORK,4,5,1,True,0,0,,,False,False,False,False,False,False
DISH NETWORK,JPMORGAN CHASE & CO.,1,H.R.7856,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,L3HARRIS TECHNOLOGIES,1,H.R.7856,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,L3HARRIS TECHNOLOGIES,1,S.3905,,,6,6,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,NORTHROP GRUMMAN,1,H.R.7856,,,7,7,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,NORTHROP GRUMMAN,1,S.3905,,,6,6,0,False,0,0,,,False,False,False,False,False,False
DISH NETWORK,QUALCOMM,0,S.3189,DISH NETWORK,QUALCOMM,5,6,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DTE ENERGY,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DTE ENERGY,1,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DUKE ENERGY,0,H.R.3306,DUKE ENERGY,DOMINION ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DUKE ENERGY,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DUKE ENERGY,0,H.R.3432,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,DUKE ENERGY,0,S.903,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EDISON INTERNATIONAL,0,S.993,EDISON INTERNATIONAL,DOMINION ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,ENERGY TRANSFER,0,H.R.3432,DOMINION ENERGY,ENERGY TRANSFER,2,3,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EVERSOURCE ENERGY,1,S.1097,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EVERSOURCE ENERGY,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EVERSOURCE ENERGY,1,H.R.3432,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EVERSOURCE ENERGY,1,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EXELON,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,EXELON,1,S.903,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,FIRSTENERGY,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,FIRSTENERGY,1,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,FLUOR,1,H.R.3306,FLUOR,DOMINION ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,FLUOR,1,S.903,DOMINION ENERGY,FLUOR,1,2,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,LOEWS,1,S.1097,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,LOEWS,1,H.R.3432,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PG&E,0,H.R.360,DOMINION ENERGY,PG&E,1,3,2,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PG&E,0,H.R.3432,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PG&E,0,S.993,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PPL,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PPL,1,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,1,H.R.3432,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,SOUTHERN,0,H.R.3306,DOMINION ENERGY,SOUTHERN,3,6,3,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,SOUTHERN,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,SOUTHERN,0,S.903,DOMINION ENERGY,SOUTHERN,1,2,1,True,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,XCEL ENERGY,1,H.R.3306,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,XCEL ENERGY,1,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,XCEL ENERGY,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DOMINION ENERGY,XCEL ENERGY,1,S.903,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.2299,DTE ENERGY,DUKE ENERGY,3,4,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.383,DTE ENERGY,DUKE ENERGY,3,5,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.859,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,H.R.2043,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,H.R.2597,DTE ENERGY,DUKE ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,S.1685,DUKE ENERGY,DTE ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,H.R.1743,DTE ENERGY,DUKE ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUKE ENERGY,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUPONT DE NEMOURS,0,S.2657,DTE ENERGY,DUPONT DE NEMOURS,5,6,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,DUPONT DE NEMOURS,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ECOLAB,1,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EDISON INTERNATIONAL,1,H.R.1743,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EDISON INTERNATIONAL,1,S.674,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,H.R.680,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,S.383,DTE ENERGY,ENTERGY,3,4,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,S.174,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,H.R.1502,DTE ENERGY,ENTERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,H.R.2597,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,H.R.360,DTE ENERGY,ENTERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,S.1685,DTE ENERGY,ENTERGY,3,4,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,ENTERGY,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EVERSOURCE ENERGY,0,H.R.1743,DTE ENERGY,EVERSOURCE ENERGY,1,6,5,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,EVERSOURCE ENERGY,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EVERSOURCE ENERGY,0,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EVERSOURCE ENERGY,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,S.674,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,S.747,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.1768,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.362,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.2597,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.2616,EXELON,DTE ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXELON,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXXONMOBIL,0,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXXONMOBIL,0,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXXONMOBIL,0,S.383,EXXONMOBIL,DTE ENERGY,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,EXXONMOBIL,0,S.1685,EXXONMOBIL,DTE ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.2636,DTE ENERGY,FIRSTENERGY,2,4,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.1744,DTE ENERGY,FIRSTENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,S.383,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.1742,DTE ENERGY,FIRSTENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.2597,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.1743,DTE ENERGY,FIRSTENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,FIRSTENERGY,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,GENERAL ELECTRIC,0,S.1685,DTE ENERGY,GENERAL ELECTRIC,3,4,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,GENERAL MOTORS,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,INTEL,1,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,INTEL,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,LOEWS,0,S.2299,DTE ENERGY,LOEWS,3,6,3,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,MARATHON PETROLEUM,1,S.383,MARATHON PETROLEUM,DTE ENERGY,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,MARATHON PETROLEUM,1,S.2299,DTE ENERGY,MARATHON PETROLEUM,3,5,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,MICROSOFT,1,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PEABODY ENERGY,0,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PEABODY ENERGY,0,S.383,PEABODY ENERGY,DTE ENERGY,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PG&E,0,S.174,DTE ENERGY,PG&E,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PG&E,0,H.R.360,DTE ENERGY,PG&E,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PG&E,0,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PG&E,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PHILLIPS 66,1,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,S.2657,DTE ENERGY,PPL,5,7,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.680,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.1744,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,S.383,DTE ENERGY,PPL,3,8,5,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.1742,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,S.174,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,S.1602,DTE ENERGY,PPL,2,7,5,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.2597,DTE ENERGY,PPL,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.358,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.2986,DTE ENERGY,PPL,2,5,3,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.1743,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PPL,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0,S.1602,DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,2,6,4,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0,H.R.2597,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,SOUTHERN,1,S.674,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,SOUTHERN,1,H.R.680,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,SOUTHERN,1,S.174,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,SOUTHERN,1,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,SOUTHERN,1,H.R.1743,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,TESLA,0,S.674,DTE ENERGY,TESLA,1,3,2,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,UNION PACIFIC,1,S.747,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,UNION PACIFIC,1,H.R.1768,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.2299,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.1744,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.3676,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.383,,,3,3,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.1742,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.1502,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.174,DTE ENERGY,XCEL ENERGY,1,4,3,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.362,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.1602,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.2597,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.360,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.2986,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.358,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,S.1685,XCEL ENERGY,DTE ENERGY,2,3,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.1743,DTE ENERGY,XCEL ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DTE ENERGY,XCEL ENERGY,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,DUPONT DE NEMOURS,0,S.2657,DUKE ENERGY,DUPONT DE NEMOURS,5,6,1,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,DUPONT DE NEMOURS,0,H.R.2741,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ECOLAB,0,S.2657,,,5,5,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ECOLAB,0,S.617,DUKE ENERGY,ECOLAB,1,3,2,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,EDISON INTERNATIONAL,0,H.R.3136,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,EDISON INTERNATIONAL,0,H.R.1743,EDISON INTERNATIONAL,DUKE ENERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,EDISON INTERNATIONAL,0,H.R.2699,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,EDISON INTERNATIONAL,0,S.1234,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,S.1142,DUKE ENERGY,ENTERGY,2,4,2,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,S.2137,ENTERGY,DUKE ENERGY,3,5,2,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,H.R.2740,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,H.R.2096,DUKE ENERGY,ENTERGY,1,4,3,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,S.617,,,1,1,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,S.1359,,,2,2,0,False,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,S.383,ENTERGY,DUKE ENERGY,4,5,1,True,0,0,,,False,False,False,False,False,False
DUKE ENERGY,ENTERGY,0,H.R.1502,DUKE ENERGY,ENTERGY,1,2,1,True,0,0,,,False,False,False,False,False,False
