source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced,directed_bills,lobbyist_mediated,firm_mediated,any_mediated,mean_lag_quarters,net_lob_connected,net_firm_connected,net_any_connected,lobbyist_mediation_rate,firm_mediation_rate,any_mediation_rate
MICROSOFT,CITIGROUP,0.041162,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,NATIONWIDE,0.331326,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,NEW YORK LIFE INSURANCE,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CITIGROUP,NEXTERA ENERGY,0.272905,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,NORTHERN TRUST,0.071891,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,NORTHWESTERN MUTUAL,0.013034,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,ORACLE,0.02837,0,0,2,2,0,1,,,,,,,,,,,
CITIGROUP,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,PNC FINANCIAL SERVICES,0.186109,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CITIGROUP,PPG INDUSTRIES,0.081451,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,PRUDENTIAL FINANCIAL,0.34436,0,0,2,2,0,1,,,,,,,,,,,
CITIGROUP,RITE AID,0.071891,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,S&P GLOBAL,0.057864,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,STATE FARM INSURANCE,0.013034,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
CITIGROUP,TIAA,0.00956,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,U.S. BANCORP,0.074815,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
VERIZON,CITIGROUP,0.025433,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CITIGROUP,W.R. BERKLEY,0.288565,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,WELLS FARGO,0.222813,0,0,3,3,0,1,,,,,,,,,,,
CITIGROUP,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
CITIGROUP,WESTERN UNION,0.05435,0,0,2,2,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,CITIZENS FINANCIAL GROUP,0.327255,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CITIZENS FINANCIAL GROUP,DANAHER,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CITIZENS FINANCIAL GROUP,INTUIT,0.01566,0,0,1,1,0,1,,,,,,,,,,,
KEYCORP,CITIZENS FINANCIAL GROUP,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CITIZENS FINANCIAL GROUP,QUEST DIAGNOSTICS,0.01566,0,0,1,1,0,1,,,,,,,,,,,
TRAVELERS,CITIZENS FINANCIAL GROUP,0.15,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,True,False,True,0.0,0.0,0.0
U.S. BANCORP,CITIZENS FINANCIAL GROUP,0.138565,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
WELLS FARGO,CITIZENS FINANCIAL GROUP,0.288565,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
ECOLAB,CLOROX,0.06375,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
JOHNSON & JOHNSON,CLOROX,0.06375,1,0,1,2,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,CORNING,0.003533,0,0,3,3,0,1,,,,,,,,,,,
CMS ENERGY,CUMMINS,0.013656,0,0,4,4,0,1,,,,,,,,,,,
CMS ENERGY,DELL TECHNOLOGIES,0.000166,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,DOMINION ENERGY,0.019174,0,0,2,2,0,1,,,,,,,,,,,
CMS ENERGY,DTE ENERGY,0.519871,1,0,23,24,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,DUKE ENERGY,0.047654,1,0,6,7,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,DUPONT DE NEMOURS,0.000166,0,0,1,1,0,1,,,,,,,,,,,
CMS ENERGY,EDISON INTERNATIONAL,0.045609,0,0,3,3,0,1,,,,,,,,,,,
CMS ENERGY,ENTERGY,0.022287,2,0,4,6,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,EVERSOURCE ENERGY,0.149112,1,0,3,4,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,EXELON,0.244605,0,0,10,10,0,1,,,,,,,,,,,
CMS ENERGY,FIRSTENERGY,0.205728,4,0,4,8,4,0,4.0,0.0,0.0,0.0,1.25,False,False,False,0.0,0.0,0.0
CMS ENERGY,GENERAL MOTORS,0.000166,0,0,1,1,0,1,,,,,,,,,,,
CMS ENERGY,MCKESSON,0.011164,0,0,1,1,0,1,,,,,,,,,,,
CMS ENERGY,MICROSOFT,0.000166,0,0,1,1,0,1,,,,,,,,,,,
CMS ENERGY,PG&E,0.005196,2,0,2,4,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,PPL,0.273148,1,0,10,11,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0.000556,0,0,2,2,0,1,,,,,,,,,,,
CMS ENERGY,SOUTHERN,0.282259,0,0,5,5,0,1,,,,,,,,,,,
CMS ENERGY,TESLA,0.060644,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CMS ENERGY,UNION PACIFIC,0.003367,0,0,2,2,0,1,,,,,,,,,,,
CMS ENERGY,XCEL ENERGY,0.146356,7,0,5,12,7,0,7.0,0.0,0.0,0.0,1.2857142857142858,False,False,False,0.0,0.0,0.0
CUMMINS,COCA-COLA,0.000166,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
COCA-COLA,DEAN FOODS,0.179907,0,0,2,2,0,1,,,,,,,,,,,
DUPONT DE NEMOURS,COCA-COLA,0.016281,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
EXELON,COCA-COLA,0.000679,3,0,0,3,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
EXXONMOBIL,COCA-COLA,0.00714,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
COCA-COLA,FEDEX,0.000166,1,0,0,1,1,0,1.0,0.0,0.0,0.0,7.0,False,False,False,0.0,0.0,0.0
HARTFORD FINANCIAL SERVICES,COCA-COLA,0.000347,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
COCA-COLA,HOME DEPOT,0.455396,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
IBM,COCA-COLA,0.000347,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
ILLINOIS TOOL WORKS,COCA-COLA,0.052101,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
COCA-COLA,INTERNATIONAL PAPER,0.007335,0,0,4,4,0,1,,,,,,,,,,,
COCA-COLA,JPMORGAN CHASE & CO.,8.1e-05,0,0,1,1,0,1,,,,,,,,,,,
LOCKHEED MARTIN,COCA-COLA,0.001146,2,0,0,2,2,0,2.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
COCA-COLA,LOWE'S,0.41375,0,0,2,2,0,1,,,,,,,,,,,
MICROSOFT,COCA-COLA,0.000347,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
NUCOR,COCA-COLA,0.071771,3,0,0,3,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
COCA-COLA,PEPSICO,0.697345,2,0,3,5,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PHILLIPS 66,COCA-COLA,0.002291,3,0,0,3,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
COCA-COLA,PPG INDUSTRIES,0.029089,0,0,2,2,0,1,,,,,,,,,,,
COCA-COLA,S&P GLOBAL,0.008082,0,0,1,1,0,1,,,,,,,,,,,
COCA-COLA,SYSCO,0.2775,0,0,2,2,0,1,,,,,,,,,,,
VERIZON,COCA-COLA,0.001431,3,0,0,3,3,0,3.0,0.0,0.0,0.0,3.6666666666666665,False,False,False,0.0,0.0,0.0
COCA-COLA,WEYERHAEUSER,0.15077,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
COGNIZANT TECHNOLOGY SOLUTIONS,CORNING,0.014093,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
COGNIZANT TECHNOLOGY SOLUTIONS,CUMMINS,0.204596,0,0,2,2,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,ECOLAB,0.006011,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,FACEBOOK,0.1,2,0,2,4,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
COGNIZANT TECHNOLOGY SOLUTIONS,HEWLETT PACKARD ENTERPRISE,0.377625,0,0,2,2,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,HUNTSMAN,0.006011,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,INTEL,0.31375,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,INTERNATIONAL PAPER,0.006011,0,0,1,1,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,INTUIT,0.066031,2,0,0,2,2,0,2.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
COGNIZANT TECHNOLOGY SOLUTIONS,MICRON TECHNOLOGY,0.104721,0,0,2,2,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,MICROSOFT,0.26375,0,0,2,2,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,ORACLE,0.26375,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
COGNIZANT TECHNOLOGY SOLUTIONS,SALESFORCE,0.42713,0,0,2,2,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,TEXAS INSTRUMENTS,0.4775,0,0,3,3,0,1,,,,,,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS,TEXTRON,0.006011,0,0,1,1,0,1,,,,,,,,,,,
COMCAST,LUMEN TECHNOLOGIES,0.249875,0,0,1,1,0,1,,,,,,,,,,,
CVS HEALTH,CONOCOPHILLIPS,0.178184,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,DANAHER,0.040845,0,0,1,1,0,1,,,,,,,,,,,
CONOCOPHILLIPS,ECOLAB,0.018166,0,0,2,2,0,1,,,,,,,,,,,
ENTERGY,CONOCOPHILLIPS,0.006418,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,EVERSOURCE ENERGY,0.055279,0,0,1,1,0,1,,,,,,,,,,,
EXXONMOBIL,CONOCOPHILLIPS,0.028526,1,0,1,2,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,FLUOR,0.003733,0,0,1,1,0,1,,,,,,,,,,,
CONOCOPHILLIPS,GENERAL DYNAMICS,0.06543,0,0,3,3,0,1,,,,,,,,,,,
CONOCOPHILLIPS,GILEAD SCIENCES,0.006418,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,HCA HEALTHCARE,0.117927,0,0,2,2,0,1,,,,,,,,,,,
CONOCOPHILLIPS,HERSHEY,0.01566,0,0,1,1,0,1,,,,,,,,,,,
CONOCOPHILLIPS,HOLLYFRONTIER,0.033201,0,0,3,3,0,1,,,,,,,,,,,
HUMANA,CONOCOPHILLIPS,0.178184,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
LABORATORY CORP. OF AMERICA,CONOCOPHILLIPS,0.028526,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,LEIDOS HOLDINGS,0.020444,0,0,1,1,0,1,,,,,,,,,,,
MARATHON PETROLEUM,CONOCOPHILLIPS,0.178184,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,MICRON TECHNOLOGY,0.003733,0,0,1,1,0,1,,,,,,,,,,,
CONOCOPHILLIPS,MOLINA HEALTHCARE,0.046036,0,0,2,2,0,1,,,,,,,,,,,
CONOCOPHILLIPS,NAVISTAR INTERNATIONAL,0.055279,0,0,1,1,0,1,,,,,,,,,,,
NORTHROP GRUMMAN,CONOCOPHILLIPS,0.010151,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ONEOK,CONOCOPHILLIPS,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
SEMPRA ENERGY,CONOCOPHILLIPS,0.034835,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONOCOPHILLIPS,SOUTHWEST AIRLINES,0.001641,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,DAVITA,0.03869,0,0,1,1,0,1,,,,,,,,,,,
DOMINION ENERGY,CONSOLIDATED EDISON,0.074815,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,EDISON INTERNATIONAL,0.01566,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,ENERGY TRANSFER,0.395809,0,0,2,2,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,ENTERGY,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,FLUOR,0.03869,0,0,1,1,0,1,,,,,,,,,,,
FORD,CONSOLIDATED EDISON,0.090475,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,GRAPHIC PACKAGING HOLDING,0.01566,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,HOLLYFRONTIER,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,HUNTSMAN,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,LEIDOS HOLDINGS,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,LOEWS,0.138565,1,1,0,2,0,1,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,MARATHON PETROLEUM,0.074815,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,MICRON TECHNOLOGY,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,NORTHROP GRUMMAN,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,ONEOK,0.122905,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,ORACLE,0.03869,0,0,1,1,0,1,,,,,,,,,,,
PG&E,CONSOLIDATED EDISON,0.01566,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CONSOLIDATED EDISON,TESLA,0.090475,0,0,2,2,0,1,,,,,,,,,,,
CONSOLIDATED EDISON,VF,0.01566,2,0,0,2,2,0,2.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
CONSTELLATION BRANDS,ELI LILLY,0.011093,0,0,1,1,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,KEYCORP,0.057864,0,0,2,2,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,LIVE NATION ENTERTAINMENT,0.019174,0,0,1,1,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,MARRIOTT INTERNATIONAL,0.008082,0,0,1,1,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,NEW YORK LIFE INSURANCE,0.019174,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CONSTELLATION BRANDS,QUEST DIAGNOSTICS,0.019174,0,0,1,1,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,TRAVELERS,0.15,0,0,1,1,0,1,,,,,,,,,,,
CONSTELLATION BRANDS,U.S. BANCORP,0.138565,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CONSTELLATION BRANDS,WELLS FARGO,0.307739,0,0,1,1,0,1,,,,,,,,,,,
CORNING,CSX,0.000221,0,0,1,1,0,1,,,,,,,,,,,
CUMMINS,CORNING,0.090279,2,0,3,5,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CORNING,DELL TECHNOLOGIES,0.005257,4,1,0,5,3,0,5.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
DELTA AIR LINES,CORNING,0.035523,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.6666666666666667,False,False,False,0.0,0.0,0.0
DTE ENERGY,CORNING,0.013082,1,0,3,4,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
DUKE ENERGY,CORNING,0.005071,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
DUPONT DE NEMOURS,CORNING,0.001267,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
ECOLAB,CORNING,0.182501,4,2,0,6,2,0,6.0,0.0,0.0,0.0,1.1666666666666667,False,False,False,0.0,0.0,0.0
CORNING,ENTERGY,0.009629,0,0,3,3,0,1,,,,,,,,,,,
EVERSOURCE ENERGY,CORNING,0.004057,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CORNING,EXELON,0.001245,0,0,3,3,0,1,,,,,,,,,,,
EXXONMOBIL,CORNING,0.004314,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CORNING,FACEBOOK,0.003495,0,0,2,2,0,1,,,,,,,,,,,
FEDEX,CORNING,0.000247,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CORNING,FIRSTENERGY,0.000799,0,0,1,1,0,1,,,,,,,,,,,
CORNING,FLUOR,0.004783,0,0,1,1,0,1,,,,,,,,,,,
GENERAL DYNAMICS,CORNING,0.030846,3,0,2,5,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
GENERAL ELECTRIC,CORNING,0.069946,2,1,0,3,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
GENERAL MOTORS,CORNING,0.000944,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CORNING,GENWORTH FINANCIAL,0.03869,0,0,1,1,0,1,,,,,,,,,,,
CORNING,GILEAD SCIENCES,0.000949,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CORNING,GRAPHIC PACKAGING HOLDING,0.004783,0,0,1,1,0,1,,,,,,,,,,,
HEWLETT PACKARD ENTERPRISE,CORNING,0.028099,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
CORNING,HOLLYFRONTIER,0.003474,1,1,1,3,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HONEYWELL INTERNATIONAL,CORNING,0.015383,2,1,0,3,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
CORNING,HP,0.00753,0,0,1,1,0,1,,,,,,,,,,,
CORNING,HUNTSMAN,0.006011,0,0,2,2,0,1,,,,,,,,,,,
CORNING,INTERNATIONAL PAPER,0.001598,1,1,0,2,0,1,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
JACOBS ENGINEERING GROUP,CORNING,0.009083,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
JPMORGAN CHASE & CO.,CORNING,0.000858,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CORNING,KROGER,0.079604,0,0,1,1,0,1,,,,,,,,,,,
LABORATORY CORP. OF AMERICA,CORNING,0.002345,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
LEIDOS HOLDINGS,CORNING,0.010488,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
LOCKHEED MARTIN,CORNING,0.006684,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
CORNING,LOEWS,0.00916,0,0,2,2,0,1,,,,,,,,,,,
CORNING,MAGELLAN HEALTH,0.001028,0,0,1,1,0,1,,,,,,,,,,,
MARATHON PETROLEUM,CORNING,0.003976,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
MICRON TECHNOLOGY,CORNING,0.002937,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CORNING,MICROSOFT,0.000844,0,0,2,2,0,1,,,,,,,,,,,
CORNING,MOTOROLA SOLUTIONS,0.010215,1,1,1,3,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
NORTHROP GRUMMAN,CORNING,0.022531,3,0,2,5,3,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
CORNING,NORTHWESTERN MUTUAL,0.026834,0,0,1,1,0,1,,,,,,,,,,,
ORACLE,CORNING,0.038906,2,0,4,6,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PG&E,CORNING,0.000899,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
PHILLIPS 66,CORNING,0.055416,3,1,0,4,2,0,4.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
PPG INDUSTRIES,CORNING,0.027091,2,1,3,6,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
CORNING,PPL,0.000799,0,0,1,1,0,1,,,,,,,,,,,
PUBLIC SERVICE ENTERPRISE GROUP,CORNING,0.004079,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.6666666666666667,False,False,False,0.0,0.0,0.0
RAYTHEON,CORNING,0.000662,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
CORNING,SOUTHERN,0.00145,0,0,1,1,0,1,,,,,,,,,,,
CORNING,SOUTHWEST AIRLINES,0.0039,0,0,1,1,0,1,,,,,,,,,,,
CORNING,TESLA,0.033892,0,0,1,1,0,1,,,,,,,,,,,
TEXTRON,CORNING,0.006011,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
THERMO FISHER SCIENTIFIC,CORNING,0.005438,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
UNION PACIFIC,CORNING,0.180248,2,0,4,6,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
UNITED TECHNOLOGIES,CORNING,0.106761,3,0,3,6,3,0,3.0,0.0,0.0,0.0,1.6666666666666667,False,False,False,0.0,0.0,0.0
VERIZON,CORNING,0.023096,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CORNING,WESTROCK,0.003964,0,0,1,1,0,1,,,,,,,,,,,
WEYERHAEUSER,CORNING,0.010342,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
XCEL ENERGY,CORNING,0.001416,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
COSTCO,FACEBOOK,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,GOLDMAN SACHS GROUP,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,HARTFORD FINANCIAL SERVICES,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,NATIONWIDE,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,NEXTERA ENERGY,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,PRUDENTIAL FINANCIAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,W.R. BERKLEY,0.15,0,0,1,1,0,1,,,,,,,,,,,
COSTCO,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
CUMMINS,CSX,0.003,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CSX,DELL TECHNOLOGIES,0.001819,0,0,1,1,0,1,,,,,,,,,,,
CSX,DELTA AIR LINES,9.9e-05,0,0,1,1,0,1,,,,,,,,,,,
EDISON INTERNATIONAL,CSX,0.002223,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CSX,EVERSOURCE ENERGY,0.002712,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CSX,FEDEX,0.004847,0,0,1,1,0,1,,,,,,,,,,,
CSX,FIRSTENERGY,0.000777,0,0,1,1,0,1,,,,,,,,,,,
CSX,GENERAL DYNAMICS,0.005197,0,0,3,3,0,1,,,,,,,,,,,
GENERAL ELECTRIC,CSX,0.003435,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
