source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced,directed_bills,lobbyist_mediated,firm_mediated,any_mediated,mean_lag_quarters,net_lob_connected,net_firm_connected,net_any_connected,lobbyist_mediation_rate,firm_mediation_rate,any_mediation_rate
ELI LILLY,BIOGEN,0.037845,2,0,1,3,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BIOGEN,EVERSOURCE ENERGY,0.005089,0,0,1,1,0,1,,,,,,,,,,,
BIOGEN,GENERAL DYNAMICS,0.005366,0,0,1,1,0,1,,,,,,,,,,,
GENERAL ELECTRIC,BIOGEN,0.144318,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BIOGEN,GENERAL MOTORS,0.000619,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,BIOGEN,0.531174,4,2,3,9,2,0,6.0,0.0,0.0,0.0,1.8333333333333333,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,BIOGEN,0.017149,1,0,1,2,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,HILTON WORLDWIDE HOLDINGS,0.000277,0,0,1,1,0,1,,,,,,,,,,,
BIOGEN,HUMANA,0.11136,2,1,2,5,1,0,3.0,0.0,0.0,0.0,1.3333333333333333,False,False,False,0.0,0.0,0.0
IBM,BIOGEN,0.002223,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
JOHNSON & JOHNSON,BIOGEN,0.011037,2,1,2,5,1,0,3.0,0.0,0.0,0.0,2.6666666666666665,False,False,False,0.0,0.0,0.0
LABORATORY CORP. OF AMERICA,BIOGEN,0.011783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,LEIDOS HOLDINGS,0.005366,0,0,1,1,0,1,,,,,,,,,,,
MAGELLAN HEALTH,BIOGEN,0.052464,2,0,2,4,2,0,2.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BIOGEN,MCKESSON,0.004747,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
MERCK,BIOGEN,0.377239,3,1,1,5,2,0,4.0,0.0,0.0,0.0,2.25,False,False,False,0.0,0.0,0.0
MOLINA HEALTHCARE,BIOGEN,0.006418,1,0,1,2,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,MUTUAL OF OMAHA INSURANCE,0.121566,2,2,0,4,0,1,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
NAVISTAR INTERNATIONAL,BIOGEN,0.006418,1,0,1,2,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
BIOGEN,PPG INDUSTRIES,0.000277,0,0,1,1,0,1,,,,,,,,,,,
RAYTHEON,BIOGEN,0.011783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BIOGEN,REGENERON PHARMACEUTICALS,0.2775,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
RITE AID,BIOGEN,0.493532,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BIOGEN,WALGREENS BOOTS ALLIANCE,0.054938,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
WALMART,BIOGEN,0.011783,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BLACKROCK,CHARLES SCHWAB,0.004542,0,0,2,2,0,1,,,,,,,,,,,
CORNING,BLACKROCK,0.004542,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DEAN FOODS,BLACKROCK,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKROCK,ECOLAB,0.004542,0,0,1,1,0,1,,,,,,,,,,,
FORD,BLACKROCK,0.045289,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HEWLETT PACKARD ENTERPRISE,BLACKROCK,0.004542,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKROCK,JPMORGAN CHASE & CO.,0.068417,1,1,1,3,0,1,2.0,0.0,0.0,0.0,2.5,False,False,False,0.0,0.0,0.0
KELLOGG,BLACKROCK,0.011093,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
KROGER,BLACKROCK,0.004542,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
NATIONWIDE,BLACKROCK,0.010552,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
NEW YORK LIFE INSURANCE,BLACKROCK,0.124356,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKROCK,NORTHERN TRUST,0.113804,1,0,1,2,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
NORTHWESTERN MUTUAL,BLACKROCK,0.004542,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKROCK,PHILLIPS 66,0.004542,0,0,1,1,0,1,,,,,,,,,,,
PRUDENTIAL FINANCIAL,BLACKROCK,0.029186,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
TESLA,BLACKROCK,0.004542,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
TIAA,BLACKROCK,0.115094,1,0,5,6,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
UNITED TECHNOLOGIES,BLACKROCK,0.034268,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
USAA,BLACKROCK,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,BOEING,0.184105,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,CAPITAL ONE FINANCIAL,0.000766,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,CATERPILLAR,0.011164,0,0,1,1,0,1,,,,,,,,,,,
CENTENE,BLACKSTONE GROUP,0.415434,1,0,5,6,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,CENTERPOINT ENERGY,0.000833,0,0,1,1,0,1,,,,,,,,,,,
CHEVRON,BLACKSTONE GROUP,0.000833,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,CIGNA,0.142854,1,1,4,6,0,1,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,CONOCOPHILLIPS,0.078309,0,0,2,2,0,1,,,,,,,,,,,
BLACKSTONE GROUP,CSX,0.000833,0,0,1,1,0,1,,,,,,,,,,,
CVS HEALTH,BLACKSTONE GROUP,0.291595,2,0,2,4,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,DELL TECHNOLOGIES,0.000833,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,ELI LILLY,0.299658,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,GENERAL DYNAMICS,0.000833,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,GILEAD SCIENCES,0.002424,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,HCA HEALTHCARE,0.514866,2,2,4,8,0,1,4.0,0.0,0.0,0.0,1.75,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,HILTON WORLDWIDE HOLDINGS,0.002431,0,0,2,2,0,1,,,,,,,,,,,
BLACKSTONE GROUP,HUMANA,0.086934,1,1,2,4,0,1,2.0,0.0,0.0,0.0,3.5,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,IBM,0.00278,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,JOHNSON & JOHNSON,0.000149,0,0,1,1,0,1,,,,,,,,,,,
LABORATORY CORP. OF AMERICA,BLACKSTONE GROUP,0.091468,1,0,5,6,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,LEIDOS HOLDINGS,0.000833,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,LOCKHEED MARTIN,0.000556,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,MAGELLAN HEALTH,0.330507,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,MERCK,0.009655,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,MOLINA HEALTHCARE,0.098631,0,0,4,4,0,1,,,,,,,,,,,
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,0.001036,7,0,0,7,7,0,7.0,0.0,0.0,0.0,2.4285714285714284,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,NAVISTAR INTERNATIONAL,0.123424,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BLACKSTONE GROUP,PPG INDUSTRIES,0.000833,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,RAYTHEON,0.015814,0,0,1,1,0,1,,,,,,,,,,,
BLACKSTONE GROUP,WALMART,0.12106,0,0,3,3,0,1,,,,,,,,,,,
BOEING,CATERPILLAR,0.017552,0,0,3,3,0,1,,,,,,,,,,,
BOEING,CENTENE,0.184573,0,0,1,1,0,1,,,,,,,,,,,
BOEING,CHEVRON,0.020823,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,CIGNA,0.046008,0,0,1,1,0,1,,,,,,,,,,,
BOEING,CISCO SYSTEMS,0.007007,0,0,1,1,0,1,,,,,,,,,,,
BOEING,CONOCOPHILLIPS,0.028526,1,0,0,1,1,0,1.0,0.0,0.0,0.0,4.0,False,False,False,0.0,0.0,0.0
BOEING,CORNING,0.000247,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOEING,CUMMINS,0.001643,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOEING,CVS HEALTH,0.120823,0,0,1,1,0,1,,,,,,,,,,,
BOEING,DELL TECHNOLOGIES,0.001643,0,0,1,1,0,1,,,,,,,,,,,
BOEING,DUPONT DE NEMOURS,0.001146,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,ECOLAB,0.007007,0,0,1,1,0,1,,,,,,,,,,,
BOEING,ELI LILLY,0.149658,0,0,1,1,0,1,,,,,,,,,,,
BOEING,ENTERGY,0.012907,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOEING,EXXONMOBIL,0.184573,0,0,1,1,0,1,,,,,,,,,,,
BOEING,FACEBOOK,0.002066,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOEING,FEDEX,0.008031,0,0,1,1,0,1,,,,,,,,,,,
BOEING,GENERAL ELECTRIC,0.00137,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,GENERAL MOTORS,0.0001,0,0,1,1,0,1,,,,,,,,,,,
BOEING,GILEAD SCIENCES,0.002424,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,HCA HEALTHCARE,0.184105,0,0,1,1,0,1,,,,,,,,,,,
BOEING,HONEYWELL INTERNATIONAL,0.00354,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,HP,0.001474,0,0,2,2,0,1,,,,,,,,,,,
BOEING,HUMANA,0.001267,1,0,0,1,1,0,1.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
BOEING,IBM,0.019529,0,0,2,2,0,1,,,,,,,,,,,
BOEING,IHEARTMEDIA,0.000277,0,0,1,1,0,1,,,,,,,,,,,
ILLINOIS TOOL WORKS,BOEING,0.002937,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,INTERNATIONAL PAPER,0.011941,0,0,3,3,0,1,,,,,,,,,,,
BOEING,LABORATORY CORP. OF AMERICA,0.026586,0,0,1,1,0,1,,,,,,,,,,,
BOEING,LIBERTY MUTUAL INSURANCE GROUP,0.001295,0,0,1,1,0,1,,,,,,,,,,,
LOCKHEED MARTIN,BOEING,0.006365,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,MAGELLAN HEALTH,0.180507,0,0,1,1,0,1,,,,,,,,,,,
BOEING,MERCK,0.009776,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,MOLINA HEALTHCARE,0.055279,0,0,1,1,0,1,,,,,,,,,,,
BOEING,MUTUAL OF OMAHA INSURANCE,0.000617,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,NAVISTAR INTERNATIONAL,0.028526,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,ORACLE,0.001256,0,0,1,1,0,1,,,,,,,,,,,
BOEING,PHILLIPS 66,0.008031,0,0,1,1,0,1,,,,,,,,,,,
BOEING,PNC FINANCIAL SERVICES,0.004626,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BOEING,RAYTHEON,0.017675,0,0,4,4,0,1,,,,,,,,,,,
BOEING,TEXAS INSTRUMENTS,0.005438,0,0,1,1,0,1,,,,,,,,,,,
BOEING,UNION PACIFIC,0.000347,0,0,1,1,0,1,,,,,,,,,,,
UNITED TECHNOLOGIES,BOEING,0.001084,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BOEING,WALMART,0.121954,0,0,3,3,0,1,,,,,,,,,,,
BOOZ ALLEN HAMILTON,DISH NETWORK,0.03869,0,0,1,1,0,1,,,,,,,,,,,
BOOZ ALLEN HAMILTON,L3HARRIS TECHNOLOGIES,0.01566,0,0,1,1,0,1,,,,,,,,,,,
BOOZ ALLEN HAMILTON,MASCO,0.15,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BORGWARNER,CATERPILLAR,0.059155,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,CHS,0.02303,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
BORGWARNER,CITIGROUP,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,COSTCO,0.15,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,DEERE,0.059155,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,DELL TECHNOLOGIES,0.02303,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,FACEBOOK,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,FIFTH THIRD BANCORP,0.059155,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,GENERAL ELECTRIC,0.059155,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,GENWORTH FINANCIAL,0.122905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,GOLDMAN SACHS GROUP,0.249875,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,HARTFORD FINANCIAL SERVICES,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,HUNTSMAN,0.122905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,METLIFE,0.122905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,NATIONWIDE,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,NEXTERA ENERGY,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,OWENS-ILLINOIS,0.15,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,PPG INDUSTRIES,0.02303,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,PRUDENTIAL FINANCIAL,0.272905,0,0,1,1,0,1,,,,,,,,,,,
RAYTHEON,BORGWARNER,0.059155,1,0,0,1,1,0,1.0,0.0,0.0,0.0,5.0,False,False,False,0.0,0.0,0.0
BORGWARNER,RITE AID,0.02303,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,S&P GLOBAL,0.02303,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,W.R. BERKLEY,0.272905,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,WESCO INTERNATIONAL,0.15,0,0,1,1,0,1,,,,,,,,,,,
BORGWARNER,WESTERN UNION,0.02303,0,0,1,1,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,BOSTON SCIENTIFIC,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CARDINAL HEALTH,BOSTON SCIENTIFIC,0.129906,1,0,2,3,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOSTON SCIENTIFIC,CORNING,0.075114,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CUMMINS,BOSTON SCIENTIFIC,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
DELL TECHNOLOGIES,BOSTON SCIENTIFIC,0.068417,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOSTON SCIENTIFIC,ECOLAB,0.075114,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
FACEBOOK,BOSTON SCIENTIFIC,0.029727,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOSTON SCIENTIFIC,GENERAL ELECTRIC,0.029727,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GENERAL MILLS,BOSTON SCIENTIFIC,0.057864,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
GENERAL MOTORS,BOSTON SCIENTIFIC,0.068417,1,0,0,1,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BOSTON SCIENTIFIC,SALESFORCE,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
STANLEY BLACK & DECKER,BOSTON SCIENTIFIC,0.03869,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,CBS,0.000247,0,0,1,1,0,1,,,,,,,,,,,
BRISTOL-MYERS SQUIBB,CENTENE,0.004066,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,CIGNA,0.007275,0,0,3,3,0,1,,,,,,,,,,,
BRISTOL-MYERS SQUIBB,CVS HEALTH,0.048505,1,0,3,4,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,GENERAL ELECTRIC,0.034916,0,0,1,1,0,1,,,,,,,,,,,
BRISTOL-MYERS SQUIBB,GILEAD SCIENCES,0.033273,0,0,1,1,0,1,,,,,,,,,,,
BRISTOL-MYERS SQUIBB,HCA HEALTHCARE,0.00278,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,HONEYWELL INTERNATIONAL,0.046008,0,0,1,1,0,1,,,,,,,,,,,
BRISTOL-MYERS SQUIBB,HUMANA,0.063463,3,0,1,4,3,0,3.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,JOHNSON & JOHNSON,0.001643,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,MAGELLAN HEALTH,0.089372,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,MERCK,0.036815,3,0,1,4,3,0,3.0,0.0,0.0,0.0,3.3333333333333335,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,MUTUAL OF OMAHA INSURANCE,0.036216,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,RITE AID,0.022108,1,0,1,2,1,0,1.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,WALGREENS BOOTS ALLIANCE,0.014093,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
BRISTOL-MYERS SQUIBB,WALMART,0.334254,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GAP,CAMPBELL SOUP,0.2775,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CARDINAL HEALTH,CAPITAL ONE FINANCIAL,0.025185,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CENTERPOINT ENERGY,CAPITAL ONE FINANCIAL,0.001947,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CITIGROUP,CAPITAL ONE FINANCIAL,0.033146,2,0,3,5,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CSX,CAPITAL ONE FINANCIAL,0.000766,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CUMMINS,CAPITAL ONE FINANCIAL,0.16423,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
DELL TECHNOLOGIES,CAPITAL ONE FINANCIAL,0.379271,3,1,0,4,2,0,4.0,0.0,0.0,0.0,1.5,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,DELTA AIR LINES,0.019522,0,0,2,2,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,ENTERGY,0.001947,0,0,2,2,0,1,,,,,,,,,,,
EVERSOURCE ENERGY,CAPITAL ONE FINANCIAL,0.001947,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
FACEBOOK,CAPITAL ONE FINANCIAL,0.044707,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GENERAL DYNAMICS,CAPITAL ONE FINANCIAL,0.039355,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
GENERAL MILLS,CAPITAL ONE FINANCIAL,0.176914,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GENERAL MOTORS,CAPITAL ONE FINANCIAL,0.22798,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
GILEAD SCIENCES,CAPITAL ONE FINANCIAL,0.001605,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
HCA HEALTHCARE,CAPITAL ONE FINANCIAL,0.001947,1,0,0,1,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,HEWLETT PACKARD ENTERPRISE,0.004057,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
HILTON WORLDWIDE HOLDINGS,CAPITAL ONE FINANCIAL,0.001633,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
HUMANA,CAPITAL ONE FINANCIAL,0.003238,1,0,1,2,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
IBM,CAPITAL ONE FINANCIAL,0.120814,2,0,0,2,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
JPMORGAN CHASE & CO.,CAPITAL ONE FINANCIAL,0.037381,2,0,1,3,2,0,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,KEYCORP,0.030363,3,0,2,5,3,0,3.0,0.0,0.0,0.0,3.3333333333333335,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,LABORATORY CORP. OF AMERICA,0.001291,0,0,1,1,0,1,,,,,,,,,,,
LEIDOS HOLDINGS,CAPITAL ONE FINANCIAL,0.008677,1,0,2,3,1,0,1.0,0.0,0.0,0.0,3.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,MICRON TECHNOLOGY,0.004232,2,0,0,2,2,0,2.0,0.0,0.0,0.0,6.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,MICROSOFT,0.008822,0,0,1,1,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.000342,0,0,1,1,0,1,,,,,,,,,,,
NORTHERN TRUST,CAPITAL ONE FINANCIAL,0.014027,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,NORTHWESTERN MUTUAL,0.019522,0,0,1,1,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,ORACLE,0.000766,0,0,1,1,0,1,,,,,,,,,,,
PNC FINANCIAL SERVICES,CAPITAL ONE FINANCIAL,0.034355,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,True,False,True,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,SALESFORCE,0.03869,2,0,0,2,2,0,2.0,0.0,0.0,0.0,2.0,False,False,False,0.0,0.0,0.0
CAPITAL ONE FINANCIAL,SYNCHRONY FINANCIAL,0.130305,0,0,3,3,0,1,,,,,,,,,,,
CAPITAL ONE FINANCIAL,TIAA,0.011506,1,1,0,2,0,1,2.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CARDINAL HEALTH,CORNING,0.204596,1,0,1,2,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
CARDINAL HEALTH,CUMMINS,0.025185,0,0,1,1,0,1,,,,,,,,,,,
CARDINAL HEALTH,DELL TECHNOLOGIES,0.16375,0,0,1,1,0,1,,,,,,,,,,,
CARDINAL HEALTH,ECOLAB,0.204721,1,0,2,3,1,0,1.0,0.0,0.0,0.0,1.0,False,False,False,0.0,0.0,0.0
