firm,community,within_comm_eigenvector,z_score,participation_coeff,global_pagerank,katz_centrality,ga_role
WINDSTREAM HOLDINGS,5,0.004152,-1.0429,0.0,0.001184,0.023712,ultra_peripheral
NORFOLK SOUTHERN,4,0.00415,-0.7528,0.0,0.002829,0.025568,ultra_peripheral
LIBERTY MUTUAL INSURANCE GROUP,0,0.003645,-1.2637,0.0,0.000817,0.023052,ultra_peripheral
GENERAL MILLS,3,0.003209,-1.2348,0.3223,0.002085,0.023941,peripheral
SYNCHRONY FINANCIAL,0,0.002775,-1.2551,0.0,0.00086,0.023055,ultra_peripheral
ARAMARK,1,0.002506,-1.2511,0.0,0.001265,0.023871,ultra_peripheral
STANLEY BLACK & DECKER,3,0.001635,-1.3366,0.0,0.001629,0.023318,ultra_peripheral
ONEOK,4,0.00152,-1.4543,0.0,0.001141,0.023544,ultra_peripheral
CENTERPOINT ENERGY,1,0.001241,-1.3472,0.0,0.000896,0.023117,ultra_peripheral
MCKESSON,2,0.000913,-2.0184,0.4444,0.000898,0.023784,peripheral
BANK OF NEW YORK MELLON,0,0.0009,-1.0811,0.0,0.001807,0.023621,ultra_peripheral
NAVIENT,5,0.000832,-1.0733,0.3901,0.001245,0.023381,peripheral
ALTRIA GROUP,4,0.000675,-1.6222,0.0,0.000797,0.022928,ultra_peripheral
PEABODY ENERGY,2,6.2e-05,-2.0125,0.4171,0.00112,0.023161,peripheral
