source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
NEXTERA ENERGY,3M,0.000105,0.000211,0,0,2,2,0
3M,NORFOLK SOUTHERN,0.002118,0.004235,0,0,2,2,0
NORFOLK SOUTHERN,3M,0.002118,0.004235,0,0,2,2,0
3M,NORTHROP GRUMMAN,0.008256,0.016512,0,0,2,2,0
NORTHROP GRUMMAN,3M,0.008256,0.016512,0,0,2,2,0
3M,NUCOR,0.001514,0.003028,0,0,1,1,0
NUCOR,3M,0.001514,0.003028,0,0,1,1,0
3M,OCCIDENTAL PETROLEUM,0.000234,0.000468,0,0,1,1,0
OCCIDENTAL PETROLEUM,3M,0.000234,0.000468,0,0,1,1,0
3M,OLIN,0.006845,0.013689,0,0,1,1,0
OLIN,3M,0.006845,0.013689,0,0,1,1,0
3M,OSHKOSH,0.031938,0.063875,0,0,2,2,0
OSHKOSH,3M,0.031938,0.063875,0,0,2,2,0
3M,OWENS & MINOR,0.003134,0.018803,0,2,1,3,-2
OWENS & MINOR,3M,0.015669,0.018803,2,0,1,3,2
3M,OWENS-ILLINOIS,0.041053,0.082106,0,0,1,1,0
OWENS-ILLINOIS,3M,0.041053,0.082106,0,0,1,1,0
3M,PG&E,0.001055,0.001582,1,0,2,3,1
PG&E,3M,0.000527,0.001582,0,1,2,3,-1
3M,PPG INDUSTRIES,0.017458,0.034916,0,0,1,1,0
PPG INDUSTRIES,3M,0.017458,0.034916,0,0,1,1,0
3M,PUBLIC SERVICE ENTERPRISE GROUP,0.000308,0.000617,0,0,1,1,0
PUBLIC SERVICE ENTERPRISE GROUP,3M,0.000308,0.000617,0,0,1,1,0
3M,RAYTHEON,0.001296,0.002592,0,0,1,1,0
RAYTHEON,3M,0.001296,0.002592,0,0,1,1,0
3M,SEMPRA ENERGY,0.001624,0.003247,0,0,1,1,0
SEMPRA ENERGY,3M,0.001624,0.003247,0,0,1,1,0
3M,SOUTHERN,0.000468,0.000468,1,0,0,1,1
SOUTHERN,3M,0.0,0.000468,0,1,0,1,-1
3M,STRYKER,0.0,0.056945,0,5,0,5,-5
STRYKER,3M,0.056945,0.056945,5,0,0,5,5
3M,TEXAS INSTRUMENTS,0.000512,0.001024,0,0,1,1,0
TEXAS INSTRUMENTS,3M,0.000512,0.001024,0,0,1,1,0
3M,TEXTRON,0.004125,0.008251,0,0,1,1,0
TEXTRON,3M,0.004125,0.008251,0,0,1,1,0
3M,UNION PACIFIC,0.008314,0.016628,0,0,2,2,0
UNION PACIFIC,3M,0.008314,0.016628,0,0,2,2,0
3M,UNITED PARCEL SERVICE,0.008256,0.016512,0,0,2,2,0
UNITED PARCEL SERVICE,3M,0.008256,0.016512,0,0,2,2,0
3M,UNITED TECHNOLOGIES,0.039608,0.079217,0,0,4,4,0
UNITED TECHNOLOGIES,3M,0.039608,0.079217,0,0,4,4,0
3M,VISA,0.000317,0.000633,0,0,1,1,0
VISA,3M,0.000317,0.000633,0,0,1,1,0
3M,WEYERHAEUSER,0.002544,0.003392,1,0,1,2,1
WEYERHAEUSER,3M,0.000848,0.003392,0,1,1,2,-1
3M,ZIMMER BIOMET HOLDINGS,0.005159,0.04127,0,3,1,4,-3
ZIMMER BIOMET HOLDINGS,3M,0.036111,0.04127,3,0,1,4,3
ABBOTT LABORATORIES,AGCO,0.005806,0.034835,0,2,1,3,-2
AGCO,ABBOTT LABORATORIES,0.029029,0.034835,2,0,1,3,2
ABBOTT LABORATORIES,ALTRIA GROUP,0.002591,0.005182,0,0,2,2,0
ALTRIA GROUP,ABBOTT LABORATORIES,0.002591,0.005182,0,0,2,2,0
ABBOTT LABORATORIES,AMERISOURCEBERGEN,0.016532,0.022042,3,1,0,4,2
AMERISOURCEBERGEN,ABBOTT LABORATORIES,0.005511,0.022042,1,3,0,4,-2
ABBOTT LABORATORIES,AT&T,0.0,0.00278,0,1,0,1,-1
AT&T,ABBOTT LABORATORIES,0.00278,0.00278,1,0,0,1,1
ABBOTT LABORATORIES,BALL,0.000416,0.000833,1,1,0,2,0
BALL,ABBOTT LABORATORIES,0.000416,0.000833,1,1,0,2,0
ABBOTT LABORATORIES,BAXTER INTERNATIONAL,0.033187,0.053099,1,0,3,4,1
BAXTER INTERNATIONAL,ABBOTT LABORATORIES,0.019912,0.053099,0,1,3,4,-1
ABBOTT LABORATORIES,BECTON DICKINSON,0.223287,0.35726,1,0,3,4,1
BECTON DICKINSON,ABBOTT LABORATORIES,0.133972,0.35726,0,1,3,4,-1
ABBOTT LABORATORIES,BOSTON SCIENTIFIC,0.009951,0.019902,0,0,3,3,0
BOSTON SCIENTIFIC,ABBOTT LABORATORIES,0.009951,0.019902,0,0,3,3,0
ABBOTT LABORATORIES,BRISTOL-MYERS SQUIBB,0.044607,0.072994,3,1,5,9,2
BRISTOL-MYERS SQUIBB,ABBOTT LABORATORIES,0.028387,0.072994,1,3,5,9,-2
ABBOTT LABORATORIES,CARDINAL HEALTH,0.014863,0.029727,0,0,3,3,0
CARDINAL HEALTH,ABBOTT LABORATORIES,0.014863,0.029727,0,0,3,3,0
ABBOTT LABORATORIES,CUMMINS,0.010178,0.020355,0,0,1,1,0
CUMMINS,ABBOTT LABORATORIES,0.010178,0.020355,0,0,1,1,0
ABBOTT LABORATORIES,DEERE,0.000625,0.002502,0,1,1,2,-1
DEERE,ABBOTT LABORATORIES,0.001876,0.002502,1,0,1,2,1
ABBOTT LABORATORIES,DELTA AIR LINES,0.000166,0.000331,0,0,1,1,0
DELTA AIR LINES,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,DUPONT DE NEMOURS,0.002313,0.004626,0,0,1,1,0
DUPONT DE NEMOURS,ABBOTT LABORATORIES,0.002313,0.004626,0,0,1,1,0
ABBOTT LABORATORIES,ELI LILLY,0.07611,0.190275,1,2,2,5,-1
ELI LILLY,ABBOTT LABORATORIES,0.114165,0.190275,2,1,2,5,1
ABBOTT LABORATORIES,GENERAL DYNAMICS,0.000166,0.000331,0,0,1,1,0
GENERAL DYNAMICS,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,GENERAL ELECTRIC,0.00617,0.012339,0,0,1,1,0
GENERAL ELECTRIC,ABBOTT LABORATORIES,0.00617,0.012339,0,0,1,1,0
ABBOTT LABORATORIES,HARTFORD FINANCIAL SERVICES,0.006046,0.009069,2,1,0,3,1
HARTFORD FINANCIAL SERVICES,ABBOTT LABORATORIES,0.003023,0.009069,1,2,0,3,-1
ABBOTT LABORATORIES,HCA HEALTHCARE,0.008375,0.016749,1,1,0,2,0
HCA HEALTHCARE,ABBOTT LABORATORIES,0.008375,0.016749,1,1,0,2,0
ABBOTT LABORATORIES,HONEYWELL INTERNATIONAL,0.000166,0.000331,0,0,1,1,0
HONEYWELL INTERNATIONAL,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,HUMANA,0.0,0.013689,0,1,0,1,-1
HUMANA,ABBOTT LABORATORIES,0.013689,0.013689,1,0,0,1,1
ABBOTT LABORATORIES,INTERNATIONAL PAPER,0.001725,0.00345,0,0,1,1,0
INTERNATIONAL PAPER,ABBOTT LABORATORIES,0.001725,0.00345,0,0,1,1,0
ABBOTT LABORATORIES,JOHNSON & JOHNSON,0.023798,0.041646,3,2,2,7,1
JOHNSON & JOHNSON,ABBOTT LABORATORIES,0.017848,0.041646,2,3,2,7,-1
ABBOTT LABORATORIES,KELLOGG,0.009297,0.024793,1,2,1,4,-1
KELLOGG,ABBOTT LABORATORIES,0.015496,0.024793,2,1,1,4,1
ABBOTT LABORATORIES,LIBERTY MUTUAL INSURANCE GROUP,0.000166,0.000331,0,0,1,1,0
LIBERTY MUTUAL INSURANCE GROUP,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,MERCK,0.028509,0.071273,0,1,4,5,-1
MERCK,ABBOTT LABORATORIES,0.042764,0.071273,1,0,4,5,1
ABBOTT LABORATORIES,METLIFE,0.00012,0.00048,0,1,1,2,-1
METLIFE,ABBOTT LABORATORIES,0.00036,0.00048,1,0,1,2,1
ABBOTT LABORATORIES,NORTHROP GRUMMAN,0.000166,0.000331,0,0,1,1,0
NORTHROP GRUMMAN,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,OWENS & MINOR,0.021377,0.042754,0,0,2,2,0
OWENS & MINOR,ABBOTT LABORATORIES,0.021377,0.042754,0,0,2,2,0
ABBOTT LABORATORIES,PEPSICO,0.000925,0.005553,0,2,1,3,-2
PEPSICO,ABBOTT LABORATORIES,0.004627,0.005553,2,0,1,3,2
ABBOTT LABORATORIES,PFIZER,0.001619,0.006478,0,1,1,2,-1
PFIZER,ABBOTT LABORATORIES,0.004858,0.006478,1,0,1,2,1
ABBOTT LABORATORIES,QUEST DIAGNOSTICS,0.009587,0.019174,0,0,2,2,0
QUEST DIAGNOSTICS,ABBOTT LABORATORIES,0.009587,0.019174,0,0,2,2,0
ABBOTT LABORATORIES,SOUTHWEST AIRLINES,0.000331,0.000331,1,0,0,1,1
SOUTHWEST AIRLINES,ABBOTT LABORATORIES,0.0,0.000331,0,1,0,1,-1
ABBOTT LABORATORIES,STATE FARM INSURANCE,0.003781,0.007563,0,0,1,1,0
STATE FARM INSURANCE,ABBOTT LABORATORIES,0.003781,0.007563,0,0,1,1,0
ABBOTT LABORATORIES,STRYKER,0.00956,0.00956,1,0,0,1,1
STRYKER,ABBOTT LABORATORIES,0.0,0.00956,0,1,0,1,-1
ABBOTT LABORATORIES,TEXAS INSTRUMENTS,7.4e-05,0.000149,0,0,1,1,0
TEXAS INSTRUMENTS,ABBOTT LABORATORIES,7.4e-05,0.000149,0,0,1,1,0
ABBOTT LABORATORIES,TRAVELERS,0.0,0.007563,0,1,0,1,-1
TRAVELERS,ABBOTT LABORATORIES,0.007563,0.007563,1,0,0,1,1
ABBOTT LABORATORIES,UNITED AIRLINES HOLDINGS,0.000166,0.000331,0,0,1,1,0
UNITED AIRLINES HOLDINGS,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,UNITED HEALTH GROUP,0.014863,0.029727,0,0,1,1,0
UNITED HEALTH GROUP,ABBOTT LABORATORIES,0.014863,0.029727,0,0,1,1,0
ABBOTT LABORATORIES,UNITED PARCEL SERVICE,0.003484,0.013938,0,1,1,2,-1
UNITED PARCEL SERVICE,ABBOTT LABORATORIES,0.010453,0.013938,1,0,1,2,1
ABBOTT LABORATORIES,VISA,0.000166,0.000331,0,0,1,1,0
VISA,ABBOTT LABORATORIES,0.000166,0.000331,0,0,1,1,0
ABBOTT LABORATORIES,WELLCARE HEALTH PLANS,0.005546,0.011093,0,0,1,1,0
WELLCARE HEALTH PLANS,ABBOTT LABORATORIES,0.005546,0.011093,0,0,1,1,0
ABBOTT LABORATORIES,WELLS FARGO,0.001318,0.003954,1,2,0,3,-1
WELLS FARGO,ABBOTT LABORATORIES,0.002636,0.003954,2,1,0,3,1
ABBOTT LABORATORIES,WINDSTREAM HOLDINGS,0.000739,0.002957,0,1,1,2,-1
WINDSTREAM HOLDINGS,ABBOTT LABORATORIES,0.002218,0.002957,1,0,1,2,1
ABBOTT LABORATORIES,XEROX,0.004827,0.009655,0,0,1,1,0
XEROX,ABBOTT LABORATORIES,0.004827,0.009655,0,0,1,1,0
ABBOTT LABORATORIES,YUM BRANDS,0.000799,0.001598,0,0,1,1,0
YUM BRANDS,ABBOTT LABORATORIES,0.000799,0.001598,0,0,1,1,0
ABBOTT LABORATORIES,ZIMMER BIOMET HOLDINGS,0.032221,0.048331,1,0,2,3,1
ZIMMER BIOMET HOLDINGS,ABBOTT LABORATORIES,0.01611,0.048331,0,1,2,3,-1
ADOBE,AMAZON,0.012791,0.025583,0,0,2,2,0
AMAZON,ADOBE,0.012791,0.025583,0,0,2,2,0
ADOBE,AMGEN,0.006396,0.025583,0,1,1,2,-1
AMGEN,ADOBE,0.019187,0.025583,1,0,1,2,1
ADOBE,BROADCOM,0.024969,0.099875,0,1,1,2,-1
BROADCOM,ADOBE,0.074906,0.099875,1,0,1,2,1
ADOBE,CISCO SYSTEMS,0.0159,0.1272,0,3,1,4,-3
CISCO SYSTEMS,ADOBE,0.1113,0.1272,3,0,1,4,3
ADOBE,COGNIZANT TECHNOLOGY SOLUTIONS,0.0,0.19944,0,2,0,2,-2
COGNIZANT TECHNOLOGY SOLUTIONS,ADOBE,0.19944,0.19944,2,0,0,2,2
ADOBE,FISERV,0.007013,0.014027,1,1,0,2,0
FISERV,ADOBE,0.007013,0.014027,1,1,0,2,0
ADOBE,HOME DEPOT,0.022108,0.022108,1,0,0,1,1
HOME DEPOT,ADOBE,0.0,0.022108,0,1,0,1,-1
ADOBE,INTEL,0.0,0.048861,0,1,0,1,-1
INTEL,ADOBE,0.048861,0.048861,1,0,0,1,1
ADOBE,INTUIT,0.015062,0.030124,0,0,2,2,0
INTUIT,ADOBE,0.015062,0.030124,0,0,2,2,0
ADOBE,LINCOLN NATIONAL,0.005527,0.022108,0,1,1,2,-1
LINCOLN NATIONAL,ADOBE,0.016581,0.022108,1,0,1,2,1
ADOBE,LUMEN TECHNOLOGIES,0.001737,0.003474,0,0,1,1,0
LUMEN TECHNOLOGIES,ADOBE,0.001737,0.003474,0,0,1,1,0
ADOBE,METLIFE,0.0,0.003474,0,1,0,1,-1
METLIFE,ADOBE,0.003474,0.003474,1,0,0,1,1
ADOBE,MOTOROLA SOLUTIONS,0.001737,0.003474,0,0,1,1,0
MOTOROLA SOLUTIONS,ADOBE,0.001737,0.003474,0,0,1,1,0
ADOBE,NCR,0.0,0.022108,0,1,0,1,-1
NCR,ADOBE,0.022108,0.022108,1,0,0,1,1
ADOBE,NEWS CORP.,0.005527,0.022108,0,1,1,2,-1
NEWS CORP.,ADOBE,0.016581,0.022108,1,0,1,2,1
ADOBE,NORTHWESTERN MUTUAL,0.0,0.022108,0,1,0,1,-1
NORTHWESTERN MUTUAL,ADOBE,0.022108,0.022108,1,0,0,1,1
ADOBE,ORACLE,0.0,0.071891,0,3,0,3,-3
ORACLE,ADOBE,0.071891,0.071891,3,0,0,3,3
ADOBE,PEPSICO,0.011054,0.022108,0,0,2,2,0
PEPSICO,ADOBE,0.011054,0.022108,0,0,2,2,0
ADOBE,PFIZER,0.0,0.062888,0,2,0,2,-2
PFIZER,ADOBE,0.062888,0.062888,2,0,0,2,2
ADOBE,PROCTER & GAMBLE,0.004008,0.008016,0,0,1,1,0
PROCTER & GAMBLE,ADOBE,0.004008,0.008016,0,0,1,1,0
ADOBE,QUALCOMM,0.0,0.055309,0,3,0,3,-3
QUALCOMM,ADOBE,0.055309,0.055309,3,0,0,3,3
ADOBE,SALESFORCE,0.124938,0.249875,0,0,1,1,0
SALESFORCE,ADOBE,0.124938,0.249875,0,0,1,1,0
ADOBE,STANLEY BLACK & DECKER,0.0,0.122905,0,1,0,1,-1
STANLEY BLACK & DECKER,ADOBE,0.122905,0.122905,1,0,0,1,1
ADOBE,TEXAS INSTRUMENTS,0.0,0.033201,0,1,0,1,-1
TEXAS INSTRUMENTS,ADOBE,0.033201,0.033201,1,0,0,1,1
ADP,CHESAPEAKE ENERGY,0.01566,0.01566,1,0,0,1,1
CHESAPEAKE ENERGY,ADP,0.0,0.01566,0,1,0,1,-1
ADP,NEWMONT,0.011515,0.02303,0,0,1,1,0
NEWMONT,ADP,0.011515,0.02303,0,0,1,1,0
ADP,RYDER SYSTEM,0.00783,0.01566,0,0,1,1,0
RYDER SYSTEM,ADP,0.00783,0.01566,0,0,1,1,0
ADVANCE AUTO PARTS,ADVANCED MICRO DEVICES,0.0,0.099875,0,1,0,1,-1
ADVANCED MICRO DEVICES,ADVANCE AUTO PARTS,0.099875,0.099875,1,0,0,1,1
ADVANCE AUTO PARTS,BANK OF NEW YORK MELLON,0.0,0.06375,0,1,0,1,-1
BANK OF NEW YORK MELLON,ADVANCE AUTO PARTS,0.06375,0.06375,1,0,0,1,1
ADVANCE AUTO PARTS,CONOCOPHILLIPS,0.0,0.099875,0,1,0,1,-1
CONOCOPHILLIPS,ADVANCE AUTO PARTS,0.099875,0.099875,1,0,0,1,1
ADVANCE AUTO PARTS,FIFTH THIRD BANCORP,0.049938,0.099875,0,0,1,1,0
FIFTH THIRD BANCORP,ADVANCE AUTO PARTS,0.049938,0.099875,0,0,1,1,0
ADVANCE AUTO PARTS,FIRSTENERGY,0.0,0.099875,0,1,0,1,-1
FIRSTENERGY,ADVANCE AUTO PARTS,0.099875,0.099875,1,0,0,1,1
ADVANCE AUTO PARTS,GUARDIAN LIFE INS. CO. OF AMERICA,0.036125,0.036125,1,0,0,1,1
GUARDIAN LIFE INS. CO. OF AMERICA,ADVANCE AUTO PARTS,0.0,0.036125,0,1,0,1,-1
ADVANCE AUTO PARTS,HONEYWELL INTERNATIONAL,0.0,0.099875,0,1,0,1,-1
HONEYWELL INTERNATIONAL,ADVANCE AUTO PARTS,0.099875,0.099875,1,0,0,1,1
ADVANCE AUTO PARTS,LAND O'LAKES,0.018062,0.036125,0,0,1,1,0
LAND O'LAKES,ADVANCE AUTO PARTS,0.018062,0.036125,0,0,1,1,0
ADVANCE AUTO PARTS,MARSH & MCLENNAN,0.0,0.099875,0,1,0,1,-1
MARSH & MCLENNAN,ADVANCE AUTO PARTS,0.099875,0.099875,1,0,0,1,1
ADVANCE AUTO PARTS,METLIFE,0.0,0.036125,0,2,0,2,-2
METLIFE,ADVANCE AUTO PARTS,0.036125,0.036125,2,0,0,2,2
ADVANCE AUTO PARTS,MUTUAL OF OMAHA INSURANCE,0.0,0.036125,0,1,0,1,-1
MUTUAL OF OMAHA INSURANCE,ADVANCE AUTO PARTS,0.036125,0.036125,1,0,0,1,1
ADVANCE AUTO PARTS,NAVIENT,0.0,0.036125,0,1,0,1,-1
NAVIENT,ADVANCE AUTO PARTS,0.036125,0.036125,1,0,0,1,1
ADVANCE AUTO PARTS,PRINCIPAL FINANCIAL,0.0,0.036125,0,1,0,1,-1
PRINCIPAL FINANCIAL,ADVANCE AUTO PARTS,0.036125,0.036125,1,0,0,1,1
ADVANCED MICRO DEVICES,ALPHABET,0.002514,0.005028,0,0,2,2,0
ALPHABET,ADVANCED MICRO DEVICES,0.002514,0.005028,0,0,2,2,0
ADVANCED MICRO DEVICES,AMERICAN ELECTRIC POWER,0.091208,0.182416,0,0,3,3,0
AMERICAN ELECTRIC POWER,ADVANCED MICRO DEVICES,0.091208,0.182416,0,0,3,3,0
ADVANCED MICRO DEVICES,ANADARKO PETROLEUM,0.014911,0.029821,0,0,2,2,0
ANADARKO PETROLEUM,ADVANCED MICRO DEVICES,0.014911,0.029821,0,0,2,2,0
ADVANCED MICRO DEVICES,ASSURANT,0.039802,0.079604,0,0,1,1,0
ASSURANT,ADVANCED MICRO DEVICES,0.039802,0.079604,0,0,1,1,0
ADVANCED MICRO DEVICES,BALL,0.0,0.007713,0,1,0,1,-1
BALL,ADVANCED MICRO DEVICES,0.007713,0.007713,1,0,0,1,1
ADVANCED MICRO DEVICES,BANK OF NEW YORK MELLON,0.031875,0.06375,0,0,1,1,0
BANK OF NEW YORK MELLON,ADVANCED MICRO DEVICES,0.031875,0.06375,0,0,1,1,0
ADVANCED MICRO DEVICES,BERKSHIRE HATHAWAY,0.005325,0.01065,0,0,2,2,0
BERKSHIRE HATHAWAY,ADVANCED MICRO DEVICES,0.005325,0.01065,0,0,2,2,0
ADVANCED MICRO DEVICES,CALPINE,0.015044,0.030088,0,0,3,3,0
CALPINE,ADVANCED MICRO DEVICES,0.015044,0.030088,0,0,3,3,0
ADVANCED MICRO DEVICES,CATERPILLAR,0.00945,0.0189,0,0,2,2,0
CATERPILLAR,ADVANCED MICRO DEVICES,0.00945,0.0189,0,0,2,2,0
ADVANCED MICRO DEVICES,CENTERPOINT ENERGY,0.027339,0.041009,1,0,2,3,1
CENTERPOINT ENERGY,ADVANCED MICRO DEVICES,0.01367,0.041009,0,1,2,3,-1
ADVANCED MICRO DEVICES,CHARLES SCHWAB,0.003857,0.007713,0,0,1,1,0
CHARLES SCHWAB,ADVANCED MICRO DEVICES,0.003857,0.007713,0,0,1,1,0
ADVANCED MICRO DEVICES,CHEVRON,0.014911,0.029821,0,0,2,2,0
CHEVRON,ADVANCED MICRO DEVICES,0.014911,0.029821,0,0,2,2,0
ADVANCED MICRO DEVICES,CISCO SYSTEMS,0.000648,0.001295,0,0,1,1,0
CISCO SYSTEMS,ADVANCED MICRO DEVICES,0.000648,0.001295,0,0,1,1,0
ADVANCED MICRO DEVICES,CITIGROUP,0.040914,0.040914,2,0,0,2,2
CITIGROUP,ADVANCED MICRO DEVICES,0.0,0.040914,0,2,0,2,-2
ADVANCED MICRO DEVICES,CMS ENERGY,0.071249,0.142497,0,0,4,4,0
CMS ENERGY,ADVANCED MICRO DEVICES,0.071249,0.142497,0,0,4,4,0
ADVANCED MICRO DEVICES,COMCAST,0.013458,0.026916,0,0,3,3,0
COMCAST,ADVANCED MICRO DEVICES,0.013458,0.026916,0,0,3,3,0
ADVANCED MICRO DEVICES,CONOCOPHILLIPS,0.089739,0.179479,0,0,1,1,0
CONOCOPHILLIPS,ADVANCED MICRO DEVICES,0.089739,0.179479,0,0,1,1,0
ADVANCED MICRO DEVICES,CONSOLIDATED EDISON,0.166,0.166,5,0,0,5,5
CONSOLIDATED EDISON,ADVANCED MICRO DEVICES,0.0,0.166,0,5,0,5,-5
ADVANCED MICRO DEVICES,CSX,0.014911,0.029821,0,0,1,1,0
CSX,ADVANCED MICRO DEVICES,0.014911,0.029821,0,0,1,1,0
ADVANCED MICRO DEVICES,CUMMINS,0.017187,0.051561,0,1,2,3,-1
CUMMINS,ADVANCED MICRO DEVICES,0.034374,0.051561,1,0,2,3,1
ADVANCED MICRO DEVICES,DISCOVER FINANCIAL SERVICES,0.014911,0.029821,0,0,1,1,0
DISCOVER FINANCIAL SERVICES,ADVANCED MICRO DEVICES,0.014911,0.029821,0,0,1,1,0
ADVANCED MICRO DEVICES,DOMINION ENERGY,0.029821,0.029821,1,0,0,1,1
DOMINION ENERGY,ADVANCED MICRO DEVICES,0.0,0.029821,0,1,0,1,-1
ADVANCED MICRO DEVICES,DTE ENERGY,0.014911,0.029821,0,0,3,3,0
DTE ENERGY,ADVANCED MICRO DEVICES,0.014911,0.029821,0,0,3,3,0
