source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
3M,FEDEX,0.0004,0.000799,0,0,1,1,0
FEDEX,3M,0.0004,0.000799,0,0,1,1,0
3M,FIRSTENERGY,0.002533,0.003377,1,0,1,2,1
FIRSTENERGY,3M,0.000844,0.003377,0,1,1,2,-1
3M,GENERAL DYNAMICS,0.002131,0.004972,0,1,6,7,-1
GENERAL DYNAMICS,3M,0.002841,0.004972,1,0,6,7,1
3M,GENERAL ELECTRIC,0.000708,0.001416,1,1,0,2,0
GENERAL ELECTRIC,3M,0.000708,0.001416,1,1,0,2,0
3M,GENERAL MILLS,0.024956,0.024956,2,0,0,2,2
GENERAL MILLS,3M,0.0,0.024956,0,2,0,2,-2
3M,GENERAL MOTORS,0.029726,0.104043,1,4,2,7,-3
GENERAL MOTORS,3M,0.074316,0.104043,4,1,2,7,3
3M,HARTFORD FINANCIAL SERVICES,0.000799,0.000799,1,0,0,1,1
HARTFORD FINANCIAL SERVICES,3M,0.0,0.000799,0,1,0,1,-1
3M,HCA HEALTHCARE,0.003966,0.007931,0,0,1,1,0
HCA HEALTHCARE,3M,0.003966,0.007931,0,0,1,1,0
3M,HOME DEPOT,0.028065,0.056131,1,1,0,2,0
HOME DEPOT,3M,0.028065,0.056131,1,1,0,2,0
3M,HONEYWELL INTERNATIONAL,0.002118,0.004235,1,1,0,2,0
HONEYWELL INTERNATIONAL,3M,0.002118,0.004235,1,1,0,2,0
3M,HP,0.006448,0.012897,1,1,1,3,0
HP,3M,0.006448,0.012897,1,1,1,3,0
3M,INTEL,0.0,0.00086,0,4,0,4,-4
INTEL,3M,0.00086,0.00086,4,0,0,4,4
3M,JOHNSON & JOHNSON,0.009641,0.057845,0,2,1,3,-2
JOHNSON & JOHNSON,3M,0.048204,0.057845,2,0,1,3,2
3M,KELLOGG,0.008082,0.008082,2,0,0,2,2
KELLOGG,3M,0.0,0.008082,0,2,0,2,-2
3M,KROGER,0.016538,0.016538,2,0,0,2,2
KROGER,3M,0.0,0.016538,0,2,0,2,-2
3M,L3HARRIS TECHNOLOGIES,0.000514,0.001028,0,0,2,2,0
L3HARRIS TECHNOLOGIES,3M,0.000514,0.001028,0,0,2,2,0
3M,LABORATORY CORP. OF AMERICA,0.001624,0.003247,0,0,1,1,0
LABORATORY CORP. OF AMERICA,3M,0.001624,0.003247,0,0,1,1,0
3M,LOCKHEED MARTIN,0.002019,0.006057,0,1,2,3,-1
LOCKHEED MARTIN,3M,0.004038,0.006057,1,0,2,3,1
3M,MASTERCARD,0.019174,0.019174,2,0,0,2,2
MASTERCARD,3M,0.0,0.019174,0,2,0,2,-2
3M,MCKESSON,0.000247,0.000247,1,0,0,1,1
MCKESSON,3M,0.0,0.000247,0,1,0,1,-1
3M,MICRON TECHNOLOGY,0.000339,0.000677,0,0,2,2,0
MICRON TECHNOLOGY,3M,0.000339,0.000677,0,0,2,2,0
3M,MICROSOFT,0.000256,0.000513,0,0,2,2,0
MICROSOFT,3M,0.000256,0.000513,0,0,2,2,0
3M,NORTHROP GRUMMAN,0.001329,0.005315,0,2,2,4,-2
NORTHROP GRUMMAN,3M,0.003987,0.005315,2,0,2,4,2
3M,ORACLE,0.001366,0.002732,1,1,2,4,0
ORACLE,3M,0.001366,0.002732,1,1,2,4,0
3M,OWENS & MINOR,0.075581,0.113371,2,0,4,6,2
OWENS & MINOR,3M,0.03779,0.113371,0,2,4,6,-2
3M,PPG INDUSTRIES,0.007379,0.009224,3,0,2,5,3
PPG INDUSTRIES,3M,0.001845,0.009224,0,3,2,5,-3
3M,PPL,0.005228,0.010456,0,0,2,2,0
PPL,3M,0.005228,0.010456,0,0,2,2,0
3M,PUBLIC SERVICE ENTERPRISE GROUP,0.002901,0.002901,1,0,0,1,1
PUBLIC SERVICE ENTERPRISE GROUP,3M,0.0,0.002901,0,1,0,1,-1
3M,QUALCOMM,0.000106,0.000424,0,1,1,2,-1
QUALCOMM,3M,0.000318,0.000424,1,0,1,2,1
3M,RAYTHEON,0.000705,0.001409,0,0,4,4,0
RAYTHEON,3M,0.000705,0.001409,0,0,4,4,0
3M,SHERWIN-WILLIAMS,0.00376,0.00752,0,0,2,2,0
SHERWIN-WILLIAMS,3M,0.00376,0.00752,0,0,2,2,0
3M,SOUTHWEST AIRLINES,0.000251,0.000501,0,0,2,2,0
SOUTHWEST AIRLINES,3M,0.000251,0.000501,0,0,2,2,0
3M,TARGET,0.076751,0.109644,3,1,1,5,2
TARGET,3M,0.032893,0.109644,1,3,1,5,-2
3M,THERMO FISHER SCIENTIFIC,0.068473,0.136946,0,0,6,6,0
THERMO FISHER SCIENTIFIC,3M,0.068473,0.136946,0,0,6,6,0
3M,UNION PACIFIC,0.00065,0.001301,0,0,1,1,0
UNION PACIFIC,3M,0.00065,0.001301,0,0,1,1,0
3M,UNITED AIRLINES HOLDINGS,0.000342,0.000684,0,0,1,1,0
UNITED AIRLINES HOLDINGS,3M,0.000342,0.000684,0,0,1,1,0
3M,WALGREENS BOOTS ALLIANCE,0.006296,0.025185,0,1,1,2,-1
WALGREENS BOOTS ALLIANCE,3M,0.018889,0.025185,1,0,1,2,1
3M,WALMART,0.020975,0.104877,0,3,2,5,-3
WALMART,3M,0.083902,0.104877,3,0,2,5,3
3M,WALT DISNEY,0.0394,0.045028,3,0,1,4,3
WALT DISNEY,3M,0.005629,0.045028,0,3,1,4,-3
ABBOTT LABORATORIES,AECOM,0.0,0.028526,0,1,0,1,-1
AECOM,ABBOTT LABORATORIES,0.028526,0.028526,1,0,0,1,1
ABBOTT LABORATORIES,AMGEN,0.001799,0.003598,0,0,1,1,0
AMGEN,ABBOTT LABORATORIES,0.001799,0.003598,0,0,1,1,0
ABBOTT LABORATORIES,BECTON DICKINSON,0.0,0.057864,0,1,0,1,-1
BECTON DICKINSON,ABBOTT LABORATORIES,0.057864,0.057864,1,0,0,1,1
ABBOTT LABORATORIES,BERKSHIRE HATHAWAY,0.0,0.002124,0,1,0,1,-1
BERKSHIRE HATHAWAY,ABBOTT LABORATORIES,0.002124,0.002124,1,0,0,1,1
ABBOTT LABORATORIES,BIOGEN,0.000263,0.000526,0,0,2,2,0
BIOGEN,ABBOTT LABORATORIES,0.000263,0.000526,0,0,2,2,0
ABBOTT LABORATORIES,CARDINAL HEALTH,0.017376,0.021719,4,1,0,5,3
CARDINAL HEALTH,ABBOTT LABORATORIES,0.004344,0.021719,1,4,0,5,-3
ABBOTT LABORATORIES,CHS,0.012593,0.025185,0,0,1,1,0
CHS,ABBOTT LABORATORIES,0.012593,0.025185,0,0,1,1,0
ABBOTT LABORATORIES,CSX,0.0,0.003793,0,1,0,1,-1
CSX,ABBOTT LABORATORIES,0.003793,0.003793,1,0,0,1,1
ABBOTT LABORATORIES,CVS HEALTH,0.0,0.005922,0,1,0,1,-1
CVS HEALTH,ABBOTT LABORATORIES,0.005922,0.005922,1,0,0,1,1
ABBOTT LABORATORIES,DANAHER,0.029017,0.03869,1,0,1,2,1
DANAHER,ABBOTT LABORATORIES,0.009672,0.03869,0,1,1,2,-1
ABBOTT LABORATORIES,GENERAL ELECTRIC,0.009726,0.016211,1,0,4,5,1
GENERAL ELECTRIC,ABBOTT LABORATORIES,0.006484,0.016211,0,1,4,5,-1
ABBOTT LABORATORIES,GENERAL MOTORS,0.0,0.001175,0,1,0,1,-1
GENERAL MOTORS,ABBOTT LABORATORIES,0.001175,0.001175,1,0,0,1,1
ABBOTT LABORATORIES,HCA HEALTHCARE,0.001799,0.003598,0,0,1,1,0
HCA HEALTHCARE,ABBOTT LABORATORIES,0.001799,0.003598,0,0,1,1,0
ABBOTT LABORATORIES,HOME DEPOT,0.0,0.004626,0,1,0,1,-1
HOME DEPOT,ABBOTT LABORATORIES,0.004626,0.004626,1,0,0,1,1
ABBOTT LABORATORIES,KROGER,0.0,0.005922,0,1,0,1,-1
KROGER,ABBOTT LABORATORIES,0.005922,0.005922,1,0,0,1,1
ABBOTT LABORATORIES,LABORATORY CORP. OF AMERICA,0.022337,0.089349,0,3,3,6,-3
LABORATORY CORP. OF AMERICA,ABBOTT LABORATORIES,0.067012,0.089349,3,0,3,6,3
ABBOTT LABORATORIES,QUEST DIAGNOSTICS,0.029851,0.079604,1,2,1,4,-1
QUEST DIAGNOSTICS,ABBOTT LABORATORIES,0.049752,0.079604,2,1,1,4,1
ABBOTT LABORATORIES,SHERWIN-WILLIAMS,0.001062,0.002124,0,0,1,1,0
SHERWIN-WILLIAMS,ABBOTT LABORATORIES,0.001062,0.002124,0,0,1,1,0
ABBOTT LABORATORIES,TEXAS INSTRUMENTS,0.0,0.000949,0,1,0,1,-1
TEXAS INSTRUMENTS,ABBOTT LABORATORIES,0.000949,0.000949,1,0,0,1,1
ABBOTT LABORATORIES,THERMO FISHER SCIENTIFIC,0.011977,0.023953,0,0,3,3,0
THERMO FISHER SCIENTIFIC,ABBOTT LABORATORIES,0.011977,0.023953,0,0,3,3,0
ABBVIE,AMGEN,0.050974,0.101949,1,1,6,8,0
AMGEN,ABBVIE,0.050974,0.101949,1,1,6,8,0
ABBVIE,BAXTER INTERNATIONAL,0.105948,0.211896,0,0,3,3,0
BAXTER INTERNATIONAL,ABBVIE,0.105948,0.211896,0,0,3,3,0
ABBVIE,BIOGEN,0.134648,0.188508,5,2,0,7,3
BIOGEN,ABBVIE,0.053859,0.188508,2,5,0,7,-3
ABBVIE,BRISTOL-MYERS SQUIBB,0.02216,0.066481,0,1,2,3,-1
BRISTOL-MYERS SQUIBB,ABBVIE,0.04432,0.066481,1,0,2,3,1
ABBVIE,CENTENE,0.015372,0.030743,0,0,3,3,0
CENTENE,ABBVIE,0.015372,0.030743,0,0,3,3,0
ABBVIE,CHS,0.05,0.1,0,0,1,1,0
CHS,ABBVIE,0.05,0.1,0,0,1,1,0
ABBVIE,CIGNA,0.027639,0.055279,0,0,3,3,0
CIGNA,ABBVIE,0.027639,0.055279,0,0,3,3,0
ABBVIE,CISCO SYSTEMS,0.0,0.003733,0,1,0,1,-1
CISCO SYSTEMS,ABBVIE,0.003733,0.003733,1,0,0,1,1
ABBVIE,DELL TECHNOLOGIES,0.0,0.003283,0,2,0,2,-2
DELL TECHNOLOGIES,ABBVIE,0.003283,0.003283,2,0,0,2,2
ABBVIE,ELI LILLY,0.019809,0.039619,0,0,1,1,0
ELI LILLY,ABBVIE,0.019809,0.039619,0,0,1,1,0
ABBVIE,GENERAL MOTORS,0.0,0.055279,0,2,0,2,-2
GENERAL MOTORS,ABBVIE,0.055279,0.055279,2,0,0,2,2
ABBVIE,GENWORTH FINANCIAL,0.149829,0.299658,0,0,1,1,0
GENWORTH FINANCIAL,ABBVIE,0.149829,0.299658,0,0,1,1,0
ABBVIE,HUMANA,0.023913,0.143479,0,2,1,3,-2
HUMANA,ABBVIE,0.119566,0.143479,2,0,1,3,2
ABBVIE,IBM,0.027639,0.055279,0,0,1,1,0
IBM,ABBVIE,0.027639,0.055279,0,0,1,1,0
ABBVIE,INTEL,0.0,0.003733,0,1,0,1,-1
INTEL,ABBVIE,0.003733,0.003733,1,0,0,1,1
ABBVIE,JOHNSON & JOHNSON,0.006081,0.024325,0,1,1,2,-1
JOHNSON & JOHNSON,ABBVIE,0.018244,0.024325,1,0,1,2,1
ABBVIE,LOCKHEED MARTIN,0.027639,0.055279,0,0,1,1,0
LOCKHEED MARTIN,ABBVIE,0.027639,0.055279,0,0,1,1,0
ABBVIE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.049938,0.099875,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,ABBVIE,0.049938,0.099875,0,0,1,1,0
ABBVIE,MCKESSON,0.034856,0.069712,1,1,0,2,0
MCKESSON,ABBVIE,0.034856,0.069712,1,1,0,2,0
ABBVIE,MERCK,0.020732,0.145121,0,5,2,7,-5
MERCK,ABBVIE,0.124389,0.145121,5,0,2,7,5
ABBVIE,METLIFE,0.069282,0.138565,0,0,1,1,0
METLIFE,ABBVIE,0.069282,0.138565,0,0,1,1,0
ABBVIE,MICRON TECHNOLOGY,0.0,0.003733,0,1,0,1,-1
MICRON TECHNOLOGY,ABBVIE,0.003733,0.003733,1,0,0,1,1
ABBVIE,MUTUAL OF OMAHA INSURANCE,0.028451,0.113804,0,1,1,2,-1
MUTUAL OF OMAHA INSURANCE,ABBVIE,0.085353,0.113804,1,0,1,2,1
ABBVIE,NEXTERA ENERGY,0.069282,0.138565,0,0,1,1,0
NEXTERA ENERGY,ABBVIE,0.069282,0.138565,0,0,1,1,0
ABBVIE,ORACLE,0.0,0.005374,0,2,0,2,-2
ORACLE,ABBVIE,0.005374,0.005374,2,0,0,2,2
ABBVIE,PRUDENTIAL FINANCIAL,0.075,0.15,0,0,1,1,0
PRUDENTIAL FINANCIAL,ABBVIE,0.075,0.15,0,0,1,1,0
ADOBE,ALASKA AIR GROUP,0.0,0.01566,0,2,0,2,-2
ALASKA AIR GROUP,ADOBE,0.01566,0.01566,2,0,0,2,2
ADOBE,HP,0.018704,0.074815,0,1,1,2,-1
HP,ADOBE,0.056111,0.074815,1,0,1,2,1
ADP,ALLY FINANCIAL,0.049938,0.099875,0,0,1,1,0
ALLY FINANCIAL,ADP,0.049938,0.099875,0,0,1,1,0
ADP,AMERICAN EXPRESS,0.049938,0.099875,0,0,1,1,0
AMERICAN EXPRESS,ADP,0.049938,0.099875,0,0,1,1,0
ADP,HOLLYFRONTIER,0.049938,0.099875,0,0,1,1,0
HOLLYFRONTIER,ADP,0.049938,0.099875,0,0,1,1,0
ADP,KROGER,0.049938,0.099875,0,0,1,1,0
KROGER,ADP,0.049938,0.099875,0,0,1,1,0
ADP,NEXTERA ENERGY,0.018062,0.036125,0,0,1,1,0
NEXTERA ENERGY,ADP,0.018062,0.036125,0,0,1,1,0
ADP,NIKE,0.049938,0.099875,0,0,1,1,0
NIKE,ADP,0.049938,0.099875,0,0,1,1,0
ADP,PHILLIPS 66,0.049938,0.099875,0,0,1,1,0
PHILLIPS 66,ADP,0.049938,0.099875,0,0,1,1,0
ADP,QUEST DIAGNOSTICS,0.049938,0.099875,0,0,1,1,0
QUEST DIAGNOSTICS,ADP,0.049938,0.099875,0,0,1,1,0
ADP,USAA,0.049938,0.099875,0,0,1,1,0
USAA,ADP,0.049938,0.099875,0,0,1,1,0
ADVANCED MICRO DEVICES,CUMMINS,0.034835,0.034835,1,0,0,1,1
CUMMINS,ADVANCED MICRO DEVICES,0.0,0.034835,0,1,0,1,-1
ADVANCED MICRO DEVICES,DISH NETWORK,0.004041,0.008082,0,0,1,1,0
DISH NETWORK,ADVANCED MICRO DEVICES,0.004041,0.008082,0,0,1,1,0
ADVANCED MICRO DEVICES,GENERAL ELECTRIC,0.019174,0.019174,1,0,0,1,1
GENERAL ELECTRIC,ADVANCED MICRO DEVICES,0.0,0.019174,0,1,0,1,-1
ADVANCED MICRO DEVICES,HP,0.013628,0.027256,1,1,1,3,0
HP,ADVANCED MICRO DEVICES,0.013628,0.027256,1,1,1,3,0
ADVANCED MICRO DEVICES,INTEL,0.06266,0.093989,1,0,2,3,1
INTEL,ADVANCED MICRO DEVICES,0.03133,0.093989,0,1,2,3,-1
ADVANCED MICRO DEVICES,JABIL,0.004041,0.008082,0,0,1,1,0
JABIL,ADVANCED MICRO DEVICES,0.004041,0.008082,0,0,1,1,0
ADVANCED MICRO DEVICES,MICRON TECHNOLOGY,0.079403,0.132338,1,0,4,5,1
MICRON TECHNOLOGY,ADVANCED MICRO DEVICES,0.052935,0.132338,0,1,4,5,-1
ADVANCED MICRO DEVICES,NUCOR,0.004041,0.008082,0,0,1,1,0
NUCOR,ADVANCED MICRO DEVICES,0.004041,0.008082,0,0,1,1,0
ADVANCED MICRO DEVICES,QUALCOMM,0.06266,0.093989,1,0,2,3,1
QUALCOMM,ADVANCED MICRO DEVICES,0.03133,0.093989,0,1,2,3,-1
ADVANCED MICRO DEVICES,TEXAS INSTRUMENTS,0.018171,0.027256,1,0,2,3,1
TEXAS INSTRUMENTS,ADVANCED MICRO DEVICES,0.009085,0.027256,0,1,2,3,-1
AECOM,ALASKA AIR GROUP,0.006812,0.013625,0,0,2,2,0
ALASKA AIR GROUP,AECOM,0.006812,0.013625,0,0,2,2,0
AECOM,AMERICAN AIRLINES GROUP,0.001477,0.001641,4,0,1,5,4
AMERICAN AIRLINES GROUP,AECOM,0.000164,0.001641,0,4,1,5,-4
AECOM,BALL,0.0,0.020444,0,1,0,1,-1
BALL,AECOM,0.020444,0.020444,1,0,0,1,1
AECOM,BANK OF AMERICA,0.0,0.078309,0,1,0,1,-1
BANK OF AMERICA,AECOM,0.078309,0.078309,1,0,0,1,1
AECOM,BERKSHIRE HATHAWAY,0.016217,0.024325,1,0,2,3,1
BERKSHIRE HATHAWAY,AECOM,0.008108,0.024325,0,1,2,3,-1
AECOM,CENTENE,0.019809,0.039619,0,0,1,1,0
CENTENE,AECOM,0.019809,0.039619,0,0,1,1,0
AECOM,CHEMOURS,0.049938,0.099875,0,0,1,1,0
CHEMOURS,AECOM,0.049938,0.099875,0,0,1,1,0
AECOM,CHS,0.020423,0.040845,0,0,1,1,0
CHS,AECOM,0.020423,0.040845,0,0,1,1,0
AECOM,CISCO SYSTEMS,0.020444,0.020444,1,0,0,1,1
CISCO SYSTEMS,AECOM,0.0,0.020444,0,1,0,1,-1
AECOM,COGNIZANT TECHNOLOGY SOLUTIONS,0.007046,0.014093,0,0,1,1,0
COGNIZANT TECHNOLOGY SOLUTIONS,AECOM,0.007046,0.014093,0,0,1,1,0
AECOM,CONSOLIDATED EDISON,0.0,0.013385,0,2,0,2,-2
CONSOLIDATED EDISON,AECOM,0.013385,0.013385,2,0,0,2,2
AECOM,CSX,0.010222,0.020444,0,0,3,3,0
CSX,AECOM,0.010222,0.020444,0,0,3,3,0
AECOM,CUMMINS,0.0,0.026862,0,2,0,2,-2
CUMMINS,AECOM,0.026862,0.026862,2,0,0,2,2
AECOM,DISCOVERY,0.138565,0.138565,1,0,0,1,1
DISCOVERY,AECOM,0.0,0.138565,0,1,0,1,-1
AECOM,DISH NETWORK,0.037977,0.037977,1,0,0,1,1
DISH NETWORK,AECOM,0.0,0.037977,0,1,0,1,-1
AECOM,DTE ENERGY,0.004946,0.009892,0,0,1,1,0
DTE ENERGY,AECOM,0.004946,0.009892,0,0,1,1,0
AECOM,FLUOR,0.01703,0.068122,0,2,2,4,-2
FLUOR,AECOM,0.051091,0.068122,2,0,2,4,2
AECOM,GENERAL DYNAMICS,0.000615,0.001641,0,1,3,4,-1
GENERAL DYNAMICS,AECOM,0.001026,0.001641,1,0,3,4,1
AECOM,HUMANA,0.001641,0.001641,1,0,0,1,1
HUMANA,AECOM,0.0,0.001641,0,1,0,1,-1
AECOM,IHEARTMEDIA,0.003474,0.003474,1,0,0,1,1
IHEARTMEDIA,AECOM,0.0,0.003474,0,1,0,1,-1
AECOM,INTEL,0.0,0.014433,0,1,0,1,-1
INTEL,AECOM,0.014433,0.014433,1,0,0,1,1
AECOM,JABIL,0.0,0.003474,0,1,0,1,-1
JABIL,AECOM,0.003474,0.003474,1,0,0,1,1
AECOM,JETBLUE AIRWAYS,0.016367,0.028058,2,1,3,6,1
JETBLUE AIRWAYS,AECOM,0.011691,0.028058,1,2,3,6,-1
AECOM,KINDER MORGAN,0.026753,0.026753,1,0,0,1,1
KINDER MORGAN,AECOM,0.0,0.026753,0,1,0,1,-1
AECOM,L3HARRIS TECHNOLOGIES,0.015298,0.030595,1,1,2,4,0
L3HARRIS TECHNOLOGIES,AECOM,0.015298,0.030595,1,1,2,4,0
AECOM,LOEWS,0.003733,0.003733,1,0,0,1,1
LOEWS,AECOM,0.0,0.003733,0,1,0,1,-1
AECOM,LOWE'S,0.0,0.01566,0,1,0,1,-1
LOWE'S,AECOM,0.01566,0.01566,1,0,0,1,1
AECOM,OLIN,0.023428,0.046856,1,1,0,2,0
OLIN,AECOM,0.023428,0.046856,1,1,0,2,0
AECOM,PPG INDUSTRIES,0.012717,0.018166,2,0,3,5,2
PPG INDUSTRIES,AECOM,0.00545,0.018166,0,2,3,5,-2
AECOM,PPL,0.014263,0.028526,0,0,1,1,0
PPL,AECOM,0.014263,0.028526,0,0,1,1,0
AECOM,PUBLIC SERVICE ENTERPRISE GROUP,0.001231,0.001641,1,0,1,2,1
PUBLIC SERVICE ENTERPRISE GROUP,AECOM,0.00041,0.001641,0,1,1,2,-1
AECOM,QUALCOMM,0.036728,0.04897,1,0,1,2,1
QUALCOMM,AECOM,0.012243,0.04897,0,1,1,2,-1
AECOM,SHERWIN-WILLIAMS,0.010222,0.020444,0,0,3,3,0
SHERWIN-WILLIAMS,AECOM,0.010222,0.020444,0,0,3,3,0
AECOM,SOUTHWEST AIRLINES,0.009122,0.024325,0,1,3,4,-1
SOUTHWEST AIRLINES,AECOM,0.015203,0.024325,1,0,3,4,1
AECOM,SPIRIT AEROSYSTEMS HOLDINGS,0.012755,0.051018,0,2,2,4,-2
SPIRIT AEROSYSTEMS HOLDINGS,AECOM,0.038264,0.051018,2,0,2,4,2
AECOM,UNION PACIFIC,0.002473,0.009892,0,1,1,2,-1
UNION PACIFIC,AECOM,0.007419,0.009892,1,0,1,2,1
AES,AMEREN,0.021929,0.027412,3,0,2,5,3
AMEREN,AES,0.005482,0.027412,0,3,2,5,-3
AES,AMERICAN ELECTRIC POWER,0.05843,0.116859,0,0,2,2,0
AMERICAN ELECTRIC POWER,AES,0.05843,0.116859,0,0,2,2,0
AES,AMERICAN FAMILY INSURANCE GROUP,0.008356,0.016711,0,0,1,1,0
AMERICAN FAMILY INSURANCE GROUP,AES,0.008356,0.016711,0,0,1,1,0
AES,BOEING,0.00535,0.0107,0,0,1,1,0
BOEING,AES,0.00535,0.0107,0,0,1,1,0
AES,CENTERPOINT ENERGY,0.097724,0.146586,3,1,2,6,2
CENTERPOINT ENERGY,AES,0.048862,0.146586,1,3,2,6,-2
AES,CMS ENERGY,0.016818,0.042045,0,1,4,5,-1
CMS ENERGY,AES,0.025227,0.042045,1,0,4,5,1
AES,CONSOLIDATED EDISON,0.110701,0.110701,1,0,0,1,1
CONSOLIDATED EDISON,AES,0.0,0.110701,0,1,0,1,-1
AES,DTE ENERGY,0.05535,0.110701,1,1,1,3,0
DTE ENERGY,AES,0.05535,0.110701,1,1,1,3,0
AES,DUKE ENERGY,0.008356,0.016711,0,0,2,2,0
DUKE ENERGY,AES,0.008356,0.016711,0,0,2,2,0
AES,EDISON INTERNATIONAL,0.027004,0.108016,0,1,1,2,-1
EDISON INTERNATIONAL,AES,0.081012,0.108016,1,0,1,2,1
AES,ENTERGY,0.18882,0.440581,0,1,6,7,-1
ENTERGY,AES,0.25176,0.440581,1,0,6,7,1
AES,EVERSOURCE ENERGY,0.205089,0.205089,3,0,0,3,3
EVERSOURCE ENERGY,AES,0.0,0.205089,0,3,0,3,-3
AES,EXELON,0.08862,0.212688,0,1,5,6,-1
EXELON,AES,0.124068,0.212688,1,0,5,6,1
AES,FIRSTENERGY,0.105168,0.210336,1,1,3,5,0
FIRSTENERGY,AES,0.105168,0.210336,1,1,3,5,0
AES,GENERAL DYNAMICS,0.001342,0.002685,0,0,1,1,0
GENERAL DYNAMICS,AES,0.001342,0.002685,0,0,1,1,0
AES,GRAPHIC PACKAGING HOLDING,0.037288,0.074576,0,0,1,1,0
GRAPHIC PACKAGING HOLDING,AES,0.037288,0.074576,0,0,1,1,0
AES,PG&E,0.017943,0.035886,0,0,1,1,0
PG&E,AES,0.017943,0.035886,0,0,1,1,0
AES,PPL,0.201109,0.312836,2,0,5,7,2
PPL,AES,0.111727,0.312836,0,2,5,7,-2
AES,PUBLIC SERVICE ENTERPRISE GROUP,0.034288,0.091435,0,1,3,4,-1
PUBLIC SERVICE ENTERPRISE GROUP,AES,0.057147,0.091435,1,0,3,4,1
AES,SOUTHERN,0.008356,0.016711,1,1,1,3,0
SOUTHERN,AES,0.008356,0.016711,1,1,1,3,0
AES,TESLA,0.029577,0.059155,0,0,1,1,0
TESLA,AES,0.029577,0.059155,0,0,1,1,0
AES,USAA,0.008356,0.016711,0,0,1,1,0
USAA,AES,0.008356,0.016711,0,0,1,1,0
AES,WESTROCK,0.05535,0.110701,0,0,1,1,0
WESTROCK,AES,0.05535,0.110701,0,0,1,1,0
AES,XCEL ENERGY,0.100316,0.250789,0,1,4,5,-1
XCEL ENERGY,AES,0.150474,0.250789,1,0,4,5,1
AES,YUM BRANDS,0.002685,0.002685,1,0,0,1,1
YUM BRANDS,AES,0.0,0.002685,0,1,0,1,-1
