source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced
DISH NETWORK,NEWS CORP.,0.034835,0,0,1,1,0,1
ORACLE,DISH NETWORK,0.178135,3,0,3,6,3,0
DISH NETWORK,PEPSICO,0.023566,1,1,0,2,0,1
DISH NETWORK,PRUDENTIAL FINANCIAL,0.001042,1,0,0,1,1,0
QUALCOMM,DISH NETWORK,0.040681,2,1,5,8,1,0
TEXAS INSTRUMENTS,DISH NETWORK,0.15295,3,0,1,4,3,0
DISH NETWORK,THERMO FISHER SCIENTIFIC,0.008016,1,0,1,2,1,0
VERIZON,DISH NETWORK,0.020841,1,0,2,3,1,0
DISH NETWORK,WALT DISNEY,0.161051,2,1,5,8,1,0
EBAY,DOLLAR GENERAL,0.241214,1,0,2,3,1,0
DOLLAR GENERAL,HOME DEPOT,0.059155,1,0,1,2,1,0
DOLLAR GENERAL,KOHL'S,0.34975,0,0,2,2,0,1
KROGER,DOLLAR GENERAL,0.02303,1,0,0,1,1,0
DOLLAR GENERAL,LOWE'S,0.395809,0,0,3,3,0,1
DOLLAR GENERAL,SIMON PROPERTY GROUP,0.2775,0,0,2,2,0,1
DOLLAR GENERAL,TARGET,0.395809,1,0,1,2,1,0
DOLLAR GENERAL,VERIZON,0.295934,0,0,3,3,0,1
DTE ENERGY,DOMINION ENERGY,0.040547,2,1,2,5,1,0
DUKE ENERGY,DOMINION ENERGY,0.034668,1,0,0,1,1,0
DUPONT DE NEMOURS,DOMINION ENERGY,9.9e-05,1,0,0,1,1,0
EDISON INTERNATIONAL,DOMINION ENERGY,0.110948,3,0,3,6,3,0
ENTERGY,DOMINION ENERGY,0.077486,3,1,2,6,2,0
EXELON,DOMINION ENERGY,0.021629,1,0,1,2,1,0
EXXONMOBIL,DOMINION ENERGY,0.028405,1,0,1,2,1,0
FACEBOOK,DOMINION ENERGY,0.000221,1,0,0,1,1,0
FIRSTENERGY,DOMINION ENERGY,0.002196,1,0,3,4,1,0
FLUOR,DOMINION ENERGY,0.009236,1,0,2,3,1,0
DOMINION ENERGY,FORD,0.003398,0,0,2,2,0,1
GENERAL DYNAMICS,DOMINION ENERGY,0.014146,1,0,2,3,1,0
GENERAL ELECTRIC,DOMINION ENERGY,0.06302,1,0,3,4,1,0
DOMINION ENERGY,GENERAL MOTORS,0.003,0,0,1,1,0,1
HARTFORD FINANCIAL SERVICES,DOMINION ENERGY,0.001274,2,0,0,2,2,0
DOMINION ENERGY,HOLLYFRONTIER,0.000766,1,0,0,1,1,0
HUMANA,DOMINION ENERGY,0.001054,1,0,0,1,1,0
IBM,DOMINION ENERGY,0.001054,1,0,0,1,1,0
LIBERTY MUTUAL INSURANCE GROUP,DOMINION ENERGY,0.000777,1,0,0,1,1,0
LOCKHEED MARTIN,DOMINION ENERGY,0.045761,2,0,0,2,2,0
LOEWS,DOMINION ENERGY,0.078036,1,0,3,4,1,0
DOMINION ENERGY,MARATHON OIL,0.461116,0,0,5,5,0,1
MARRIOTT INTERNATIONAL,DOMINION ENERGY,0.000777,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,DOMINION ENERGY,0.016034,1,0,1,2,1,0
METLIFE,DOMINION ENERGY,0.045761,1,0,0,1,1,0
DOMINION ENERGY,NEXTERA ENERGY,0.087849,1,0,2,3,1,0
NORFOLK SOUTHERN,DOMINION ENERGY,0.000369,2,0,0,2,2,0
DOMINION ENERGY,NORTHROP GRUMMAN,0.048594,1,1,1,3,0,1
OCCIDENTAL PETROLEUM,DOMINION ENERGY,0.033201,1,0,0,1,1,0
DOMINION ENERGY,PG&E,0.017379,1,0,3,4,1,0
PHILLIPS 66,DOMINION ENERGY,0.010288,1,0,2,3,1,0
PPG INDUSTRIES,DOMINION ENERGY,0.008396,1,0,1,2,1,0
DOMINION ENERGY,PPL,0.030951,1,1,3,5,0,1
DOMINION ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0.03661,0,0,2,2,0,1
QUALCOMM,DOMINION ENERGY,0.045761,1,0,0,1,1,0
SEMPRA ENERGY,DOMINION ENERGY,0.044582,3,1,1,5,2,0
DOMINION ENERGY,SOUTHERN,0.065039,0,0,7,7,0,1
STATE FARM INSURANCE,DOMINION ENERGY,0.046538,2,0,0,2,2,0
TARGET,DOMINION ENERGY,0.035886,1,0,1,2,1,0
TEXAS INSTRUMENTS,DOMINION ENERGY,0.001054,1,0,0,1,1,0
TRAVELERS,DOMINION ENERGY,0.039619,2,0,0,2,2,0
UNITED AIRLINES HOLDINGS,DOMINION ENERGY,0.000777,1,0,0,1,1,0
UNITED STATES STEEL,DOMINION ENERGY,0.018634,1,0,0,1,1,0
DOMINION ENERGY,UNITED TECHNOLOGIES,0.001329,1,0,2,3,1,0
USAA,DOMINION ENERGY,0.003,1,0,0,1,1,0
DOMINION ENERGY,VISA,0.035325,1,1,0,2,0,1
WINDSTREAM HOLDINGS,DOMINION ENERGY,0.039619,1,0,0,1,1,0
XCEL ENERGY,DOMINION ENERGY,0.045761,1,0,0,1,1,0
DUKE ENERGY,DTE ENERGY,0.428559,1,0,7,8,1,0
DTE ENERGY,DUPONT DE NEMOURS,0.019588,3,0,1,4,3,0
EDISON INTERNATIONAL,DTE ENERGY,0.092399,2,0,5,7,2,0
DTE ENERGY,ENTERGY,0.192658,6,2,3,11,4,0
DTE ENERGY,EXELON,0.147527,3,0,5,8,3,0
DTE ENERGY,EXXONMOBIL,0.002637,0,0,2,2,0,1
DTE ENERGY,FEDEX,0.002424,0,0,2,2,0,1
DTE ENERGY,FIFTH THIRD BANCORP,0.005094,0,0,1,1,0,1
FIRSTENERGY,DTE ENERGY,0.365304,1,0,7,8,1,0
DTE ENERGY,FORD,0.173271,0,0,4,4,0,1
DTE ENERGY,GENERAL ELECTRIC,0.030731,0,0,3,3,0,1
DTE ENERGY,GENERAL MOTORS,0.120823,1,0,0,1,1,0
HARTFORD FINANCIAL SERVICES,DTE ENERGY,0.002592,1,0,0,1,1,0
DTE ENERGY,HCA HEALTHCARE,0.015257,0,0,1,1,0,1
DTE ENERGY,HOME DEPOT,0.046053,1,0,1,2,1,0
DTE ENERGY,IBM,0.005367,0,0,2,2,0,1
DTE ENERGY,JPMORGAN CHASE & CO.,0.012807,0,0,1,1,0,1
DTE ENERGY,LIBERTY MUTUAL INSURANCE GROUP,0.0001,1,0,0,1,1,0
DTE ENERGY,LOCKHEED MARTIN,0.041848,2,1,2,5,1,0
DTE ENERGY,LOEWS,0.053795,1,1,1,3,0,1
DTE ENERGY,MARATHON OIL,0.004066,0,0,1,1,0,1
DTE ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.010123,1,0,0,1,1,0
DTE ENERGY,MERCK,0.003413,1,0,1,2,1,0
DTE ENERGY,METLIFE,0.010123,0,0,1,1,0,1
DTE ENERGY,MUTUAL OF OMAHA INSURANCE,0.004066,0,0,1,1,0,1
DTE ENERGY,NATIONWIDE,0.004066,1,0,0,1,1,0
DTE ENERGY,NEXTERA ENERGY,0.206458,2,0,4,6,2,0
DTE ENERGY,NORFOLK SOUTHERN,0.190872,0,0,4,4,0,1
NORTHROP GRUMMAN,DTE ENERGY,0.012715,1,0,1,2,1,0
DTE ENERGY,NORTHWESTERN MUTUAL,0.020838,0,0,2,2,0,1
DTE ENERGY,NUCOR,0.010151,2,0,1,3,2,0
DTE ENERGY,OCCIDENTAL PETROLEUM,0.048861,1,0,2,3,1,0
DTE ENERGY,OLIN,0.074815,1,0,0,1,1,0
ORACLE,DTE ENERGY,0.000247,1,0,0,1,1,0
DTE ENERGY,PEABODY ENERGY,0.016874,0,0,2,2,0,1
DTE ENERGY,PEPSICO,0.016281,0,0,1,1,0,1
DTE ENERGY,PG&E,0.019968,1,0,2,3,1,0
DTE ENERGY,PHILLIPS 66,0.003028,0,0,2,2,0,1
DTE ENERGY,PPL,0.168697,3,0,6,9,3,0
DTE ENERGY,PRINCIPAL FINANCIAL,0.010456,1,0,1,2,1,0
DTE ENERGY,PRUDENTIAL FINANCIAL,0.016237,0,0,1,1,0,1
DTE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0.421723,0,0,5,5,0,1
DTE ENERGY,QUALCOMM,0.010123,0,0,1,1,0,1
DTE ENERGY,SEMPRA ENERGY,0.056471,0,0,5,5,0,1
DTE ENERGY,SOUTHERN,0.228138,1,1,7,9,0,1
DTE ENERGY,STATE FARM INSURANCE,0.010123,0,0,1,1,0,1
DTE ENERGY,TENET HEALTHCARE,0.002766,0,0,1,1,0,1
DTE ENERGY,TRAVELERS,0.003733,0,0,1,1,0,1
DTE ENERGY,UNION PACIFIC,0.183272,0,0,1,1,0,1
DTE ENERGY,UNITED AIRLINES HOLDINGS,0.004066,0,0,1,1,0,1
DTE ENERGY,UNITED TECHNOLOGIES,0.021375,2,0,0,2,2,0
DTE ENERGY,USAA,0.003247,0,0,1,1,0,1
DTE ENERGY,VERIZON,0.000292,1,0,1,2,1,0
DTE ENERGY,VISA,0.011481,2,0,0,2,2,0
DTE ENERGY,WEC ENERGY GROUP,0.074815,1,0,2,3,1,0
DTE ENERGY,WELLS FARGO,0.029089,1,0,1,2,1,0
WILLIAMS,DTE ENERGY,0.011093,1,0,1,2,1,0
DTE ENERGY,WINDSTREAM HOLDINGS,0.13732,1,0,3,4,1,0
XCEL ENERGY,DTE ENERGY,0.122452,1,0,7,8,1,0
DUKE ENERGY,DUPONT DE NEMOURS,0.000347,0,0,1,1,0,1
DUKE ENERGY,EDISON INTERNATIONAL,0.082819,1,0,3,4,1,0
DUKE ENERGY,ENTERGY,0.165582,6,0,2,8,6,0
DUKE ENERGY,EXELON,0.267905,2,0,6,8,2,0
DUKE ENERGY,EXXONMOBIL,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,FIRSTENERGY,0.295354,0,0,5,5,0,1
DUKE ENERGY,FORD,0.082491,0,0,2,2,0,1
DUKE ENERGY,GENERAL MOTORS,0.061668,1,0,0,1,1,0
DUKE ENERGY,HOME DEPOT,0.003292,1,0,1,2,1,0
DUKE ENERGY,IBM,0.001301,0,0,1,1,0,1
DUKE ENERGY,INTEL,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,LOCKHEED MARTIN,0.034916,0,0,1,1,0,1
DUKE ENERGY,LOEWS,0.033273,1,0,0,1,1,0
DUKE ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016281,1,0,0,1,1,0
DUKE ENERGY,MERCK,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,METLIFE,0.034916,0,0,1,1,0,1
DUKE ENERGY,NATIONWIDE,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,NEXTERA ENERGY,0.198821,4,0,5,9,4,0
DUKE ENERGY,NORFOLK SOUTHERN,0.121034,0,0,3,3,0,1
DUKE ENERGY,NORTHROP GRUMMAN,0.03496,0,0,2,2,0,1
DUKE ENERGY,NUCOR,0.006418,2,0,0,2,2,0
DUKE ENERGY,OCCIDENTAL PETROLEUM,0.104171,0,0,3,3,0,1
DUKE ENERGY,OLIN,0.074815,1,0,0,1,1,0
DUKE ENERGY,PEABODY ENERGY,0.189667,1,0,1,2,1,0
DUKE ENERGY,PG&E,0.008501,1,0,2,3,1,0
DUKE ENERGY,PPG INDUSTRIES,0.184105,0,0,2,2,0,1
DUKE ENERGY,PPL,0.050928,2,0,9,11,2,0
DUKE ENERGY,PUBLIC SERVICE ENTERPRISE GROUP,0.362099,1,0,6,7,1,0
DUKE ENERGY,QUALCOMM,0.080924,0,0,2,2,0,1
DUKE ENERGY,RAYTHEON,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,SEMPRA ENERGY,0.190905,0,0,8,8,0,1
DUKE ENERGY,SOUTHERN,0.124542,1,0,4,5,1,0
DUKE ENERGY,STATE FARM INSURANCE,0.034916,0,0,1,1,0,1
DUKE ENERGY,TARGET,0.024793,0,0,1,1,0,1
DUKE ENERGY,TRAVELERS,0.057052,0,0,2,2,0,1
DUKE ENERGY,UNION PACIFIC,0.119522,0,0,1,1,0,1
DUKE ENERGY,UNITED STATES STEEL,0.029186,0,0,2,2,0,1
DUKE ENERGY,UNITED TECHNOLOGIES,4.5e-05,0,0,1,1,0,1
DUKE ENERGY,USAA,0.003247,0,0,1,1,0,1
DUKE ENERGY,VISA,0.034299,1,0,0,1,1,0
DUKE ENERGY,WEC ENERGY GROUP,0.074815,1,0,0,1,1,0
DUKE ENERGY,WINDSTREAM HOLDINGS,0.04897,0,0,3,3,0,1
DUKE ENERGY,XCEL ENERGY,0.294995,0,0,24,24,0,1
DUPONT DE NEMOURS,DXC TECHNOLOGY,0.010552,0,0,1,1,0,1
DUPONT DE NEMOURS,EASTMAN CHEMICAL,0.138565,1,0,1,2,1,0
EBAY,DUPONT DE NEMOURS,0.012272,1,0,1,2,1,0
ECOLAB,DUPONT DE NEMOURS,0.452127,1,0,2,3,1,0
DUPONT DE NEMOURS,EDISON INTERNATIONAL,0.001938,0,0,4,4,0,1
DUPONT DE NEMOURS,ENTERGY,0.002413,0,0,2,2,0,1
DUPONT DE NEMOURS,EXELON,0.024615,2,0,5,7,2,0
EXXONMOBIL,DUPONT DE NEMOURS,0.066831,1,0,1,2,1,0
DUPONT DE NEMOURS,FACEBOOK,0.00646,0,0,2,2,0,1
FEDEX,DUPONT DE NEMOURS,0.011164,1,0,1,2,1,0
FIFTH THIRD BANCORP,DUPONT DE NEMOURS,0.005094,1,0,0,1,1,0
FIRSTENERGY,DUPONT DE NEMOURS,0.094326,2,0,2,4,2,0
FORD,DUPONT DE NEMOURS,0.023288,2,0,1,3,2,0
DUPONT DE NEMOURS,GENERAL DYNAMICS,0.012657,1,0,2,3,1,0
GENERAL ELECTRIC,DUPONT DE NEMOURS,0.152936,2,0,3,5,2,0
DUPONT DE NEMOURS,GENERAL MOTORS,0.184673,0,0,2,2,0,1
HARTFORD FINANCIAL SERVICES,DUPONT DE NEMOURS,0.002066,1,0,0,1,1,0
HCA HEALTHCARE,DUPONT DE NEMOURS,0.005366,1,0,0,1,1,0
HONEYWELL INTERNATIONAL,DUPONT DE NEMOURS,0.152469,1,0,3,4,1,0
DUPONT DE NEMOURS,HUMANA,0.012807,1,0,0,1,1,0
IBM,DUPONT DE NEMOURS,0.006071,1,0,4,5,1,0
DUPONT DE NEMOURS,ILLINOIS TOOL WORKS,0.068417,0,0,2,2,0,1
DUPONT DE NEMOURS,JOHNSON & JOHNSON,0.014089,1,0,3,4,1,0
DUPONT DE NEMOURS,JPMORGAN CHASE & CO.,0.040006,2,1,0,3,1,0
DUPONT DE NEMOURS,L3HARRIS TECHNOLOGIES,0.005562,0,0,2,2,0,1
LAND O'LAKES,DUPONT DE NEMOURS,0.011783,1,0,1,2,1,0
DUPONT DE NEMOURS,LEIDOS HOLDINGS,0.037469,0,0,2,2,0,1
LOCKHEED MARTIN,DUPONT DE NEMOURS,0.286159,6,0,2,8,6,0
DUPONT DE NEMOURS,LOEWS,0.004747,3,0,0,3,3,0
DUPONT DE NEMOURS,MARATHON OIL,0.002066,1,0,0,1,1,0
DUPONT DE NEMOURS,MARATHON PETROLEUM,0.004989,0,0,2,2,0,1
DUPONT DE NEMOURS,MARRIOTT INTERNATIONAL,0.001084,2,0,0,2,2,0
MASCO,DUPONT DE NEMOURS,0.051546,1,0,2,3,1,0
DUPONT DE NEMOURS,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.000347,1,0,0,1,1,0
DUPONT DE NEMOURS,MERCK,0.000468,1,0,0,1,1,0
DUPONT DE NEMOURS,METLIFE,0.00137,0,0,2,2,0,1
MICROSOFT,DUPONT DE NEMOURS,0.016521,1,0,3,4,1,0
DUPONT DE NEMOURS,MUTUAL OF OMAHA INSURANCE,0.001024,0,0,1,1,0,1
DUPONT DE NEMOURS,NEXTERA ENERGY,0.005094,0,0,1,1,0,1
DUPONT DE NEMOURS,NORFOLK SOUTHERN,0.00119,0,0,2,2,0,1
NORTHERN TRUST,DUPONT DE NEMOURS,0.03869,2,0,0,2,2,0
DUPONT DE NEMOURS,NORTHROP GRUMMAN,0.000347,0,0,1,1,0,1
NORTHWESTERN MUTUAL,DUPONT DE NEMOURS,0.033691,2,1,0,3,1,0
DUPONT DE NEMOURS,OLIN,0.288565,1,0,0,1,1,0
DUPONT DE NEMOURS,ONEOK,0.018634,1,0,0,1,1,0
DUPONT DE NEMOURS,ORACLE,0.001024,0,0,1,1,0,1
OWENS-ILLINOIS,DUPONT DE NEMOURS,0.112792,1,0,2,3,1,0
PEPSICO,DUPONT DE NEMOURS,0.04135,2,0,1,3,2,0
DUPONT DE NEMOURS,PG&E,0.017652,2,0,1,3,2,0
PHILLIPS 66,DUPONT DE NEMOURS,0.078359,1,0,1,2,1,0
DUPONT DE NEMOURS,PPG INDUSTRIES,0.105504,0,0,5,5,0,1
PPL,DUPONT DE NEMOURS,0.099586,2,0,2,4,2,0
PRINCIPAL FINANCIAL,DUPONT DE NEMOURS,0.006389,1,0,0,1,1,0
PRUDENTIAL FINANCIAL,DUPONT DE NEMOURS,0.008789,2,0,1,3,2,0
PUBLIC SERVICE ENTERPRISE GROUP,DUPONT DE NEMOURS,0.00306,1,0,1,2,1,0
QUALCOMM,DUPONT DE NEMOURS,0.008625,1,0,2,3,1,0
RAYTHEON,DUPONT DE NEMOURS,0.005561,1,0,2,3,1,0
DUPONT DE NEMOURS,ROCKWELL COLLINS,0.011819,2,0,0,2,2,0
SEMPRA ENERGY,DUPONT DE NEMOURS,0.014766,2,0,3,5,2,0
SOUTHERN,DUPONT DE NEMOURS,0.095795,3,1,2,6,2,0
SOUTHWEST AIRLINES,DUPONT DE NEMOURS,0.004847,1,0,0,1,1,0
DUPONT DE NEMOURS,STATE FARM INSURANCE,0.004618,1,0,2,3,1,0
DUPONT DE NEMOURS,TENET HEALTHCARE,0.003793,0,0,1,1,0,1
DUPONT DE NEMOURS,TEXAS INSTRUMENTS,0.000368,0,0,1,1,0,1
DUPONT DE NEMOURS,TRAVELERS,0.006418,0,0,3,3,0,1
DUPONT DE NEMOURS,UNITED PARCEL SERVICE,0.000247,0,0,1,1,0,1
DUPONT DE NEMOURS,UNITED TECHNOLOGIES,0.043207,2,2,1,5,0,1
DUPONT DE NEMOURS,USAA,0.00137,0,0,2,2,0,1
DUPONT DE NEMOURS,VERIZON,0.014399,0,0,4,4,0,1
DUPONT DE NEMOURS,VISA,0.000407,1,0,1,2,1,0
WELLS FARGO,DUPONT DE NEMOURS,0.092404,2,0,3,5,2,0
WEYERHAEUSER,DUPONT DE NEMOURS,0.002782,1,0,3,4,1,0
WHIRLPOOL,DUPONT DE NEMOURS,0.327625,3,1,0,4,2,0
XCEL ENERGY,DUPONT DE NEMOURS,0.006736,1,0,1,2,1,0
DXC TECHNOLOGY,ECOLAB,0.018634,1,0,0,1,1,0
FACEBOOK,DXC TECHNOLOGY,0.029727,1,0,1,2,1,0
DXC TECHNOLOGY,HONEYWELL INTERNATIONAL,0.040279,1,0,2,3,1,0
DXC TECHNOLOGY,HUMANA,0.168292,2,0,1,3,2,0
DXC TECHNOLOGY,HUNTINGTON INGALLS INDUSTRIES,0.15,0,0,1,1,0,1
IBM,DXC TECHNOLOGY,0.029727,1,0,1,2,1,0
INTEL,DXC TECHNOLOGY,0.034268,1,0,1,2,1,0
DXC TECHNOLOGY,INTERPUBLIC GROUP,0.149658,0,0,3,3,0,1
DXC TECHNOLOGY,L3HARRIS TECHNOLOGIES,0.104542,1,0,3,4,1,0
DXC TECHNOLOGY,LEIDOS HOLDINGS,0.328844,0,0,3,3,0,1
MARSH & MCLENNAN,DXC TECHNOLOGY,0.025185,1,0,0,1,1,0
MASCO,DXC TECHNOLOGY,0.004542,1,0,0,1,1,0
DXC TECHNOLOGY,MCDONALD'S,0.119955,4,0,0,4,4,0
DXC TECHNOLOGY,MICROSOFT,0.068417,0,0,1,1,0,1
DXC TECHNOLOGY,MOTOROLA SOLUTIONS,0.146504,3,0,1,4,3,0
DXC TECHNOLOGY,NATIONWIDE,0.045387,0,0,1,1,0,1
DXC TECHNOLOGY,NAVIENT,0.018634,0,0,1,1,0,1
DXC TECHNOLOGY,NEWMONT,0.06375,0,0,1,1,0,1
DXC TECHNOLOGY,NORTHROP GRUMMAN,0.104542,0,0,2,2,0,1
ORACLE,DXC TECHNOLOGY,0.029727,2,0,0,2,2,0
DXC TECHNOLOGY,PPG INDUSTRIES,0.072958,0,0,4,4,0,1
QUALCOMM,DXC TECHNOLOGY,0.029727,1,0,0,1,1,0
DXC TECHNOLOGY,SOUTHWEST AIRLINES,0.318292,0,0,1,1,0,1
DXC TECHNOLOGY,STRYKER,0.02303,0,0,1,1,0,1
DXC TECHNOLOGY,TENET HEALTHCARE,0.168292,0,0,1,1,0,1
TEXAS INSTRUMENTS,DXC TECHNOLOGY,0.029727,1,0,1,2,1,0
DXC TECHNOLOGY,UNITED PARCEL SERVICE,0.010552,0,0,2,2,0,1
UNITED TECHNOLOGIES,DXC TECHNOLOGY,0.010552,1,0,2,3,1,0
XEROX,DXC TECHNOLOGY,0.019174,1,0,0,1,1,0
ECOLAB,EASTMAN CHEMICAL,0.192915,2,1,0,3,1,0
GENERAL MOTORS,EASTMAN CHEMICAL,0.138565,1,0,0,1,1,0
LOCKHEED MARTIN,EASTMAN CHEMICAL,0.01566,2,0,0,2,2,0
EASTMAN CHEMICAL,OLIN,0.138565,1,0,0,1,1,0
PHILLIPS 66,EASTMAN CHEMICAL,0.01566,2,0,0,2,2,0
PPG INDUSTRIES,EASTMAN CHEMICAL,0.01566,1,0,0,1,1,0
EBAY,FACEBOOK,0.020328,2,0,0,2,2,0
EBAY,FEDEX,0.189051,1,1,2,4,0,1
EBAY,FIFTH THIRD BANCORP,0.033615,0,0,1,1,0,1
FORD,EBAY,0.011506,1,0,0,1,1,0
EBAY,GENERAL MOTORS,0.005089,0,0,1,1,0,1
EBAY,HARTFORD FINANCIAL SERVICES,0.000766,1,0,0,1,1,0
EBAY,HOME DEPOT,0.134845,2,0,1,3,2,0
EBAY,IBM,0.012615,1,1,1,3,0,1
EBAY,IHEARTMEDIA,0.023802,2,0,0,2,2,0
EBAY,INTEL,0.010768,1,1,0,2,0,1
EBAY,INTERNATIONAL PAPER,0.078322,0,0,2,2,0,1
EBAY,INTUIT,0.002092,1,0,0,1,1,0
EBAY,KOHL'S,0.136,1,0,2,3,1,0
EBAY,LOWE'S,0.312983,1,0,2,3,1,0
EBAY,MICROSOFT,0.096968,4,1,1,6,3,0
EBAY,MOTOROLA SOLUTIONS,0.006418,0,0,1,1,0,1
EBAY,NCR,0.027256,1,0,1,2,1,0
ORACLE,EBAY,0.042039,3,1,0,4,2,0
EBAY,PACKAGING CORP. OF AMERICA,0.021043,0,0,2,2,0,1
EBAY,PEPSICO,0.020328,1,0,1,2,1,0
EBAY,PRUDENTIAL FINANCIAL,0.000766,3,0,0,3,3,0
QUALCOMM,EBAY,0.032624,2,1,2,5,1,0
EBAY,SIMON PROPERTY GROUP,0.06375,0,0,2,2,0,1
EBAY,SOUTHWEST AIRLINES,0.000342,0,0,1,1,0,1
EBAY,STATE FARM INSURANCE,0.025533,1,0,1,2,1,0
EBAY,TARGET,0.285151,2,0,1,3,2,0
EBAY,TENET HEALTHCARE,0.03028,1,0,2,3,1,0
TEXAS INSTRUMENTS,EBAY,0.042344,1,0,4,5,1,0
EBAY,TRAVELERS,0.006418,1,0,0,1,1,0
UNITED PARCEL SERVICE,EBAY,0.155583,2,1,1,4,1,0
VERIZON,EBAY,0.250339,3,2,2,7,1,0
EXXONMOBIL,ECOLAB,0.05678,1,0,3,4,1,0
GENERAL ELECTRIC,ECOLAB,0.045688,2,0,2,4,2,0
ECOLAB,GENERAL MOTORS,0.176542,0,0,1,1,0,1
HONEYWELL INTERNATIONAL,ECOLAB,0.176542,1,0,0,1,1,0
ECOLAB,ILLINOIS TOOL WORKS,0.068417,0,0,1,1,0,1
ECOLAB,JOHNSON & JOHNSON,0.004776,0,0,1,1,0,1
ECOLAB,LOCKHEED MARTIN,0.055729,0,0,2,2,0,1
MASCO,ECOLAB,0.062246,1,0,1,2,1,0
MCDONALD'S,ECOLAB,0.008082,1,0,0,1,1,0
MOTOROLA SOLUTIONS,ECOLAB,0.026885,1,0,0,1,1,0
ECOLAB,OLIN,0.288565,1,0,0,1,1,0
ECOLAB,ONEOK,0.052902,2,1,0,3,1,0
ECOLAB,OWENS-ILLINOIS,0.176542,0,0,1,1,0,1
ECOLAB,PG&E,0.008251,0,0,1,1,0,1
ECOLAB,PHILLIPS 66,0.080522,0,0,2,2,0,1
ECOLAB,PPG INDUSTRIES,0.053638,0,0,2,2,0,1
ECOLAB,TARGET,0.0107,0,0,1,1,0,1
ECOLAB,WHIRLPOOL,0.1,1,0,0,1,1,0
YUM BRANDS,ECOLAB,0.008251,1,0,0,1,1,0
ELI LILLY,EDISON INTERNATIONAL,0.025949,1,0,1,2,1,0
EDISON INTERNATIONAL,ENTERGY,0.440925,1,1,6,8,0,1
EDISON INTERNATIONAL,EXELON,0.035399,1,0,3,4,1,0
EDISON INTERNATIONAL,EXXONMOBIL,0.038163,1,1,0,2,0,1
EDISON INTERNATIONAL,FACEBOOK,0.000368,0,0,1,1,0,1
EDISON INTERNATIONAL,FEDEX,0.000424,1,0,1,2,1,0
FIRSTENERGY,EDISON INTERNATIONAL,0.00646,1,0,3,4,1,0
EDISON INTERNATIONAL,FORD,0.063816,0,0,3,3,0,1
EDISON INTERNATIONAL,GENERAL DYNAMICS,0.014973,0,0,3,3,0,1
EDISON INTERNATIONAL,GENERAL ELECTRIC,0.002111,0,0,2,2,0,1
EDISON INTERNATIONAL,GENERAL MOTORS,0.030543,1,0,2,3,1,0
EDISON INTERNATIONAL,HARTFORD FINANCIAL SERVICES,0.004714,1,1,1,3,0,1
EDISON INTERNATIONAL,HUMANA,0.014207,1,0,2,3,1,0
EDISON INTERNATIONAL,IBM,0.005635,1,0,3,4,1,0
EDISON INTERNATIONAL,INTEL,0.0001,0,0,1,1,0,1
INTERNATIONAL PAPER,EDISON INTERNATIONAL,0.002448,1,0,0,1,1,0
EDISON INTERNATIONAL,INTUIT,0.112792,0,0,1,1,0,1
EDISON INTERNATIONAL,JPMORGAN CHASE & CO.,0.012715,1,0,1,2,1,0
EDISON INTERNATIONAL,L3HARRIS TECHNOLOGIES,0.012008,0,0,1,1,0,1
EDISON INTERNATIONAL,LIBERTY MUTUAL INSURANCE GROUP,0.005194,1,0,1,2,1,0
EDISON INTERNATIONAL,LOCKHEED MARTIN,0.248505,0,0,4,4,0,1
EDISON INTERNATIONAL,LOEWS,0.110779,2,0,1,3,2,0
EDISON INTERNATIONAL,LUMEN TECHNOLOGIES,0.018634,0,0,1,1,0,1
EDISON INTERNATIONAL,MARATHON PETROLEUM,0.000819,0,0,1,1,0,1
EDISON INTERNATIONAL,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016281,1,0,0,1,1,0
EDISON INTERNATIONAL,MERCK,0.0001,1,0,0,1,1,0
EDISON INTERNATIONAL,METLIFE,0.130706,0,0,2,2,0,1
EDISON INTERNATIONAL,MICROSOFT,0.012807,0,0,1,1,0,1
EDISON INTERNATIONAL,MUTUAL OF OMAHA INSURANCE,0.061916,0,0,2,2,0,1
EDISON INTERNATIONAL,NEW YORK LIFE INSURANCE,0.001847,0,0,1,1,0,1
EDISON INTERNATIONAL,NEXTERA ENERGY,0.062082,1,1,1,3,0,1
EDISON INTERNATIONAL,NORFOLK SOUTHERN,0.035082,0,0,2,2,0,1
EDISON INTERNATIONAL,NORTHROP GRUMMAN,0.068208,1,0,6,7,1,0
NORTHWESTERN MUTUAL,EDISON INTERNATIONAL,0.000166,1,0,0,1,1,0
