source,target,weight,rbo,source_firsts,target_firsts,tie_count,shared_bills,net_temporal
3M,XEROX,0.0,0.002685,0,1,0,1,-1
XEROX,3M,0.002685,0.002685,1,0,0,1,1
ABBOTT LABORATORIES,AECOM,0.00817,0.02451,0,1,2,3,-1
AECOM,ABBOTT LABORATORIES,0.01634,0.02451,1,0,2,3,1
ABBOTT LABORATORIES,AES,0.006418,0.006418,1,0,0,1,1
AES,ABBOTT LABORATORIES,0.0,0.006418,0,1,0,1,-1
ABBOTT LABORATORIES,AIG,0.015506,0.020675,1,0,1,2,1
AIG,ABBOTT LABORATORIES,0.005169,0.020675,0,1,1,2,-1
ABBOTT LABORATORIES,AK STEEL HOLDING,0.0,0.003028,0,1,0,1,-1
AK STEEL HOLDING,ABBOTT LABORATORIES,0.003028,0.003028,1,0,0,1,1
ABBOTT LABORATORIES,ALASKA AIR GROUP,0.04586,0.04586,2,0,0,2,2
ALASKA AIR GROUP,ABBOTT LABORATORIES,0.0,0.04586,0,2,0,2,-2
ABBOTT LABORATORIES,ALPHABET,0.000677,0.000677,1,0,0,1,1
ALPHABET,ABBOTT LABORATORIES,0.0,0.000677,0,1,0,1,-1
ABBOTT LABORATORIES,ALTRIA GROUP,0.000328,0.000655,1,1,0,2,0
ALTRIA GROUP,ABBOTT LABORATORIES,0.000328,0.000655,1,1,0,2,0
ABBOTT LABORATORIES,AMAZON,0.010288,0.020576,0,0,1,1,0
AMAZON,ABBOTT LABORATORIES,0.010288,0.020576,0,0,1,1,0
ABBOTT LABORATORIES,AMEREN,0.012197,0.024395,0,0,2,2,0
AMEREN,ABBOTT LABORATORIES,0.012197,0.024395,0,0,2,2,0
ABBOTT LABORATORIES,AMERICAN AIRLINES GROUP,0.000939,0.002816,1,2,0,3,-1
AMERICAN AIRLINES GROUP,ABBOTT LABORATORIES,0.001878,0.002816,2,1,0,3,1
ABBOTT LABORATORIES,AMERICAN TOWER,0.014863,0.029727,0,0,1,1,0
AMERICAN TOWER,ABBOTT LABORATORIES,0.014863,0.029727,0,0,1,1,0
ABBOTT LABORATORIES,AMERIPRISE FINANCIAL,0.000388,0.000777,0,0,1,1,0
AMERIPRISE FINANCIAL,ABBOTT LABORATORIES,0.000388,0.000777,0,0,1,1,0
ABBOTT LABORATORIES,AMERISOURCEBERGEN,0.000526,0.000526,1,0,0,1,1
AMERISOURCEBERGEN,ABBOTT LABORATORIES,0.0,0.000526,0,1,0,1,-1
ABBOTT LABORATORIES,AMGEN,0.003129,0.006257,1,1,1,3,0
AMGEN,ABBOTT LABORATORIES,0.003129,0.006257,1,1,1,3,0
ABBOTT LABORATORIES,AT&T,0.011495,0.045981,0,1,1,2,-1
AT&T,ABBOTT LABORATORIES,0.034486,0.045981,1,0,1,2,1
ABBOTT LABORATORIES,BALL,0.012934,0.025868,1,1,4,6,0
BALL,ABBOTT LABORATORIES,0.012934,0.025868,1,1,4,6,0
ABBOTT LABORATORIES,BAXTER INTERNATIONAL,0.003365,0.00673,0,0,1,1,0
BAXTER INTERNATIONAL,ABBOTT LABORATORIES,0.003365,0.00673,0,0,1,1,0
ABBOTT LABORATORIES,BERKSHIRE HATHAWAY,0.02288,0.045761,0,0,1,1,0
BERKSHIRE HATHAWAY,ABBOTT LABORATORIES,0.02288,0.045761,0,0,1,1,0
ABBOTT LABORATORIES,BOEING,0.009016,0.036064,0,1,1,2,-1
BOEING,ABBOTT LABORATORIES,0.027048,0.036064,1,0,1,2,1
ABBOTT LABORATORIES,BOSTON SCIENTIFIC,0.005935,0.019783,1,3,1,5,-2
BOSTON SCIENTIFIC,ABBOTT LABORATORIES,0.013848,0.019783,3,1,1,5,2
ABBOTT LABORATORIES,BRISTOL-MYERS SQUIBB,0.000614,0.000921,2,1,0,3,1
BRISTOL-MYERS SQUIBB,ABBOTT LABORATORIES,0.000307,0.000921,1,2,0,3,-1
ABBOTT LABORATORIES,CAMPBELL SOUP,0.008016,0.008016,1,0,0,1,1
CAMPBELL SOUP,ABBOTT LABORATORIES,0.0,0.008016,0,1,0,1,-1
ABBOTT LABORATORIES,CARDINAL HEALTH,0.0,0.060783,0,4,0,4,-4
CARDINAL HEALTH,ABBOTT LABORATORIES,0.060783,0.060783,4,0,0,4,4
ABBOTT LABORATORIES,CATERPILLAR,0.001819,0.001819,1,0,0,1,1
CATERPILLAR,ABBOTT LABORATORIES,0.0,0.001819,0,1,0,1,-1
ABBOTT LABORATORIES,CENTENE,0.050303,0.100606,2,2,1,5,0
CENTENE,ABBOTT LABORATORIES,0.050303,0.100606,2,2,1,5,0
ABBOTT LABORATORIES,CHS,0.014093,0.014093,1,0,0,1,1
CHS,ABBOTT LABORATORIES,0.0,0.014093,0,1,0,1,-1
ABBOTT LABORATORIES,CIGNA,0.016757,0.016757,1,0,0,1,1
CIGNA,ABBOTT LABORATORIES,0.0,0.016757,0,1,0,1,-1
ABBOTT LABORATORIES,CISCO SYSTEMS,0.001172,0.002345,0,0,1,1,0
CISCO SYSTEMS,ABBOTT LABORATORIES,0.001172,0.002345,0,0,1,1,0
ABBOTT LABORATORIES,CITIGROUP,0.002345,0.002345,1,0,0,1,1
CITIGROUP,ABBOTT LABORATORIES,0.0,0.002345,0,1,0,1,-1
ABBOTT LABORATORIES,CMS ENERGY,0.000332,0.001329,0,1,1,2,-1
CMS ENERGY,ABBOTT LABORATORIES,0.000996,0.001329,1,0,1,2,1
ABBOTT LABORATORIES,COCA-COLA,0.021251,0.031877,1,0,2,3,1
COCA-COLA,ABBOTT LABORATORIES,0.010626,0.031877,0,1,2,3,-1
ABBOTT LABORATORIES,COMCAST,0.037977,0.037977,1,0,0,1,1
COMCAST,ABBOTT LABORATORIES,0.0,0.037977,0,1,0,1,-1
ABBOTT LABORATORIES,CONOCOPHILLIPS,0.0083,0.033201,0,1,1,2,-1
CONOCOPHILLIPS,ABBOTT LABORATORIES,0.024901,0.033201,1,0,1,2,1
ABBOTT LABORATORIES,CONSOLIDATED EDISON,0.0,0.000183,0,1,0,1,-1
CONSOLIDATED EDISON,ABBOTT LABORATORIES,0.000183,0.000183,1,0,0,1,1
ABBOTT LABORATORIES,CUMMINS,0.0,0.007783,0,1,0,1,-1
CUMMINS,ABBOTT LABORATORIES,0.007783,0.007783,1,0,0,1,1
ABBOTT LABORATORIES,CVS HEALTH,0.001395,0.001395,1,0,0,1,1
CVS HEALTH,ABBOTT LABORATORIES,0.0,0.001395,0,1,0,1,-1
ABBOTT LABORATORIES,DAVITA,0.001815,0.005444,0,1,2,3,-1
DAVITA,ABBOTT LABORATORIES,0.00363,0.005444,1,0,2,3,1
ABBOTT LABORATORIES,DEAN FOODS,0.013442,0.026885,1,1,1,3,0
DEAN FOODS,ABBOTT LABORATORIES,0.013442,0.026885,1,1,1,3,0
ABBOTT LABORATORIES,DEERE,0.007231,0.007231,1,0,0,1,1
DEERE,ABBOTT LABORATORIES,0.0,0.007231,0,1,0,1,-1
ABBOTT LABORATORIES,DELL TECHNOLOGIES,0.007175,0.023918,0,2,3,5,-2
DELL TECHNOLOGIES,ABBOTT LABORATORIES,0.016743,0.023918,2,0,3,5,2
ABBOTT LABORATORIES,DELTA AIR LINES,0.006817,0.010907,1,0,3,4,1
DELTA AIR LINES,ABBOTT LABORATORIES,0.00409,0.010907,0,1,3,4,-1
ABBOTT LABORATORIES,DUKE ENERGY,0.167163,0.334326,0,0,1,1,0
DUKE ENERGY,ABBOTT LABORATORIES,0.167163,0.334326,0,0,1,1,0
ABBOTT LABORATORIES,ECOLAB,0.011644,0.013973,2,0,1,3,2
ECOLAB,ABBOTT LABORATORIES,0.002329,0.013973,0,2,1,3,-2
ABBOTT LABORATORIES,EDISON INTERNATIONAL,0.0,0.000453,0,1,0,1,-1
EDISON INTERNATIONAL,ABBOTT LABORATORIES,0.000453,0.000453,1,0,0,1,1
ABBOTT LABORATORIES,ELI LILLY,0.015425,0.030849,1,1,1,3,0
ELI LILLY,ABBOTT LABORATORIES,0.015425,0.030849,1,1,1,3,0
ABBOTT LABORATORIES,EXXONMOBIL,0.002082,0.004164,0,0,2,2,0
EXXONMOBIL,ABBOTT LABORATORIES,0.002082,0.004164,0,0,2,2,0
ABBOTT LABORATORIES,FEDEX,0.005582,0.011164,1,1,0,2,0
FEDEX,ABBOTT LABORATORIES,0.005582,0.011164,1,1,0,2,0
ABBOTT LABORATORIES,FLUOR,0.00079,0.001054,1,0,1,2,1
FLUOR,ABBOTT LABORATORIES,0.000263,0.001054,0,1,1,2,-1
ABBOTT LABORATORIES,GENERAL DYNAMICS,0.01144,0.045761,0,1,1,2,-1
GENERAL DYNAMICS,ABBOTT LABORATORIES,0.034321,0.045761,1,0,1,2,1
ABBOTT LABORATORIES,GENERAL ELECTRIC,0.000497,0.005961,0,5,1,6,-5
GENERAL ELECTRIC,ABBOTT LABORATORIES,0.005464,0.005961,5,0,1,6,5
ABBOTT LABORATORIES,GENERAL MOTORS,0.020731,0.062194,0,1,2,3,-1
GENERAL MOTORS,ABBOTT LABORATORIES,0.041462,0.062194,1,0,2,3,1
ABBOTT LABORATORIES,GILEAD SCIENCES,0.020423,0.040845,1,1,0,2,0
GILEAD SCIENCES,ABBOTT LABORATORIES,0.020423,0.040845,1,1,0,2,0
ABBOTT LABORATORIES,GOODYEAR TIRE & RUBBER,0.002271,0.004542,0,0,1,1,0
GOODYEAR TIRE & RUBBER,ABBOTT LABORATORIES,0.002271,0.004542,0,0,1,1,0
ABBOTT LABORATORIES,HERTZ GLOBAL HOLDINGS,0.012593,0.025185,0,0,1,1,0
HERTZ GLOBAL HOLDINGS,ABBOTT LABORATORIES,0.012593,0.025185,0,0,1,1,0
ABBOTT LABORATORIES,HEWLETT PACKARD ENTERPRISE,0.0,0.004847,0,1,0,1,-1
HEWLETT PACKARD ENTERPRISE,ABBOTT LABORATORIES,0.004847,0.004847,1,0,0,1,1
ABBOTT LABORATORIES,HOLLYFRONTIER,0.010552,0.010552,1,0,0,1,1
HOLLYFRONTIER,ABBOTT LABORATORIES,0.0,0.010552,0,1,0,1,-1
ABBOTT LABORATORIES,HUMANA,0.003064,0.004596,1,0,2,3,1
HUMANA,ABBOTT LABORATORIES,0.001532,0.004596,0,1,2,3,-1
ABBOTT LABORATORIES,IBM,0.0,0.066268,0,2,0,2,-2
IBM,ABBOTT LABORATORIES,0.066268,0.066268,2,0,0,2,2
ABBOTT LABORATORIES,INTEL,0.0,0.000876,0,2,0,2,-2
INTEL,ABBOTT LABORATORIES,0.000876,0.000876,2,0,0,2,2
ABBOTT LABORATORIES,JETBLUE AIRWAYS,0.005546,0.011093,0,0,1,1,0
JETBLUE AIRWAYS,ABBOTT LABORATORIES,0.005546,0.011093,0,0,1,1,0
ABBOTT LABORATORIES,JOHNSON & JOHNSON,0.001086,0.002172,0,0,3,3,0
JOHNSON & JOHNSON,ABBOTT LABORATORIES,0.001086,0.002172,0,0,3,3,0
ABBOTT LABORATORIES,KELLOGG,0.051193,0.068257,1,0,1,2,1
KELLOGG,ABBOTT LABORATORIES,0.017064,0.068257,0,1,1,2,-1
ABBOTT LABORATORIES,KRAFT HEINZ,0.010552,0.010552,1,0,0,1,1
KRAFT HEINZ,ABBOTT LABORATORIES,0.0,0.010552,0,1,0,1,-1
ABBOTT LABORATORIES,KROGER,0.002685,0.002685,1,0,0,1,1
KROGER,ABBOTT LABORATORIES,0.0,0.002685,0,1,0,1,-1
ABBOTT LABORATORIES,LEIDOS HOLDINGS,0.030378,0.121512,0,2,2,4,-2
LEIDOS HOLDINGS,ABBOTT LABORATORIES,0.091134,0.121512,2,0,2,4,2
ABBOTT LABORATORIES,LOCKHEED MARTIN,0.033422,0.133688,0,2,2,4,-2
LOCKHEED MARTIN,ABBOTT LABORATORIES,0.100266,0.133688,2,0,2,4,2
ABBOTT LABORATORIES,LUMEN TECHNOLOGIES,0.018634,0.018634,1,0,0,1,1
LUMEN TECHNOLOGIES,ABBOTT LABORATORIES,0.0,0.018634,0,1,0,1,-1
ABBOTT LABORATORIES,MAGELLAN HEALTH,0.024431,0.048861,1,1,0,2,0
MAGELLAN HEALTH,ABBOTT LABORATORIES,0.024431,0.048861,1,1,0,2,0
ABBOTT LABORATORIES,MARSH & MCLENNAN,0.003474,0.003474,1,0,0,1,1
MARSH & MCLENNAN,ABBOTT LABORATORIES,0.0,0.003474,0,1,0,1,-1
ABBOTT LABORATORIES,MCKESSON,0.006159,0.006159,1,0,0,1,1
MCKESSON,ABBOTT LABORATORIES,0.0,0.006159,0,1,0,1,-1
ABBOTT LABORATORIES,MOLINA HEALTHCARE,0.011797,0.015729,1,0,1,2,1
MOLINA HEALTHCARE,ABBOTT LABORATORIES,0.003932,0.015729,0,1,1,2,-1
ABBOTT LABORATORIES,MOLSON COORS BEVERAGE,0.074829,0.149658,0,0,1,1,0
MOLSON COORS BEVERAGE,ABBOTT LABORATORIES,0.074829,0.149658,0,0,1,1,0
ABBOTT LABORATORIES,NATIONWIDE,0.00091,0.001819,0,0,1,1,0
NATIONWIDE,ABBOTT LABORATORIES,0.00091,0.001819,0,0,1,1,0
ABBOTT LABORATORIES,NORFOLK SOUTHERN,0.009378,0.018757,0,0,1,1,0
NORFOLK SOUTHERN,ABBOTT LABORATORIES,0.009378,0.018757,0,0,1,1,0
ABBOTT LABORATORIES,NORTHROP GRUMMAN,0.003653,0.005844,1,0,3,4,1
NORTHROP GRUMMAN,ABBOTT LABORATORIES,0.002192,0.005844,0,1,3,4,-1
ABBOTT LABORATORIES,ORACLE,0.000805,0.003221,0,1,1,2,-1
ORACLE,ABBOTT LABORATORIES,0.002416,0.003221,1,0,1,2,1
ABBOTT LABORATORIES,PEPSICO,0.070499,0.093999,1,0,1,2,1
PEPSICO,ABBOTT LABORATORIES,0.0235,0.093999,0,1,1,2,-1
ABBOTT LABORATORIES,PG&E,0.000258,0.000773,0,1,2,3,-1
PG&E,ABBOTT LABORATORIES,0.000515,0.000773,1,0,2,3,1
ABBOTT LABORATORIES,PPG INDUSTRIES,0.009197,0.024526,0,1,3,4,-1
PPG INDUSTRIES,ABBOTT LABORATORIES,0.015329,0.024526,1,0,3,4,1
ABBOTT LABORATORIES,PPL,0.035014,0.052521,1,0,2,3,1
PPL,ABBOTT LABORATORIES,0.017507,0.052521,0,1,2,3,-1
ABBOTT LABORATORIES,PRINCIPAL FINANCIAL,0.007783,0.007783,1,0,0,1,1
PRINCIPAL FINANCIAL,ABBOTT LABORATORIES,0.0,0.007783,0,1,0,1,-1
ABBOTT LABORATORIES,RAYTHEON,0.051225,0.204901,0,1,1,2,-1
RAYTHEON,ABBOTT LABORATORIES,0.153676,0.204901,1,0,1,2,1
ABBOTT LABORATORIES,RITE AID,0.055244,0.055244,2,0,0,2,2
RITE AID,ABBOTT LABORATORIES,0.0,0.055244,0,2,0,2,-2
ABBOTT LABORATORIES,ROCKWELL COLLINS,0.044707,0.044707,1,0,0,1,1
ROCKWELL COLLINS,ABBOTT LABORATORIES,0.0,0.044707,0,1,0,1,-1
ABBOTT LABORATORIES,SOUTHERN,0.00191,0.003819,0,0,1,1,0
SOUTHERN,ABBOTT LABORATORIES,0.00191,0.003819,0,0,1,1,0
ABBOTT LABORATORIES,SOUTHWEST AIRLINES,0.042761,0.042761,1,0,0,1,1
SOUTHWEST AIRLINES,ABBOTT LABORATORIES,0.0,0.042761,0,1,0,1,-1
ABBOTT LABORATORIES,STATE FARM INSURANCE,5e-05,9.9e-05,0,0,1,1,0
STATE FARM INSURANCE,ABBOTT LABORATORIES,5e-05,9.9e-05,0,0,1,1,0
ABBOTT LABORATORIES,TEXAS INSTRUMENTS,0.0,0.010784,0,2,0,2,-2
TEXAS INSTRUMENTS,ABBOTT LABORATORIES,0.010784,0.010784,2,0,0,2,2
ABBOTT LABORATORIES,TEXTRON,0.009016,0.054096,0,2,1,3,-2
TEXTRON,ABBOTT LABORATORIES,0.04508,0.054096,2,0,1,3,2
ABBOTT LABORATORIES,UNION PACIFIC,0.001172,0.002345,0,0,1,1,0
UNION PACIFIC,ABBOTT LABORATORIES,0.001172,0.002345,0,0,1,1,0
